region,fcgradient04
lh.bankssts,-0.0117173604667186
lh.caudalanteriorcingulate,0.2815303802490234
lh.caudalmiddlefrontal,-0.6485956311225891
lh.cuneus,0.8163592219352722
lh.entorhinal,-0.4742164313793182
lh.fusiform,-0.3931373655796051
lh.inferiorparietal,-0.4707562029361725
lh.inferiortemporal,-1.1289968490600586
lh.isthmuscingulate,0.2130956649780273
lh.lateraloccipital,0.3083961009979248
lh.lateralorbitofrontal,-0.2585373222827911
lh.lingual,0.7966927886009216
lh.medialorbitofrontal,-0.0349896177649498
lh.middletemporal,-0.3476578891277313
lh.parahippocampal,-0.0336672700941562
lh.paracentral,-0.3443604707717895
lh.parsopercularis,-0.2553045749664306
lh.parsorbitalis,-0.4499396085739136
lh.parstriangularis,-0.2861741185188293
lh.pericalcarine,0.9708433747291564
lh.postcentral,-0.5901579260826111
lh.posteriorcingulate,0.1876763105392456
lh.precentral,-0.5798799395561218
lh.precuneus,0.0194890089333057
lh.rostralanteriorcingulate,0.3361178636550903
lh.rostralmiddlefrontal,-0.3447230160236358
lh.superiorfrontal,-0.1726303398609161
lh.superiorparietal,-1.07995867729187
lh.superiortemporal,0.2510696649551391
lh.supramarginal,-0.7797831296920776
lh.frontalpole,0.011186271905899
lh.temporalpole,-0.1594958305358886
lh.transversetemporal,0.6631680130958557
lh.insula,0.1906481981277465
rh.bankssts,0.0818286165595054
rh.caudalanteriorcingulate,0.2568650543689728
rh.caudalmiddlefrontal,-0.8470970988273621
rh.cuneus,0.7991012334823608
rh.entorhinal,-0.452687531709671
rh.fusiform,-0.4067333340644836
rh.inferiorparietal,-0.5275366306304932
rh.inferiortemporal,-1.0388575792312622
rh.isthmuscingulate,0.239959254860878
rh.lateraloccipital,0.3014490902423858
rh.lateralorbitofrontal,-0.3266364932060241
rh.lingual,0.7987038493156433
rh.medialorbitofrontal,-0.0357048623263835
rh.middletemporal,-0.3454874157905578
rh.parahippocampal,-0.0349942333996295
rh.paracentral,-0.3038618266582489
rh.parsopercularis,-0.4528997838497162
rh.parsorbitalis,-0.4502770602703094
rh.parstriangularis,-0.2785551249980926
rh.pericalcarine,0.9632712006568908
rh.postcentral,-0.5404971837997437
rh.posteriorcingulate,0.1527588665485382
rh.precentral,-0.5494881868362427
rh.precuneus,-0.0071088219992816
rh.rostralanteriorcingulate,0.3914479911327362
rh.rostralmiddlefrontal,-0.3774526119232178
rh.superiorfrontal,-0.1180332005023956
rh.superiorparietal,-1.0355888605117798
rh.superiortemporal,0.2360540926456451
rh.supramarginal,-0.797204852104187
rh.frontalpole,-0.0554070696234703
rh.temporalpole,-0.1196689531207084
rh.transversetemporal,0.6724843382835388
rh.insula,0.2186385244131088
