region,r1
V1_L,0.8914514107389405
MST_L,0.8870188178760665
V6_L,0.9808365480093004
V2_L,0.8458564383783417
V3_L,0.8690832155049819
V4_L,0.8721640317437087
V8_L,0.8615285157895235
4_L,0.8673481439062762
3b_L,0.8888031392304747
FEF_L,0.8531101280032929
PEF_L,1.1682132542590549
55b_L,0.9400979908854922
V3A_L,1.0104115440645804
RSC_L,0.8436694206539563
POS2_L,0.9728530911078688
V7_L,0.5951430002167567
IPS1_L,0.7436592190707516
FFC_L,0.9104593331571992
V3B_L,0.9313583595518072
LO1_L,1.0349789486590049
LO2_L,0.8899001270564045
PIT_L,0.9538087303807514
MT_L,0.989993390224982
A1_L,0.8421662046880385
PSL_L,0.8643772959723798
SFL_L,0.9235813805859556
PCV_L,0.6745848059361674
STV_L,0.946311033266826
7Pm_L,0.7612566842783427
7m_L,0.7625556487262694
POS1_L,0.8653889457157247
23d_L,0.7827795790741668
v23ab_L,0.7991294311656468
d23ab_L,0.7887200369949467
31pv_L,0.6905194826451819
5m_L,0.7738696633812192
5mv_L,0.9108507016254344
23c_L,0.7116982623305119
5L_L,0.6265364791360958
24dd_L,0.89886191780514
24dv_L,0.9516618234700844
7AL_L,0.690728470227647
SCEF_L,0.9387890248405584
6ma_L,0.6746138212832498
7Am_L,0.7325511617484873
7Pl_L,0.8883792135045988
7PC_L,0.7042217709955403
LIPv_L,0.7523252509729189
VIP_L,0.7416333764621944
MIP_L,0.8718906680645679
1_L,0.7242609838357941
2_L,0.8320328127621781
3a_L,0.9944142017419598
6d_L,0.6858641138486312
6mp_L,0.7088088775975102
6v_L,0.9160147210407924
p24pr_L,0.9405892626727512
33pr_L,1.0537869394448576
a24pr_L,1.0435839741375184
p32pr_L,0.9906491196645802
a24_L,0.8673897658217226
d32_L,0.9809874961237076
8BM_L,0.961345359466924
p32_L,0.8995186073600121
10r_L,0.9953145018539666
47m_L,1.2606053266689363
8Av_L,0.9216542410776576
8Ad_L,1.0954207570145005
9m_L,1.023589314600971
8BL_L,1.01612422909861
9p_L,0.9699636144561344
10d_L,0.9722670391443176
8C_L,1.0194410690879785
44_L,1.1291435024929315
45_L,0.953590973063792
47l_L,0.9960264830165402
a47r_L,1.0984919878205226
6r_L,1.069175159377863
IFJa_L,0.9085874499186224
IFJp_L,1.0534597546571778
IFSp_L,1.00587097891734
IFSa_L,1.1014263410425846
p9-46v_L,1.0596480083729871
46_L,0.9871693136249584
a9-46v_L,1.0120220322192
9-46d_L,1.0160535584157289
9a_L,1.0364681990160098
10v_L,1.0080412337746456
a10p_L,0.9284815625359976
10pp_L,1.0079227784470544
11l_L,1.0195525190275991
13l_L,1.1860321109537824
OFC_L,1.106799323689152
47s_L,0.8819986187960379
LIPd_L,0.9235625685668076
6a_L,0.9402195454991532
i6-8_L,0.9650492699426466
s6-8_L,0.9885199770765046
43_L,0.9357732513052894
OP4_L,0.9990296194188816
OP1_L,0.8840205275549431
OP2-3_L,0.7767920918157455
52_L,1.005774867243883
RI_L,0.9171365802256476
PFcm_L,0.8319214682070597
PoI2_L,0.8159175344693069
TA2_L,1.0959249348154814
FOP4_L,0.9236117455717596
MI_L,0.9864648726939316
Pir_L,0.9153500041341944
AVI_L,0.995015225976268
AAIC_L,0.9691727134138776
FOP1_L,1.074652737016836
FOP3_L,0.8014977151057222
FOP2_L,1.0526937158852503
PFt_L,0.9191842433688656
AIP_L,0.8329140061206118
EC_L,0.8513706055976512
PreS_L,0.7611236595115919
H_L,0.831414317258535
ProS_L,0.8250488115106515
PeEc_L,0.8620459718918849
STGa_L,1.1068027003319187
PBelt_L,1.0307099101965131
A5_L,0.9825867204306408
PHA1_L,0.8945296178137263
PHA3_L,0.9188753152187018
STSda_L,1.0112121111891244
STSdp_L,0.7879984694244587
STSvp_L,0.8619343025877237
TGd_L,1.0138081274190545
TE1a_L,1.0187916512411217
TE1p_L,0.932355259419234
TE2a_L,1.0452630457790557
TF_L,1.0071707588547327
TE2p_L,1.0364623712003231
PHT_L,0.7931049631078437
PH_L,0.8712240141058423
TPOJ1_L,0.852425238450144
TPOJ2_L,0.7615237792507272
TPOJ3_L,0.6809934077597789
DVT_L,0.985461024834902
PGp_L,1.0075926262186703
IP2_L,0.7581557601979851
IP1_L,0.875413105162942
IP0_L,0.9820147578630152
PFop_L,0.8252241408609922
PF_L,0.777078711578221
PFm_L,0.748142097986813
PGi_L,0.9415907777132148
PGs_L,0.924074925443718
V6A_L,1.0011662802382306
VMV1_L,0.7476743303043005
VMV3_L,0.6949755218690503
PHA2_L,0.8412056742078167
V4t_L,0.9401864709912754
FST_L,0.9812039884345488
V3CD_L,1.021698883162074
LO3_L,0.9142506192645266
VMV2_L,0.6916419275128356
31pd_L,0.6978633055151933
31a_L,0.7002183888175955
VVC_L,0.8914350604208351
25_L,0.9725024951880304
s32_L,0.8867371114030961
pOFC_L,0.9860708616235896
PoI1_L,0.8338670754010608
Ig_L,0.7130428344591871
FOP5_L,1.008894828541719
p10p_L,1.00343396358848
p47r_L,1.082398542627356
TGv_L,0.902051025847378
MBelt_L,1.0672377469027854
LBelt_L,0.9566117325554724
A4_L,1.060979559926447
STSva_L,1.0368979214375238
TE1m_L,1.0096621983452745
PI_L,1.026685858837196
a32pr_L,1.0122112463341868
p24_L,1.019281225598769
V1_R,0.9018539110469972
MST_R,1.090674881459063
V6_R,0.9701214950677552
V2_R,0.8953471001381461
V3_R,0.8915711062085553
V4_R,0.9754918324779406
V8_R,0.8194183888279389
4_R,0.8938934713624781
3b_R,0.8220646376371855
FEF_R,1.057454393260301
PEF_R,1.2378431528438756
55b_R,1.104480839292334
V3A_R,1.1946168950024318
RSC_R,0.7653524867492876
POS2_R,0.797403294142415
V7_R,1.112104639788973
IPS1_R,0.9709163188438996
FFC_R,1.1730031792247138
V3B_R,0.9587073985651678
LO1_R,0.9524738432158456
LO2_R,0.8556986408963387
PIT_R,0.591495431548472
MT_R,0.939991525329246
A1_R,1.0737936418612026
PSL_R,0.9404948277898476
SFL_R,0.528055941540389
PCV_R,0.6008636766097496
STV_R,1.0281362633458953
7Pm_R,0.517234042929758
7m_R,0.7599621992026057
POS1_R,0.8587735398961723
23d_R,0.76003708174081
v23ab_R,0.8116089082256681
d23ab_R,0.7359819247517183
31pv_R,0.7371732603049322
5m_R,0.561166538536152
5mv_R,0.532431823493718
23c_R,0.7228745185608005
5L_R,0.5833564371330435
24dd_R,0.9341714538833248
24dv_R,1.0326505473739032
7AL_R,0.5677162313893918
SCEF_R,0.9110647499883062
6ma_R,0.8307293293826625
7Am_R,0.6884530158314137
7Pl_R,0.7368713931368731
7PC_R,0.5673230617948595
LIPv_R,0.8894283408868409
VIP_R,0.6245991841771821
MIP_R,0.9128262153032136
1_R,0.7326980726962018
2_R,0.8116189958406733
3a_R,0.9623117611623134
6d_R,0.804679325548071
6mp_R,0.7702386842623096
6v_R,1.0579602784599489
p24pr_R,0.9309670703853676
33pr_R,0.9446565014359872
a24pr_R,1.070353021690332
p32pr_R,1.070705649060041
a24_R,0.8448311068695974
d32_R,1.0083353378907056
8BM_R,0.9503393311375984
p32_R,0.8669702102589913
10r_R,1.0001713123055476
47m_R,0.9881480997745468
8Av_R,1.0917539802323108
8Ad_R,0.9656406075919955
9m_R,0.9663832370305177
8BL_R,0.8925764251591218
9p_R,1.03568036422669
10d_R,1.2567996478270984
8C_R,1.1625309539543247
44_R,1.1329608636754345
45_R,0.9027423229597148
47l_R,0.8575276805768777
a47r_R,0.9710227564353644
6r_R,1.171484070662271
IFJa_R,1.001770561386477
IFJp_R,1.0263188784608912
IFSp_R,1.1225182974269872
IFSa_R,1.088461828164079
p9-46v_R,1.1853596900198664
46_R,1.0647212225138003
a9-46v_R,1.0148559586875652
9-46d_R,1.025326081841609
9a_R,1.0439302933462806
10v_R,0.9717696537195468
a10p_R,0.9572444045801886
10pp_R,0.9695015869268716
11l_R,0.9504042521090628
13l_R,1.0636666786411535
OFC_R,1.1584313137372713
47s_R,0.8373151507366162
LIPd_R,1.0052660680323906
6a_R,0.8884324052574438
i6-8_R,1.0096563994783203
s6-8_R,1.0417264742707764
43_R,1.1284006367956978
OP4_R,1.1035022118977096
OP1_R,1.03697859596233
OP2-3_R,1.0924136764086656
52_R,1.2618472449322964
RI_R,1.0995988191797577
PFcm_R,1.0849927741772714
PoI2_R,1.0263370810973722
TA2_R,0.9553503523327096
FOP4_R,1.032454057285233
MI_R,0.9906889721751212
Pir_R,1.1440184949352434
AVI_R,0.8988696629321703
AAIC_R,0.9431580936600422
FOP1_R,1.0368237502826667
FOP3_R,1.022179178530804
FOP2_R,1.048755926438249
PFt_R,0.9654758745485
AIP_R,0.8288158308402185
EC_R,0.929987513683161
PreS_R,0.7876408687966355
H_R,0.9728458425572086
ProS_R,0.8877957679888108
PeEc_R,1.2564007074159025
STGa_R,0.9457154068472324
PBelt_R,1.1096710970673662
A5_R,1.3301644166984692
PHA1_R,0.8859125580952224
PHA3_R,1.091248127948765
STSda_R,1.3733153289802689
STSdp_R,1.1358375411943218
STSvp_R,1.3604684446816695
TGd_R,1.650159852531008
TE1a_R,2.337005172518209
TE1p_R,1.582142817381237
TE2a_R,3.572713301299187
TF_R,2.022141783042892
TE2p_R,2.178723488225506
PHT_R,0.9896576741433618
PH_R,1.0066581071530778
TPOJ1_R,0.9194356096994998
TPOJ2_R,0.8919618187048576
TPOJ3_R,0.7636753064017819
DVT_R,0.8423577622120136
PGp_R,0.9515696119226572
IP2_R,0.7828025419696718
IP1_R,0.8049702371415204
IP0_R,0.817950224609879
PFop_R,0.9839301431405076
PF_R,0.8461526927066295
PFm_R,0.7902628888702302
PGi_R,0.9133426865540956
PGs_R,0.8800748373502729
V6A_R,0.8806413705399294
VMV1_R,0.8191215259770692
VMV3_R,0.9753338308476004
PHA2_R,0.9845529748099392
V4t_R,0.9575859726671891
FST_R,1.0295343980631757
V3CD_R,1.0818735780581603
LO3_R,0.8879584473829101
VMV2_R,0.990333288669586
31pd_R,0.7958074191688327
31a_R,0.6496179424516566
VVC_R,0.9002356341618358
25_R,0.907174398501714
s32_R,0.8108862611380491
pOFC_R,0.9705138739241792
PoI1_R,1.024287226259876
Ig_R,0.8898148057547286
FOP5_R,0.9960016582801404
p10p_R,1.0659675103032866
p47r_R,1.0034735602181135
TGv_R,2.734202021312535
MBelt_R,1.3242526907389136
LBelt_R,1.0607324537236984
A4_R,1.1495921282609562
STSva_R,1.5711324903161026
TE1m_R,2.295658812822136
PI_R,1.026622539008646
a32pr_R,1.0708517476537929
p24_R,0.955284863625436
