region,evoexp
lh.bankssts,20.69450569152832
lh.caudalanteriorcingulate,7.82452392578125
lh.caudalmiddlefrontal,23.121150970458984
lh.cuneus,18.90843391418457
lh.entorhinal,6.378309726715088
lh.fusiform,12.829426765441896
lh.inferiorparietal,36.94539260864258
lh.inferiortemporal,32.988155364990234
lh.isthmuscingulate,20.44903945922852
lh.lateraloccipital,8.655890464782715
lh.lateralorbitofrontal,20.759775161743164
lh.lingual,4.245242595672607
lh.medialorbitofrontal,9.39405918121338
lh.middletemporal,35.81434631347656
lh.parahippocampal,3.563525676727295
lh.paracentral,6.639216899871826
lh.parsopercularis,9.895201683044434
lh.parsorbitalis,13.478086471557615
lh.parstriangularis,7.110959529876709
lh.pericalcarine,9.072287559509276
lh.postcentral,10.131746292114258
lh.posteriorcingulate,14.786750793457031
lh.precentral,13.234882354736328
lh.precuneus,25.689979553222656
lh.rostralanteriorcingulate,9.097017288208008
lh.rostralmiddlefrontal,12.46886157989502
lh.superiorfrontal,19.68694305419922
lh.superiorparietal,9.55828094482422
lh.superiortemporal,8.564499855041504
lh.supramarginal,13.88479232788086
lh.frontalpole,11.219927787780762
lh.temporalpole,7.462874412536621
lh.transversetemporal,8.297964096069336
lh.insula,13.14356803894043
rh.bankssts,14.65171241760254
rh.caudalanteriorcingulate,6.545319557189941
rh.caudalmiddlefrontal,21.173812866210938
rh.cuneus,16.228769302368164
rh.entorhinal,8.505594253540039
rh.fusiform,12.228452682495115
rh.inferiorparietal,40.00981521606445
rh.inferiortemporal,18.21253967285156
rh.isthmuscingulate,20.05765914916992
rh.lateraloccipital,5.164318561553955
rh.lateralorbitofrontal,15.270628929138184
rh.lingual,7.754467487335205
rh.medialorbitofrontal,8.299920082092285
rh.middletemporal,25.93858337402344
rh.parahippocampal,4.674515247344971
rh.paracentral,10.90762424468994
rh.parsopercularis,13.470376968383787
rh.parsorbitalis,15.590996742248535
rh.parstriangularis,10.856161117553713
rh.pericalcarine,9.044489860534668
rh.postcentral,9.305757522583008
rh.posteriorcingulate,18.55287742614746
rh.precentral,13.331798553466797
rh.precuneus,35.88622283935547
rh.rostralanteriorcingulate,8.064210891723633
rh.rostralmiddlefrontal,13.55440902709961
rh.superiorfrontal,17.03009033203125
rh.superiorparietal,8.689787864685059
rh.superiortemporal,8.037158966064453
rh.supramarginal,17.424894332885742
rh.frontalpole,15.437009811401367
rh.temporalpole,8.848945617675781
rh.transversetemporal,10.934253692626951
rh.insula,10.292313575744627
