region,SV2A
V1_L,-0.6724597060582552
MST_L,-1.0017991008476197
V6_L,-0.7625121779031873
V2_L,-0.4581694697295724
V3_L,-0.5202366268227786
V4_L,-0.5841887332616075
V8_L,0.6005806596375045
4_L,-0.8335563982254758
3b_L,-0.563892583711034
FEF_L,-1.0578400809797577
PEF_L,-1.5552234075359028
55b_L,-0.2164368928546556
V3A_L,-0.6738132089757723
RSC_L,-2.635516616643471
POS2_L,0.9523754594344032
V7_L,0.8736862853550356
IPS1_L,0.284710752813694
FFC_L,0.5610129095463622
V3B_L,-0.759096187818744
LO1_L,-1.0288102429640331
LO2_L,-1.317275606130692
PIT_L,-0.4392389394774667
MT_L,0.0249086577837364
A1_L,0.3528678292028973
PSL_L,-0.8520133106599432
SFL_L,-0.0939959300956279
PCV_L,1.9995062747331875
STV_L,-0.1407501434777723
7Pm_L,0.7248872342722179
7m_L,1.800162683328194
POS1_L,1.1406779455341258
23d_L,1.1813497739182923
v23ab_L,0.3486136113343058
d23ab_L,1.321701126252091
31pv_L,-0.2598822499086183
5m_L,0.365705255375474
5mv_L,-0.4487274596820369
23c_L,-1.4396389577763378
5L_L,-0.2120403949872945
24dd_L,1.3136085578259875
24dv_L,-0.6810826241608041
7AL_L,-0.029837889800565
SCEF_L,-0.117009793961915
6ma_L,-0.3070491224002851
7Am_L,0.284143192396018
7Pl_L,-0.7712455257420221
7PC_L,-1.1315503958222433
LIPv_L,0.3227302639104447
VIP_L,-1.325078012036974
MIP_L,0.2465016467584479
1_L,-1.473756179126749
2_L,0.2861834697175297
3a_L,-2.4756700928986413
6d_L,-1.1882880181565028
6mp_L,-1.3205404518146877
6v_L,0.7349251652697417
p24pr_L,1.329259255844027
33pr_L,-0.241011920237821
a24pr_L,0.4469663501778623
p32pr_L,-0.3888603870262704
a24_L,0.8929437439517501
d32_L,0.0570743855463578
8BM_L,-0.2776534659014545
p32_L,0.0878202631768071
10r_L,1.2376651681566888
47m_L,-0.2295056007669158
8Av_L,0.2131835364785101
8Ad_L,-1.3051796156627942
9m_L,0.8604566534703634
8BL_L,0.0297313398315902
9p_L,0.1317902805198601
10d_L,0.9729873153097004
8C_L,-0.6456074420561256
44_L,0.5271359458737028
45_L,0.7558984058042056
47l_L,0.3822962649163077
a47r_L,0.6638559459906557
6r_L,-0.1967598336171891
IFJa_L,-2.150731396611891
IFJp_L,-3.816048159132427
IFSp_L,-1.145365310286404
IFSa_L,-0.9593289623001482
p9-46v_L,1.076282321107033
46_L,1.071823259752237
a9-46v_L,1.363561531713494
9-46d_L,-0.6233556514581978
9a_L,0.8862777685009644
10v_L,0.7536648544687471
a10p_L,0.2078158516142041
10pp_L,0.0851305979259524
11l_L,-0.3869577754777837
13l_L,-0.4180211329169356
OFC_L,0.5602414239801718
47s_L,-0.2239477465962317
LIPd_L,-1.8186761473590844
6a_L,-2.253259932770028
i6-8_L,-0.4644279622260813
s6-8_L,0.2856811968147849
43_L,0.5873916793989491
OP4_L,0.4882693679187914
OP1_L,-0.261322582976105
OP2-3_L,-0.8720374557265098
52_L,-1.8995652567583428
RI_L,-3.1918807709860157
PFcm_L,0.2424876360895522
PoI2_L,0.814637821878519
TA2_L,-0.4274389257069298
FOP4_L,1.0508345854525467
MI_L,1.041796041078578
Pir_L,-1.472409831699298
AVI_L,-1.216996633970843
AAIC_L,0.1922728678796534
FOP1_L,1.2647058140707708
FOP3_L,-1.234158559616241
FOP2_L,-0.8382757010860358
PFt_L,0.2939371710388656
AIP_L,-1.3765456028444547
EC_L,-2.365340712886914
PreS_L,-2.772468254732494
H_L,-1.1290872220002737
ProS_L,0.0050964968369854
PeEc_L,-0.403891332506466
STGa_L,0.0609621050948272
PBelt_L,-0.2913337299304556
A5_L,0.9494127229298996
PHA1_L,-0.6630743084991331
PHA3_L,0.6642991229158314
STSda_L,0.3326075645323502
STSdp_L,-0.2247339401968021
STSvp_L,-0.229078524585118
TGd_L,-0.4590516526908965
TE1a_L,0.9621429583490984
TE1p_L,0.9650683168993338
TE2a_L,0.3764045223063905
TF_L,0.3056306857828721
TE2p_L,0.5580567908619888
PHT_L,0.1057489680989949
PH_L,-0.0493727516833181
TPOJ1_L,0.0660278129070093
TPOJ2_L,0.5722807697775105
TPOJ3_L,0.6020511629996862
DVT_L,0.4431733163391719
PGp_L,-0.8976324940802219
IP2_L,-0.3477000461193784
IP1_L,1.1672667271270736
IP0_L,0.8924022904299519
PFop_L,0.6720699249520764
PF_L,-1.2062697146774584
PFm_L,-1.2704264894718795
PGi_L,-0.5432223210446322
PGs_L,-1.702418993944805
V6A_L,-1.3658805230496611
VMV1_L,0.1719201408117646
VMV3_L,0.9013243156587422
PHA2_L,0.7269414645956432
V4t_L,-0.6668522247771882
FST_L,0.3183666568291495
V3CD_L,-0.0507978800229383
LO3_L,0.0202389971588115
VMV2_L,-0.2664068424162686
31pd_L,-0.2250888160175261
31a_L,2.6171849000759853
VVC_L,0.8218868085233104
25_L,0.4042471066418147
s32_L,0.3931596590161659
pOFC_L,-0.6020742614457781
PoI1_L,-0.0054825361699173
Ig_L,-1.054105521767477
FOP5_L,-0.7541764581192306
p10p_L,0.4352245460671766
p47r_L,-0.0516587275514332
TGv_L,-1.0436759984871091
MBelt_L,-0.3664217054249056
LBelt_L,-2.071851783111047
A4_L,0.7525235579566618
STSva_L,-0.1373792265249975
TE1m_L,0.870874595758908
PI_L,-0.958477993368572
a32pr_L,0.3823569324780582
p24_L,0.000810996069156
V1_R,0.0921235953653079
MST_R,0.4174962601349561
V6_R,-0.4216280517494367
V2_R,-0.2404184448084212
V3_R,-0.0247606700759507
V4_R,0.1320928881748877
V8_R,0.8250629556807324
4_R,-1.0861081371325876
3b_R,-0.3923018547349442
FEF_R,0.1395324061423248
PEF_R,-1.0322274355179488
55b_R,0.0874993833195731
V3A_R,-0.8521550017485405
RSC_R,-2.577572477082541
POS2_R,0.8431658944685169
V7_R,0.7961792026953927
IPS1_R,0.2779135960167627
FFC_R,1.279799266093139
V3B_R,-0.6518924142200808
LO1_R,-1.139228968734201
LO2_R,-1.165753749448068
PIT_R,-0.5181331945974162
MT_R,0.7020826233941618
A1_R,0.8274202313185415
PSL_R,0.1800287249114605
SFL_R,0.0318403136928006
PCV_R,1.885903507831252
STV_R,0.6918704811920213
7Pm_R,0.7787050096286007
7m_R,1.8553957001627372
POS1_R,0.6783551408063401
23d_R,1.0160520567377267
v23ab_R,-0.2918046937405504
d23ab_R,1.4725037446212574
31pv_R,-1.1455924002274045
5m_R,0.1389944976135175
5mv_R,-0.1035742354793623
23c_R,0.0509130541608887
5L_R,0.4715472839617862
24dd_R,0.5891930666084189
24dv_R,-0.2108743317328188
7AL_R,0.1829130818107456
SCEF_R,-0.1794464804038335
6ma_R,-0.1074530417763482
7Am_R,0.6991594062240372
7Pl_R,-0.2448911896294993
7PC_R,0.2557345468322866
LIPv_R,0.2449568495186889
VIP_R,0.6102683541671128
MIP_R,0.3214083282489908
1_R,-0.5356479513836476
2_R,-0.4718169957368497
3a_R,-2.842549990072949
6d_R,-0.5553590052995301
6mp_R,-1.3761374080574846
6v_R,1.0092753615184804
p24pr_R,1.402723402686846
33pr_R,-0.2190415717409203
a24pr_R,1.763525465265449
p32pr_R,-0.302153331803249
a24_R,0.4103134816944116
d32_R,0.4116245881366453
8BM_R,0.1225709187344259
p32_R,0.8202792440797241
10r_R,2.170809047636136
47m_R,0.053456178236422
8Av_R,0.1588461930461283
8Ad_R,-0.0445523013777967
9m_R,0.7028169041797092
8BL_R,-0.0562734678661492
9p_R,-0.0359763391306639
10d_R,0.7782413605816595
8C_R,-0.4563565262430384
44_R,1.0885746521545692
45_R,1.1782821820397904
47l_R,0.4783858960919863
a47r_R,0.8351755412472542
6r_R,0.2041051624152018
IFJa_R,-2.206360604142482
IFJp_R,-3.045021054656195
IFSp_R,-0.152965400587283
IFSa_R,0.4320190932040657
p9-46v_R,0.9534619563303794
46_R,0.9949476110337572
a9-46v_R,1.5931618776962846
9-46d_R,0.4565686861872443
9a_R,0.3978008173051918
10v_R,1.367218511224604
a10p_R,0.1959422075458074
10pp_R,0.070897486182546
11l_R,0.1779870394280985
13l_R,-0.1519881315064347
OFC_R,0.5550182465045337
47s_R,0.4951958500484422
LIPd_R,-1.5080583755785062
6a_R,-1.9917940536348355
i6-8_R,-0.2066984865415649
s6-8_R,-0.0981263188268563
43_R,1.1535922759294146
OP4_R,1.2216421883264004
OP1_R,0.7652725038498525
OP2-3_R,-1.0636918897451992
52_R,-1.3842628372254704
RI_R,-0.0575613343711369
PFcm_R,-0.1549799037425665
PoI2_R,1.127202970229149
TA2_R,0.0219157760909047
FOP4_R,1.455826748717096
MI_R,1.67900632238092
Pir_R,-1.1799002958734253
AVI_R,-0.108444629346092
AAIC_R,0.7502937825036757
FOP1_R,2.013860517138366
FOP3_R,-0.8341844750360135
FOP2_R,-0.0393091459227414
PFt_R,0.971906709853934
AIP_R,-1.0167568968867693
EC_R,-2.536324391367212
PreS_R,-2.475772484842288
H_R,-0.971086582544326
ProS_R,-1.0646384260433552
PeEc_R,-1.9986364054865016
STGa_R,0.4701209003685843
PBelt_R,1.5977920761626356
A5_R,1.3525461940527863
PHA1_R,-1.1891400715760536
PHA3_R,0.7179900218266005
STSda_R,0.2372132306406126
STSdp_R,-2.1561242748059803
STSvp_R,1.786298077882934
TGd_R,-0.6762243432310804
TE1a_R,1.157399432121096
TE1p_R,1.1561783022236125
TE2a_R,0.5112534902925219
TF_R,0.6495293876212326
TE2p_R,0.5605778075008507
PHT_R,0.9149713634912596
PH_R,0.7682339205630316
TPOJ1_R,0.0989002980939264
TPOJ2_R,0.5077460299378932
TPOJ3_R,0.4103596374971246
DVT_R,-0.1231590425439485
PGp_R,-0.085016165429537
IP2_R,0.2118369736736789
IP1_R,0.346360432371082
IP0_R,0.8641582460342003
PFop_R,1.3783871968938954
PF_R,-0.7240928739576221
PFm_R,0.0238120364206209
PGi_R,0.5050248193197857
PGs_R,0.364984962016544
V6A_R,-0.9851451174895458
VMV1_R,0.7616150572719886
VMV3_R,0.7834468224790845
PHA2_R,0.8387297077401311
V4t_R,0.115869605434179
FST_R,0.3766624621977887
V3CD_R,0.0828681880060163
LO3_R,-0.1729323411519065
VMV2_R,0.3939819873278277
31pd_R,-1.1398607556570337
31a_R,2.336295363582209
VVC_R,1.0269829025669963
25_R,0.4639210032829724
s32_R,1.6658307260975465
pOFC_R,-0.5480295421565393
PoI1_R,0.0460936052402928
Ig_R,-0.4155588123910815
FOP5_R,-0.2782893552616065
p10p_R,0.3511716336147534
p47r_R,1.0749408096792048
TGv_R,-1.90114094628218
MBelt_R,0.2310879407278536
LBelt_R,0.8645063738178594
A4_R,0.9701431060744216
STSva_R,0.7337648498069397
TE1m_R,0.9897210549774864
PI_R,-0.5663005538310075
a32pr_R,0.0584458776629114
p24_R,1.4801548042530988
