region,fcgradient09
lh.bankssts,-0.1581340134143829
lh.caudalanteriorcingulate,0.2043474018573761
lh.caudalmiddlefrontal,0.1927691102027893
lh.cuneus,0.3018468618392944
lh.entorhinal,-0.2377217561006546
lh.fusiform,-0.2566639482975006
lh.inferiorparietal,0.0804654955863952
lh.inferiortemporal,-0.0360373854637146
lh.isthmuscingulate,-0.0140175921842455
lh.lateraloccipital,-0.1289643198251724
lh.lateralorbitofrontal,0.1682306975126266
lh.lingual,0.2277159690856933
lh.medialorbitofrontal,-0.0414142645895481
lh.middletemporal,0.1697864979505539
lh.parahippocampal,-0.2261232882738113
lh.paracentral,0.0848649963736534
lh.parsopercularis,0.1852214038372039
lh.parsorbitalis,0.2771381437778473
lh.parstriangularis,0.2007281631231308
lh.pericalcarine,0.2511211037635803
lh.postcentral,-0.0164267141371965
lh.posteriorcingulate,0.1411128640174865
lh.precentral,0.0798401236534118
lh.precuneus,0.0452950373291969
lh.rostralanteriorcingulate,-0.0805644169449806
lh.rostralmiddlefrontal,0.1867646872997284
lh.superiorfrontal,0.1464543491601944
lh.superiorparietal,-0.0429973043501377
lh.superiortemporal,-0.0944842249155044
lh.supramarginal,0.1485990285873413
lh.frontalpole,0.1253557205200195
lh.temporalpole,-0.1257934123277664
lh.transversetemporal,0.1348066926002502
lh.insula,0.2215848714113235
rh.bankssts,-0.189963087439537
rh.caudalanteriorcingulate,0.1662017852067947
rh.caudalmiddlefrontal,0.1813012361526489
rh.cuneus,0.2840038537979126
rh.entorhinal,-0.2973680198192596
rh.fusiform,-0.2823022305965423
rh.inferiorparietal,0.0640042647719383
rh.inferiortemporal,-0.0643903240561485
rh.isthmuscingulate,-0.0157519839704036
rh.lateraloccipital,-0.1298317909240722
rh.lateralorbitofrontal,0.1694793552160263
rh.lingual,0.239035815000534
rh.medialorbitofrontal,-0.0493682697415351
rh.middletemporal,0.1453351378440857
rh.parahippocampal,-0.2145090699195861
rh.paracentral,0.114188402891159
rh.parsopercularis,0.1844911128282547
rh.parsorbitalis,0.3493140637874603
rh.parstriangularis,0.1791838109493255
rh.pericalcarine,0.2236939519643783
rh.postcentral,-0.0124358609318733
rh.posteriorcingulate,0.1481501162052154
rh.precentral,0.0705230459570884
rh.precuneus,0.0562326125800609
rh.rostralanteriorcingulate,-0.084889031946659
rh.rostralmiddlefrontal,0.1918540596961975
rh.superiorfrontal,0.1879583746194839
rh.superiorparietal,-0.0494457222521305
rh.superiortemporal,-0.1205278262495994
rh.supramarginal,0.1251434236764907
rh.frontalpole,0.1671521663665771
rh.temporalpole,-0.1578470766544342
rh.transversetemporal,0.1446341127157211
rh.insula,0.2408080399036407
