region,fcgradient02
lh.bankssts,-0.0258259773254394
lh.caudalanteriorcingulate,-0.5332638025283813
lh.caudalmiddlefrontal,0.1890525072813034
lh.cuneus,4.322746753692627
lh.entorhinal,0.3332469165325165
lh.fusiform,3.444918155670166
lh.inferiorparietal,0.869085967540741
lh.inferiortemporal,0.850060224533081
lh.isthmuscingulate,0.303486168384552
lh.lateraloccipital,4.02543306350708
lh.lateralorbitofrontal,-0.0693334639072418
lh.lingual,4.391892433166504
lh.medialorbitofrontal,-0.0674744620919227
lh.middletemporal,0.0266919508576393
lh.parahippocampal,1.1827386617660522
lh.paracentral,-2.475273847579956
lh.parsopercularis,-0.1905043721199035
lh.parsorbitalis,-0.0511034689843654
lh.parstriangularis,-0.1572856903076172
lh.pericalcarine,3.691926956176758
lh.postcentral,-2.4800238609313965
lh.posteriorcingulate,-0.3813484907150268
lh.precentral,-1.602066159248352
lh.precuneus,0.5316692590713501
lh.rostralanteriorcingulate,-0.1669734716415405
lh.rostralmiddlefrontal,-0.0168366450816392
lh.superiorfrontal,-0.4906904697418213
lh.superiorparietal,1.657976150512695
lh.superiortemporal,-0.9341739416122437
lh.supramarginal,-0.3672636747360229
lh.frontalpole,-0.189872145652771
lh.temporalpole,-0.0031415733974426
lh.transversetemporal,-1.4029603004455566
lh.insula,-1.171420931816101
rh.bankssts,0.1735464632511139
rh.caudalanteriorcingulate,-0.3504194915294647
rh.caudalmiddlefrontal,0.4046075046062469
rh.cuneus,4.337616920471191
rh.entorhinal,0.4411962032318115
rh.fusiform,3.532435178756714
rh.inferiorparietal,0.9977577328681946
rh.inferiortemporal,1.038185954093933
rh.isthmuscingulate,0.5478678941726685
rh.lateraloccipital,4.104301929473877
rh.lateralorbitofrontal,-0.0088986819609999
rh.lingual,4.499823093414307
rh.medialorbitofrontal,-0.0489769428968429
rh.middletemporal,0.1559752374887466
rh.parahippocampal,1.6920047998428345
rh.paracentral,-2.3406941890716557
rh.parsopercularis,0.0428448319435119
rh.parsorbitalis,-0.0446600131690502
rh.parstriangularis,-0.0408483557403087
rh.pericalcarine,3.6818015575408936
rh.postcentral,-2.5120692253112797
rh.posteriorcingulate,-0.4247995018959045
rh.precentral,-1.5904160737991333
rh.precuneus,0.8101255297660828
rh.rostralanteriorcingulate,-0.1803192347288131
rh.rostralmiddlefrontal,0.0529776960611343
rh.superiorfrontal,-0.3959021270275116
rh.superiorparietal,1.5839221477508545
rh.superiortemporal,-0.9346377849578856
rh.supramarginal,-0.5309798717498779
rh.frontalpole,-0.1513514220714569
rh.temporalpole,-0.1478503942489624
rh.transversetemporal,-1.4029452800750732
rh.insula,-1.213433027267456
