type,r2,target
F1,0.09966263143765641,Age_in_Yrs
F1,0.1898863890530721,Age_in_Yrs
F1,0.20743938058761602,Age_in_Yrs
F1,0.23112793833149015,Age_in_Yrs
F1,0.23641930449180848,Age_in_Yrs
F1,0.15632429062867437,Age_in_Yrs
F1,0.1656611627065261,Age_in_Yrs
F1,0.10836602645259219,Age_in_Yrs
F1,0.14954324031876942,Age_in_Yrs
F1,0.1821868234954569,Age_in_Yrs
F1,0.17877796244418187,Age_in_Yrs
F1,0.18505481416454195,Age_in_Yrs
F1,0.1733554542761374,Age_in_Yrs
F1,0.2074052231915654,Age_in_Yrs
F1,0.22401046143561387,Age_in_Yrs
F1,0.13121067259246555,Age_in_Yrs
F1,0.15940621993160897,Age_in_Yrs
F1,0.13616358016041563,Age_in_Yrs
F1,0.13984199984846735,Age_in_Yrs
F1,0.21315530033713526,Age_in_Yrs
F1,0.14414303412098672,Age_in_Yrs
F1,0.21327427153127876,Age_in_Yrs
F1,0.17190819960255888,Age_in_Yrs
F1,0.11969289358788415,Age_in_Yrs
F1,0.17153672939420672,Age_in_Yrs
F1,0.09234908182641888,Age_in_Yrs
F1,0.24202864744128638,Age_in_Yrs
F1,0.1774820453705226,Age_in_Yrs
F1,0.18700262289442793,Age_in_Yrs
F1,0.21611872251517505,Age_in_Yrs
F1,0.2143452146035304,Age_in_Yrs
F1,0.1173896385098735,Age_in_Yrs
F1,0.18667104248503663,Age_in_Yrs
F1,0.17301623363312268,Age_in_Yrs
F1,0.18998941139048697,Age_in_Yrs
F1,0.18106235230231038,Age_in_Yrs
F1,0.14328811929668872,Age_in_Yrs
F1,0.1362417306208149,Age_in_Yrs
F1,0.15851234351991617,Age_in_Yrs
F1,0.14107427085528235,Age_in_Yrs
F1,0.25420621226299733,Age_in_Yrs
F1,0.14466246564397323,Age_in_Yrs
F1,0.02371457974875346,Age_in_Yrs
F1,0.24562066657209902,Age_in_Yrs
F1,0.12574967811540028,Age_in_Yrs
F1,0.13887808719936878,Age_in_Yrs
F1,0.21088772472606176,Age_in_Yrs
F1,0.17694815634752448,Age_in_Yrs
F1,0.1769536775160685,Age_in_Yrs
F1,0.15399587153114824,Age_in_Yrs
F1,0.200290609776961,Age_in_Yrs
F1,0.19549666370890595,Age_in_Yrs
F1,0.14773062799795234,Age_in_Yrs
F1,0.18943687211249438,Age_in_Yrs
F1,0.1974099030467128,Age_in_Yrs
F1,0.13096144975906499,Age_in_Yrs
F1,0.23062252485942147,Age_in_Yrs
F1,0.18155900775834732,Age_in_Yrs
F1,0.1536350233983751,Age_in_Yrs
F2,0.04227243543570236,CogFluidComp_Unadj
F2,0.04989541623245819,CogFluidComp_Unadj
F2,0.022671420416796262,CogFluidComp_Unadj
F2,0.0,CogFluidComp_Unadj
F2,0.03813332888282128,CogFluidComp_Unadj
F2,0.025770638004902646,CogFluidComp_Unadj
F2,0.01657966688922674,CogFluidComp_Unadj
F2,0.05210429439799591,CogFluidComp_Unadj
F2,0.0,CogFluidComp_Unadj
F2,0.03674715194461542,CogFluidComp_Unadj
F2,0.01843741421292333,CogFluidComp_Unadj
F2,0.041733976393832695,CogFluidComp_Unadj
F2,0.022382558891489213,CogFluidComp_Unadj
F2,0.03447980958294228,CogFluidComp_Unadj
F2,0.02393566874923303,CogFluidComp_Unadj
F2,0.019214292687901313,CogFluidComp_Unadj
F2,0.0,CogFluidComp_Unadj
F2,0.0,CogFluidComp_Unadj
F2,0.0,CogFluidComp_Unadj
F2,0.0059084872303816205,CogFluidComp_Unadj
F2,0.03574260238481497,CogFluidComp_Unadj
F2,0.03937382227544395,CogFluidComp_Unadj
F2,0.015675936364561105,CogFluidComp_Unadj
F2,0.012838400186434229,CogFluidComp_Unadj
F2,0.02577261954112664,CogFluidComp_Unadj
F2,0.030056658858474306,CogFluidComp_Unadj
F2,0.0161900164259825,CogFluidComp_Unadj
F2,0.0027198530613210536,CogFluidComp_Unadj
F2,0.0,CogFluidComp_Unadj
F2,0.03158696977282638,CogFluidComp_Unadj
F2,0.02726752298869528,CogFluidComp_Unadj
F2,0.03747540804740357,CogFluidComp_Unadj
F2,0.0,CogFluidComp_Unadj
