type,r2,target
fa,0.010453282072673264,CogFluidComp_Unadj
fa,0.008667459635081531,CogFluidComp_Unadj
fa,0.010173111940309787,CogFluidComp_Unadj
fa,-0.024676387669050337,CogFluidComp_Unadj
fa,0.008891072777577502,CogFluidComp_Unadj
fa,0.021561949967361715,CogFluidComp_Unadj
fa,0.012819301843204567,CogFluidComp_Unadj
fa,0.006775120610445384,CogFluidComp_Unadj
fa,-0.005615122144392082,CogFluidComp_Unadj
fa,0.018187005882527196,CogFluidComp_Unadj
fa,0.018823973729039323,CogFluidComp_Unadj
fa,-0.003212247314152039,CogFluidComp_Unadj
fa,0.022340201143253635,CogFluidComp_Unadj
fa,0.028154580020339215,CogFluidComp_Unadj
fa,0.003336445498913987,CogFluidComp_Unadj
fa,0.0023922511802740853,CogFluidComp_Unadj
fa,-0.009188012676050183,CogFluidComp_Unadj
fa,-0.0115374168274609,CogFluidComp_Unadj
fa,-0.04480404858988907,CogFluidComp_Unadj
fa,-0.00011818786018769067,CogFluidComp_Unadj
fa,0.007881332616145098,CogFluidComp_Unadj
fa,-0.010589997577050037,CogFluidComp_Unadj
fa,0.006341314261515074,CogFluidComp_Unadj
fa,0.03150658317616184,CogFluidComp_Unadj
fa,0.016771771199666108,CogFluidComp_Unadj
fa,0.0037730232772089645,CogFluidComp_Unadj
fa,0.011022183771570826,CogFluidComp_Unadj
fa,0.02491852033936115,CogFluidComp_Unadj
fa,0.006209142492628383,CogFluidComp_Unadj
fa,0.02304398678983377,CogFluidComp_Unadj
fa,0.012782776285960806,CogFluidComp_Unadj
fa,0.02006708652334066,CogFluidComp_Unadj
fa,0.014992867412246258,CogFluidComp_Unadj
fa,0.015538734089333706,CogFluidComp_Unadj
fa,0.026616203921027037,CogFluidComp_Unadj
fa,0.006269315802328146,CogFluidComp_Unadj
fa,0.021639245626782433,CogFluidComp_Unadj
fa,-0.007606663136503489,CogFluidComp_Unadj
fa,0.01609034044736324,CogFluidComp_Unadj
fa,0.0007583451065655833,CogFluidComp_Unadj
fa,-0.024722469977175088,CogFluidComp_Unadj
fa,0.019510876968791058,CogFluidComp_Unadj
fa,0.0020450181079838536,CogFluidComp_Unadj
fa,0.04999052243918256,CogFluidComp_Unadj
fa,0.02510313917531748,CogFluidComp_Unadj
fa,0.02229245398262547,CogFluidComp_Unadj
fa,0.009805097556742526,CogFluidComp_Unadj
fa,0.017699626017037673,CogFluidComp_Unadj
fa,0.03199470410505867,CogFluidComp_Unadj
fa,-0.016364757301151833,CogFluidComp_Unadj
fa,0.004448629978295426,CogFluidComp_Unadj
fa,-0.013820664892261192,CogFluidComp_Unadj
fa,-0.012578358261175815,CogFluidComp_Unadj
fa,0.013735849327197847,CogFluidComp_Unadj
fa,0.034396296279773586,CogFluidComp_Unadj
fa,0.022727018460509507,CogFluidComp_Unadj
fa,0.031767666605089895,CogFluidComp_Unadj
fa,-0.0012027541372605643,CogFluidComp_Unadj
fa,0.00891053470584402,CogFluidComp_Unadj
fa,0.04053050475198505,CogFluidComp_Unadj
