region,struct_score
PHT_L,-2.955179265868057
PH_L,-3.0253124457503358
TPOJ1_L,-2.2779864541932904
TPOJ2_L,-2.9032895805562697
TPOJ3_L,-2.694505087748504
DVT_L,-2.758303768053088
PGp_L,-2.85576981152919
IP2_L,-2.5875730765878684
IP1_L,-2.9938663874804305
IP0_L,-4.16459017377076
PFop_L,-1.3971444991346342
PF_L,-1.9716680663041461
PFm_L,-2.8828362929663585
PGi_L,-2.815060789589793
PGs_L,-2.8490993489783913
V6A_L,-2.822384906772237
VMV1_L,0.37876848404689073
VMV3_L,-1.680859990035175
PHA2_L,1.1033574017477432
V4t_L,-3.2144748758071167
FST_L,-3.2526451904283067
V3CD_L,-3.1562747636534576
LO3_L,-3.490698926663731
VMV2_L,-0.8294453011734123
31pd_L,-1.8720930176234012
31a_L,-1.1478671772676827
VVC_L,-0.2065905819697283
25_L,4.608726870067962
s32_L,4.49639154900616
pOFC_L,5.046180587979186
PoI1_L,3.784137371644115
Ig_L,2.2337254811304836
FOP5_L,1.9134334689802157
p10p_L,2.2935068275928994
p47r_L,0.9001345803640723
TGv_L,4.246279382525855
MBelt_L,1.7609373243601518
LBelt_L,0.8812567654942334
A4_L,-0.7370176383803785
STSva_L,0.37603890476046625
TE1m_L,-0.6477312028401851
PI_L,2.8766572163890363
a32pr_L,1.1391705719957312
p24_L,3.1681817921734803
V1_R,-1.348518333715723
MST_R,-3.0524587273338084
V6_R,-1.5324352588019445
V2_R,-1.600688437267102
V3_R,-3.0304277199403886
V4_R,-3.4050354639662195
V8_R,-2.5529067175930833
4_R,-1.287476507756769
3b_R,0.5051071226532694
FEF_R,-1.3053245053592115
PEF_R,-0.5783765433395024
55b_R,-1.8070342575013267
V3A_R,-3.382903448944722
RSC_R,2.0428155940199524
POS2_R,-2.583033674287038
V7_R,-3.5008920745380805
IPS1_R,-3.7241729600168507
FFC_R,-1.807848133568093
V3B_R,-3.674153837735489
LO1_R,-4.008408523618235
LO2_R,-3.8151597626361933
PIT_R,-3.747246918111031
MT_R,-3.317479596100255
A1_R,1.5962143094450536
PSL_R,-3.0236304317839737
SFL_R,-0.3732327318969681
PCV_R,-1.4382996244695143
STV_R,-3.1556931306414717
7Pm_R,-2.307017628038013
7m_R,-0.8365959008271616
POS1_R,-0.5211231185166548
23d_R,2.703755206628554
v23ab_R,0.8727704485958037
d23ab_R,1.0701492451420835
31pv_R,-0.42777899625722415
5m_R,-1.7743007790602743
5mv_R,-0.5480808087849761
23c_R,-0.12388021288127345
5L_R,-2.7268556550777068
24dd_R,1.043622110808928
24dv_R,1.8351276004953672
7AL_R,-3.8563625752411337
SCEF_R,1.1195796406808425
6ma_R,-1.5119302536145838
7Am_R,-2.9602317819923516
7Pl_R,-3.680805120508614
7PC_R,-3.873886018782596
LIPv_R,-3.479358974322435
VIP_R,-3.970375502756074
MIP_R,-3.98215266226801
1_R,-2.77765646140379
2_R,-3.2691788189458473
3a_R,0.33906555626173357
6d_R,-1.4193360315839907
6mp_R,-1.2298441386658758
6v_R,-1.2423274163782576
p24pr_R,3.19149709390597
33pr_R,3.7955491918495574
a24pr_R,3.7372452460305783
p32pr_R,2.4401628830403896
a24_R,5.70676699722271
d32_R,3.37033635017572
8BM_R,1.9217832122496774
p32_R,4.861680819281174
10r_R,5.2260072336268255
47m_R,4.15199410662331
8Av_R,-0.9453018762220422
8Ad_R,-0.3243718492618024
9m_R,3.039130115581658
8BL_R,-0.4384392773477637
9p_R,-0.07126805549105562
10d_R,2.8604337452001003
8C_R,-0.9432439947412125
44_R,0.36451265628195473
45_R,0.3826981754841534
47l_R,1.345402062783187
a47r_R,2.1126497528601784
6r_R,0.44843073703926234
IFJa_R,0.44885360414610304
IFJp_R,0.24383690009111242
IFSp_R,0.5466565167805948
IFSa_R,1.2678680844456895
p9-46v_R,-0.25133115020986374
46_R,0.7761447410708177
a9-46v_R,1.3959455968283838
9-46d_R,1.1376912038572013
9a_R,0.8173367278341678
10v_R,5.577727417459954
a10p_R,2.906799661382744
10pp_R,3.7352892177688988
11l_R,3.263710133398513
13l_R,4.8672961986502505
OFC_R,1.5195943652198338
47s_R,4.4953124987876025
LIPd_R,-3.3821976028262184
6a_R,-0.9651685099916844
i6-8_R,-0.40604967463323954
s6-8_R,-1.3326726839292047
43_R,-0.3627727994325285
OP4_R,-0.8277492257612917
OP1_R,0.025730220052611236
OP2-3_R,0.7326152426457335
52_R,2.7556059185942923
RI_R,-0.16913468980939156
PFcm_R,-2.017100775108006
PoI2_R,3.289288018831845
TA2_R,2.752038623083407
FOP4_R,3.179330467448527
MI_R,3.301208066564694
Pir_R,5.158573781318355
AVI_R,3.3511013516956933
AAIC_R,5.3455009283946415
FOP1_R,2.2179090861103874
FOP3_R,2.421043479609023
FOP2_R,1.9010711140517023
PFt_R,-2.838502788779062
AIP_R,-3.124315731217268
EC_R,5.530732090601541
PreS_R,5.265089647548335
H_R,4.1005502908866776
ProS_R,1.6288491912978136
PeEc_R,3.6758235415526643
STGa_R,1.1778667187046348
PBelt_R,-0.012071260749830845
A5_R,-2.2530420634072073
PHA1_R,2.5098763707822087
PHA3_R,0.5862649592677502
STSda_R,-1.254517581322919
STSdp_R,-1.9339319104303745
STSvp_R,-1.581513592419496
TGd_R,3.885841478850453
TE1a_R,0.05098349577193161
TE1p_R,-2.3978245687371516
TE2a_R,1.2187999710759794
TF_R,1.6303151954616732
TE2p_R,-0.28406511730244405
PHT_R,-3.1468124900466736
PH_R,-3.1716163508556967
TPOJ1_R,-2.778827395722341
TPOJ2_R,-3.214028956999729
TPOJ3_R,-3.58716654213383
DVT_R,-1.6866149320726669
PGp_R,-3.986820961884298
IP2_R,-2.9250282500975446
IP1_R,-3.4852639401633025
IP0_R,-2.995174048817497
PFop_R,-2.6319980388053286
PF_R,-3.6286629389103724
PFm_R,-3.846315924029159
PGi_R,-3.8056032038737126
PGs_R,-4.212414354699135
V6A_R,-3.084124669460758
VMV1_R,0.3985950413054542
VMV3_R,-0.48237622545540193
PHA2_R,-0.18163480043356195
V4t_R,-3.566147641950889
FST_R,-3.369974934205635
V3CD_R,-3.9724185648160666
LO3_R,-3.748088493867049
VMV2_R,-0.6331812379331174
31pd_R,-0.6667994337185376
31a_R,-0.34597070755850295
VVC_R,-0.08671678735586807
25_R,5.223676228136276
s32_R,5.323022603671442
pOFC_R,5.3394916303797375
PoI1_R,2.532654766287231
Ig_R,1.4958382477444048
FOP5_R,2.7140854138255888
p10p_R,1.862644098214555
p47r_R,0.7098795452524069
TGv_R,3.6654980901352414
MBelt_R,2.672118802474005
LBelt_R,0.6721930069565931
A4_R,-1.4531716871604914
STSva_R,0.1260139575408725
TE1m_R,-0.9764825789001316
PI_R,3.1988388799570964
a32pr_R,3.0943470167502003
p24_R,4.910346528348692
