region,pet_score
V1_L,-3.3910898882125973
MST_L,-0.12452573759378076
V6_L,-2.8834197765002143
V2_L,-2.9776930475678265
V3_L,-3.44418051042818
V4_L,-3.5102450518299646
V8_L,-0.6709788427342275
4_L,-1.8768650984864252
3b_L,-2.1816899155246823
FEF_L,-1.1525809741362474
PEF_L,-0.2512874651621682
55b_L,-3.5554917455856208
V3A_L,-4.317376652778324
RSC_L,-2.8656297382124274
POS2_L,-1.1190658036706977
V7_L,-2.189853446494339
IPS1_L,-1.157958857526573
FFC_L,0.5327545607248901
V3B_L,-1.5842070588451187
LO1_L,-5.048717499948241
LO2_L,-4.646889996268515
PIT_L,-3.2446533781751308
MT_L,0.4841300440462712
A1_L,2.089207696915125
PSL_L,-2.1016467923151443
SFL_L,-1.5981774025057134
PCV_L,1.2983031902464837
STV_L,-2.7722580195482567
7Pm_L,-0.6603123607730711
7m_L,1.2815887899442437
POS1_L,0.07449056988666766
23d_L,3.080587179120822
v23ab_L,0.7991451753233013
d23ab_L,2.1969564592821356
31pv_L,0.09026068236344009
5m_L,-1.2043713444140693
5mv_L,-1.477841248592499
23c_L,-0.1113365364141297
5L_L,-4.069287303260792
24dd_L,1.616875406180056
24dv_L,0.30273810556728226
7AL_L,-2.328913359060143
SCEF_L,0.37331790257443587
6ma_L,-3.256765541437464
7Am_L,-1.7557217342159437
7Pl_L,-4.580342119792606
7PC_L,-4.15609876729974
LIPv_L,-1.2512849774010366
VIP_L,-5.453869983676618
MIP_L,-1.7762561341097145
1_L,-6.203816579930374
2_L,-1.1632985065726882
3a_L,-1.9780839112612167
6d_L,-4.198689173459905
6mp_L,-2.03387432263978
6v_L,-3.461874832485211
p24pr_L,4.652364912863693
33pr_L,1.8047858978381264
a24pr_L,4.6895666224757235
p32pr_L,1.3075591497342993
a24_L,4.258446741703093
d32_L,1.2858976144499297
8BM_L,0.33224345890918
p32_L,0.8967872218935448
10r_L,2.2418665050955755
47m_L,0.4492074709496034
8Av_L,-3.464289311168692
8Ad_L,-0.5902996973841631
9m_L,0.6736256229157808
8BL_L,-2.776960600143453
9p_L,-0.7420454005945287
10d_L,-1.364299015650177
8C_L,-0.6876881661697964
44_L,0.0620794095937064
45_L,-0.7884867224475461
47l_L,-0.5679956791989975
a47r_L,-2.311060918144981
6r_L,0.9398708547034486
IFJa_L,0.0141235082593943
IFJp_L,-1.203947817429411
IFSp_L,-0.6040931456011442
IFSa_L,-0.067484085315754
p9-46v_L,-1.533546882272359
46_L,-0.9138788124526132
a9-46v_L,-1.1111317498128332
9-46d_L,0.12816452068617679
9a_L,-1.9422786497099411
10v_L,-0.6165675903111982
a10p_L,-0.6797350182047793
10pp_L,-3.440600726634101
11l_L,-0.47763466594011267
13l_L,0.8632911924025296
OFC_L,0.8316624036905974
47s_L,1.4889578714547005
LIPd_L,-1.4907444344660559
6a_L,-0.7401714821232912
i6-8_L,-0.6795277373940907
s6-8_L,-2.595196672844136
43_L,0.5780869093538024
OP4_L,-0.21885883511305568
OP1_L,1.621178646971695
OP2-3_L,1.0220493526853156
52_L,1.666634935993283
RI_L,-1.0512012482945703
PFcm_L,2.00682037012478
PoI2_L,6.102101103868559
TA2_L,2.3758741853104226
FOP4_L,2.7012618936220134
MI_L,6.203304171600347
Pir_L,4.1207581894459
AVI_L,2.3526110189894367
AAIC_L,5.51568880571531
FOP1_L,3.339365449210408
FOP3_L,3.0116982835568193
FOP2_L,0.8979303765446042
PFt_L,0.6291912719852347
AIP_L,-0.541931618495443
EC_L,2.5396561117322194
PreS_L,-0.6850855267073322
H_L,2.1128489900791454
ProS_L,-3.1226554474518196
PeEc_L,3.6403353909898875
STGa_L,0.43625143417235407
PBelt_L,1.3761612681134459
A5_L,-0.1534520822795072
PHA1_L,0.7105318040221513
PHA3_L,1.5148437322442914
STSda_L,2.331836988728145
STSdp_L,0.8848799889318846
STSvp_L,1.622474519536083
TGd_L,1.4879323211854039
TE1a_L,-1.0579331575235278
TE1p_L,-1.413164645606041
TE2a_L,-0.538169227650223
TF_L,1.2847359324624255
TE2p_L,0.2387968537591752
PHT_L,-2.329991632545276
PH_L,-0.6458550514678023
TPOJ1_L,1.0064665206162366
TPOJ2_L,-0.6750750974864437
TPOJ3_L,0.5141781763003335
DVT_L,-2.0403697079305685
PGp_L,-4.466171069371627
IP2_L,-0.06742628190768576
IP1_L,-0.13969422776994478
IP0_L,-0.791259054956129
PFop_L,-1.7852820115794685
PF_L,-3.874241688281579
PFm_L,-4.024541620690392
PGi_L,-1.448025464463737
PGs_L,-4.985921552578297
V6A_L,-6.119372598834804
VMV1_L,0.13387157679043143
VMV3_L,-0.8010541013940461
PHA2_L,2.2187511560543296
V4t_L,-3.514507918939622
FST_L,-0.023162525272273356
V3CD_L,-3.4648363047052206
LO3_L,-2.2093949580634984
VMV2_L,-2.072156588164246
31pd_L,-1.2458467988052302
31a_L,3.0731535607492173
VVC_L,1.0522462122130471
25_L,5.683719405393046
s32_L,2.3607273540073765
pOFC_L,5.890235652476443
PoI1_L,5.394196020378966
Ig_L,2.8750376283732746
FOP5_L,0.28374630975570614
p10p_L,-2.011754678030601
p47r_L,0.5990565475875641
TGv_L,-0.5349490832098307
MBelt_L,1.8070233491395629
LBelt_L,0.292066795802898
A4_L,-2.19458018293881
STSva_L,2.2757013254970784
TE1m_L,-0.6369293826879415
PI_L,2.7314041252339387
a32pr_L,2.495144585857626
p24_L,4.548634377655254
V1_R,-2.8004414299935947
MST_R,-0.028985650144885446
V6_R,-1.9024691224158286
V2_R,-2.9330111131126593
V3_R,-2.9866399001317743
V4_R,-2.777234620319395
V8_R,-1.0175955360171987
4_R,-1.9989794573187247
3b_R,-1.7638387955552568
FEF_R,-0.5368562646584516
PEF_R,-0.12405945222243472
55b_R,-1.6348330305225778
V3A_R,-4.401626671193264
RSC_R,-1.9389324216562698
POS2_R,-0.9627412504625664
V7_R,-2.3891257710856015
IPS1_R,-1.5428669239593842
FFC_R,0.7778297660507684
V3B_R,-2.4208928775367435
LO1_R,-2.716589240173643
LO2_R,-3.737691554322017
PIT_R,-2.6222512640288484
MT_R,-0.244605584692165
A1_R,2.653496787051203
PSL_R,-0.9098179692626791
SFL_R,-2.70792469339083
PCV_R,0.7750601494206927
STV_R,0.6103807819059368
7Pm_R,-0.7774645668692859
7m_R,1.7255886655133184
POS1_R,0.005481592253023719
23d_R,3.5180609858084666
v23ab_R,0.15553721448047045
d23ab_R,2.8652146612581864
31pv_R,0.9813584656251432
5m_R,-2.0691559232906123
5mv_R,-0.6025775744167692
23c_R,1.396619486269286
5L_R,-4.23594409579058
24dd_R,1.3979140556322713
24dv_R,2.2705948336389046
7AL_R,-3.365054412936112
SCEF_R,0.2184196469568485
6ma_R,-2.017762779375527
7Am_R,-2.233411790918437
7Pl_R,-5.196891061449243
7PC_R,-3.563471885772114
LIPv_R,-1.4475479743526078
VIP_R,-3.2852014725550225
MIP_R,-2.6611785215987998
1_R,-4.2934520590364755
2_R,-1.2201360716202252
3a_R,-2.606104505437603
6d_R,-2.9559265515322086
6mp_R,-1.5687894204667954
6v_R,-0.5971299962963049
p24pr_R,4.8677328079736
33pr_R,3.72657360664267
a24pr_R,5.6998959410020325
p32pr_R,2.6845623177239037
a24_R,5.312534292170521
d32_R,2.9431745482057114
8BM_R,0.7250982458490554
p32_R,3.338749679246223
10r_R,4.018634388662252
47m_R,0.5881144052275703
8Av_R,-1.9266297632735663
8Ad_R,-0.025687574027775717
9m_R,0.5156333787859495
8BL_R,-2.7482168380549297
9p_R,-0.5066544282558482
10d_R,-2.806462250555972
8C_R,-0.44902266935218754
44_R,1.398161111916508
45_R,0.8817736784847466
47l_R,-0.10321424470827445
a47r_R,-0.7885771297738497
6r_R,1.6588174601901235
IFJa_R,-1.295737964013097
IFJp_R,-2.5634401266834663
IFSp_R,0.06906978695215123
IFSa_R,0.6254827866275801
p9-46v_R,0.013034125048483697
46_R,0.26944694382835027
a9-46v_R,0.023157180651047278
9-46d_R,0.06444708716876382
9a_R,-1.7234272537780226
10v_R,0.6336472360798703
a10p_R,-1.602551085116937
10pp_R,-3.876744398102994
11l_R,-0.30222647146328946
13l_R,1.629855188893292
OFC_R,0.47587882273790144
47s_R,2.249785826781723
LIPd_R,-2.3180372917796057
6a_R,-0.7703349400032012
i6-8_R,-1.7872468051357115
s6-8_R,-2.2882300666157493
43_R,2.201981630863597
OP4_R,1.6657696656723717
OP1_R,2.1287323847822543
OP2-3_R,-0.05550062745130512
52_R,2.239431574004683
RI_R,-0.2478920018528529
PFcm_R,0.7319837531287614
PoI2_R,8.497382189385991
TA2_R,2.3403562723489895
FOP4_R,3.863405390462641
MI_R,7.974501721388541
Pir_R,4.95568030199386
AVI_R,2.2235715062365378
AAIC_R,6.387337672360734
FOP1_R,4.725780650860299
FOP3_R,3.5428437352849986
FOP2_R,2.3122041271567166
PFt_R,0.5231166079399209
AIP_R,-1.1998190419865709
EC_R,1.3193591014197228
PreS_R,-1.6210467406119042
H_R,2.967105515949248
ProS_R,-1.6099450779410265
PeEc_R,1.2300095068019623
STGa_R,2.1901765341573034
PBelt_R,2.717854790382417
A5_R,1.8209500011736484
PHA1_R,-1.3014808437117111
PHA3_R,2.354854432087799
STSda_R,2.8111909854519403
STSdp_R,-0.4447903599387085
STSvp_R,2.5087959811455973
TGd_R,0.9676987835338356
TE1a_R,1.4439217730911806
TE1p_R,0.8862302799232495
TE2a_R,1.0386763218487223
TF_R,1.8625844008918322
TE2p_R,1.0022097283070437
PHT_R,0.3717983448902797
PH_R,0.19037842872546706
TPOJ1_R,0.49439150270621884
TPOJ2_R,0.40971182203328244
TPOJ3_R,-0.23809624124306406
DVT_R,-1.9867043996108988
PGp_R,-2.278102949174691
IP2_R,-0.18267675004685544
IP1_R,-1.2304092633288992
IP0_R,-0.5043709916976922
PFop_R,1.2706644230248059
PF_R,-2.31572906541869
PFm_R,-2.333772988679158
PGi_R,-0.34149275413724856
PGs_R,-2.240293862487428
V6A_R,-5.59280249911996
VMV1_R,-0.7368432998416663
VMV3_R,-0.39717034306846416
PHA2_R,2.6399029557865235
V4t_R,-1.473625504282806
FST_R,-0.5755366190652464
V3CD_R,-1.83597287174412
LO3_R,-0.8926478977467812
VMV2_R,-0.9847913019494596
31pd_R,-0.4933884364824546
31a_R,2.8660437557185996
VVC_R,0.9130848866301192
25_R,6.167945764329412
s32_R,5.250420345092081
pOFC_R,5.816128908727179
PoI1_R,7.992368005342487
Ig_R,2.562066226156446
FOP5_R,-0.05998364741970326
p10p_R,0.0840975624039606
p47r_R,0.24839618456697712
TGv_R,-0.8796010558611752
MBelt_R,2.9584095600105327
LBelt_R,1.6298069439191414
A4_R,0.04096131275760232
STSva_R,1.978522646653611
TE1m_R,0.9342500291821946
PI_R,4.105057100006194
a32pr_R,3.1374698062064685
p24_R,5.832728287713036
