region,pet_score
TPOJ1_L,-5.369085002301244
TPOJ2_L,-3.1561005188224542
TPOJ3_L,-2.614246706074309
DVT_L,-4.682785127773878
PGp_L,-3.504230393826981
IP2_L,-12.657890931165234
IP1_L,-10.888111923899933
IP0_L,-9.217197516096226
PFop_L,-0.9438447747235095
PF_L,-3.2633410655277064
PFm_L,-4.002174335067103
PGi_L,-1.8109064388104992
PGs_L,-1.7946967036322912
V6A_L,-4.098799640797133
VMV1_L,0.4955492784369395
VMV3_L,-4.588930666020051
PHA2_L,2.984363959142062
V4t_L,-9.817369574606435
FST_L,-10.246602427578404
V3CD_L,-5.910858655085375
LO3_L,-3.1257645832817307
VMV2_L,0.5665691041121137
31pd_L,0.5696436645527865
31a_L,2.7128981885708154
VVC_L,-6.022383118479361
25_L,10.997243742571206
s32_L,8.957449431617912
pOFC_L,10.135689987566007
PoI1_L,7.442326260314033
Ig_L,5.651014907398447
FOP5_L,3.048742506469316
p10p_L,3.170145542583305
p47r_L,1.3444527444350178
TGv_L,2.1821420826886593
MBelt_L,3.919721842482906
LBelt_L,-1.1674809885391564
A4_L,-1.0695534664411015
STSva_L,0.7096541458719692
TE1m_L,0.35167141735765584
PI_L,5.209603855524211
a32pr_L,6.562401670720095
p24_L,13.506005247219383
V1_R,-2.8842380255114177
MST_R,-9.058973040220875
V6_R,-4.557852251825828
V2_R,-2.165294632731354
V3_R,-3.6258655295308064
V4_R,-7.429687797861081
V8_R,-8.336482923472607
4_R,-2.049016562177466
3b_R,-2.2604917480033606
FEF_R,-3.6757245466236768
PEF_R,-3.156936267746532
55b_R,-1.3037380308990256
V3A_R,-3.166958400893501
RSC_R,4.860031656491208
POS2_R,-4.078924080966781
V7_R,-8.251693089619033
IPS1_R,-10.565720537628478
FFC_R,-7.90473931345598
V3B_R,-8.50718799333045
LO1_R,-7.914137012113251
LO2_R,-8.221908398351781
PIT_R,-9.225058701642398
MT_R,-6.3331470637607765
A1_R,1.8691454694764378
PSL_R,-0.5574116659624262
SFL_R,2.02626818148613
PCV_R,-1.2555960594256
STV_R,-0.6250961370250899
7Pm_R,-7.457436316158968
7m_R,-0.7059668358826733
POS1_R,1.1428924906526523
23d_R,3.7619638996304055
v23ab_R,3.397040099871135
d23ab_R,4.145030708787305
31pv_R,3.7508150735904544
5m_R,0.8506241702370808
5mv_R,0.11473632229919535
23c_R,2.2483013003222236
5L_R,0.00682069927284318
24dd_R,-1.0146653542961979
24dv_R,0.6105210246047111
7AL_R,-3.677472067970492
SCEF_R,-0.34553755964112315
6ma_R,0.44229207494327816
7Am_R,-5.369509491399428
7Pl_R,-5.760984263617533
7PC_R,-3.8902747758649907
LIPv_R,-10.053576011709383
VIP_R,-7.123208619313568
MIP_R,-9.44166355834568
1_R,-1.2742581452153183
2_R,-3.335764723501298
3a_R,-1.6114702901115658
6d_R,-2.6954148421820636
6mp_R,-2.180351934594993
6v_R,-2.1653765985660636
p24pr_R,3.917246580313264
33pr_R,8.789270264763164
a24pr_R,7.035510697136792
p32pr_R,1.9096289289437374
a24_R,12.032451937167847
d32_R,7.144207555747757
8BM_R,2.2199551561667445
p32_R,9.596675900838076
10r_R,9.839553066866864
47m_R,5.8932569836030035
8Av_R,1.129721009388134
8Ad_R,2.9723120588155183
9m_R,5.128327477049485
8BL_R,2.368384316621219
9p_R,2.9636456769949344
10d_R,2.3840179891409385
8C_R,1.2838409936487647
44_R,0.8053039326889013
45_R,2.703787846082269
47l_R,4.254525088542747
a47r_R,4.712360848313483
6r_R,-1.60092893379826
IFJa_R,-0.5632959843270147
IFJp_R,-1.4928351095428305
IFSp_R,-0.15699955433868926
IFSa_R,2.2077982620653485
p9-46v_R,0.12540098203052003
46_R,1.846852849439979
a9-46v_R,2.8659372118383475
9-46d_R,3.5089102108833385
9a_R,3.3134859954838887
10v_R,6.1853607481979145
a10p_R,3.234664266873252
10pp_R,3.743392718700122
11l_R,5.182116933772162
13l_R,6.93192761209954
OFC_R,4.672191972318578
47s_R,7.627815323557944
LIPd_R,-10.292423668073335
6a_R,-6.228208691453899
i6-8_R,-0.5546410367103827
s6-8_R,2.092572037338144
43_R,0.8417204074803141
OP4_R,1.0705889408888782
OP1_R,2.956370452586044
OP2-3_R,4.035953956638579
52_R,5.0993397860293115
RI_R,0.2751288465605737
PFcm_R,-0.26434003586976895
PoI2_R,9.251606481629606
TA2_R,3.9164111928485967
FOP4_R,4.871210367820834
MI_R,7.765839187588159
Pir_R,10.345169878740801
AVI_R,4.005337389173781
AAIC_R,8.900764640851463
FOP1_R,4.697980757138649
FOP3_R,5.393375553081938
FOP2_R,2.1381670329381883
PFt_R,-2.702102035376497
AIP_R,-9.399281280590248
EC_R,8.247359041551757
PreS_R,5.9782218850137365
H_R,6.785519555987037
ProS_R,3.244347587578444
PeEc_R,2.9380780301707703
STGa_R,3.5005218099768
PBelt_R,-1.060832839931453
A5_R,-2.044771356295855
PHA1_R,4.320443331654003
PHA3_R,0.9071948897594129
STSda_R,0.9400367180248884
STSdp_R,-2.0652180421727695
STSvp_R,-2.8882005632429153
TGd_R,3.0460320186957794
TE1a_R,0.8868113005561862
TE1p_R,-0.7159889469097286
TE2a_R,1.7887932389490653
TF_R,1.3620128475625684
TE2p_R,-0.0674864654460689
PHT_R,-2.548738938656517
PH_R,-9.371195866144733
TPOJ1_R,-4.2625879770196065
TPOJ2_R,-4.1054995368437766
TPOJ3_R,-1.5483637698408594
DVT_R,-4.758868483561507
PGp_R,-2.362142682145666
IP2_R,-9.27636061475009
IP1_R,-5.501972215979782
IP0_R,-8.018340786101712
PFop_R,0.25393803461303593
PF_R,-2.1049400635981828
PFm_R,-2.2875756890984746
PGi_R,-1.5873586994487043
PGs_R,-1.9260303658961169
V6A_R,-4.293051669691249
VMV1_R,0.45855032190189426
VMV3_R,-5.152097680308548
PHA2_R,4.072320853089497
V4t_R,-10.691192028218516
FST_R,-8.45875091649754
V3CD_R,-5.726022412452745
LO3_R,-2.5621896280134075
VMV2_R,-1.3272833003669937
31pd_R,1.1900198227687095
31a_R,2.75347124598337
VVC_R,-4.685360544138156
25_R,12.444073498527485
s32_R,10.701342123943883
pOFC_R,10.124394919306207
PoI1_R,9.269147106096446
Ig_R,6.323069126932886
FOP5_R,3.059902966282533
p10p_R,4.379586263980228
p47r_R,3.378301013093527
TGv_R,1.5249470938092868
MBelt_R,2.5547165230628823
LBelt_R,-1.4609127202261858
A4_R,-0.5792505036959823
STSva_R,0.13504995239882353
TE1m_R,0.7765904326989788
PI_R,7.3965572024600075
a32pr_R,6.6073382589895875
p24_R,11.490761330127944
