metric,struct_loading
dki-fa,0.4042555201157341
dki-ad,0.5998073490217504
dki-rd,0.5578380943959851
dki-md,0.6101818765789193
mk,0.38022438301472417
ak,0.35921866033672933
rk,0.3699792434207609
kfa,-0.48667232485091205
mkt,0.37967822875393065
icvf,0.01841812390460313
odi,-0.2214676308707887
isovf,0.1967410704195393
msd,0.3280852402226757
qiv,0.46464470711028194
rtop,0.09136489832207084
rtap,0.012899639473081696
rtpp,-0.10834183877201874
thick,0.632641869137855
myl,-0.28974993619142186
