region,impulsivity
V1_L,-1.0334607781252476
MST_L,-2.1290139855007113
V6_L,-0.13454556572708898
V2_L,-0.8866901721564707
V3_L,-0.8868526009248081
V4_L,-1.4933239989944644
V8_L,-1.513933156509214
4_L,-0.8393379533319278
3b_L,-0.8161366874963578
FEF_L,-0.13587238024291964
PEF_L,-0.8175737564837312
55b_L,-0.6843463279281419
V3A_L,-0.6679275498572201
RSC_L,1.2878430182024887
POS2_L,1.6517559693845696
V7_L,-1.180311023544527
IPS1_L,0.4235974921803505
FFC_L,-2.6897440146543103
V3B_L,-1.4513877557022012
LO1_L,-0.8822822989544711
LO2_L,-1.665575662946577
PIT_L,-1.1202113895559507
MT_L,-2.375375519970955
A1_L,-1.2892370693968236
PSL_L,-1.992774441562171
SFL_L,-0.4301054845049247
PCV_L,0.43638992470083177
STV_L,-2.1555470062836584
7Pm_L,0.12682140681274684
7m_L,0.09058394584253017
POS1_L,0.5844033989636761
23d_L,1.073200766872061
v23ab_L,1.8483058085550297
d23ab_L,1.070364090296987
31pv_L,-0.2985083934285159
5m_L,-0.5962465134189691
5mv_L,-0.6514854302931772
23c_L,0.18685567190044608
5L_L,-0.0948971215024996
24dd_L,0.57699958178173
24dv_L,0.8518605279629041
7AL_L,-1.4237879054774298
SCEF_L,-0.3942275017521018
6ma_L,-0.13193958680620374
7Am_L,0.8422776690649432
7Pl_L,0.7737172112632216
7PC_L,-1.6408515658286207
LIPv_L,-2.604809951672134
VIP_L,-0.7644086774600093
MIP_L,-1.2663427203099447
1_L,-0.8002869130304708
2_L,-1.9576704660907145
3a_L,-1.1472429528353254
6d_L,-0.196018883599066
6mp_L,-1.0772549120893422
6v_L,-0.7684711840777826
p24pr_L,1.2304624670589217
33pr_L,1.717976088791219
a24pr_L,1.824149075995844
p32pr_L,0.6224393793023182
a24_L,3.058334582951992
d32_L,-0.4572013247936454
8BM_L,-1.0981272893874672
p32_L,2.1605636360696305
10r_L,3.066505440454373
47m_L,2.5643543970350136
8Av_L,-0.3569207714596782
8Ad_L,0.42589820276486645
9m_L,-0.0706966841423249
8BL_L,0.07037832336078899
9p_L,-0.22684980090506654
10d_L,0.9214748057584273
8C_L,-1.1335351468704167
44_L,-1.566555903143963
45_L,-0.056521146929953185
47l_L,1.3872883447215818
a47r_L,0.7342058944803403
6r_L,-1.6427778599436615
IFJa_L,-1.6529829846339268
IFJp_L,-1.805827084704191
IFSp_L,-0.6852796075872715
IFSa_L,-0.7957989471893906
p9-46v_L,-0.5002212040502724
46_L,-0.7240806939864046
a9-46v_L,0.26397884314571385
9-46d_L,0.1976241119383112
9a_L,-0.04274420091792436
10v_L,2.4216910347873837
a10p_L,0.4033671132648029
10pp_L,1.3852356825092824
11l_L,2.4790460368016327
13l_L,3.008295850447952
OFC_L,1.976888427135309
47s_L,3.4726179178701715
LIPd_L,-1.4824837314073829
6a_L,0.29051852344935997
i6-8_L,0.11936910786007145
s6-8_L,1.0901267986594625
43_L,0.272318273706754
OP4_L,-0.16990949953506237
OP1_L,-1.0325579109096372
OP2-3_L,0.37378057407652054
52_L,0.9692806206002511
RI_L,-0.6903036874571665
PFcm_L,-2.7168345077375458
PoI2_L,3.779083946689897
TA2_L,0.6628442138490316
FOP4_L,0.7189143825711128
MI_L,3.5448297536033726
Pir_L,2.09798942795564
AVI_L,2.954305319346005
AAIC_L,3.830933088209345
FOP1_L,1.1387033695817623
FOP3_L,2.0813378295774916
FOP2_L,0.588197925679189
PFt_L,-2.4728561237421833
AIP_L,-1.7802605706832468
EC_L,-0.8226575867580724
PreS_L,-1.3714253358748665
H_L,-1.9902235681170037
ProS_L,-1.4470219063101006
PeEc_L,-0.5344644993779821
STGa_L,-0.6737677225701985
PBelt_L,-2.3007651253813988
A5_L,-1.690196035797403
PHA1_L,-1.2173922670146224
PHA3_L,-2.1305929470801654
STSda_L,-1.0307416977615438
STSdp_L,-2.878856671854196
STSvp_L,-3.0938365146681726
TGd_L,-0.4486806494880746
TE1a_L,-1.1430140143952
TE1p_L,-1.7770498046413605
TE2a_L,-0.7150710633813674
TF_L,-1.237072874594759
TE2p_L,-1.2404656762640602
PHT_L,-2.170255060334662
PH_L,-2.4632362130225616
TPOJ1_L,-2.2466746524202543
TPOJ2_L,-2.3805703050986557
TPOJ3_L,-1.4916113285961783
DVT_L,0.07448348834435042
PGp_L,-1.1986707100078178
IP2_L,-2.12458771958587
IP1_L,-1.603274659814736
IP0_L,-1.4803261845488391
PFop_L,-1.664259053501416
PF_L,-1.3578050739301277
PFm_L,-1.5352004429202482
PGi_L,-1.9466322678428507
PGs_L,-1.1471800564470855
V6A_L,0.04114612751415831
VMV1_L,-1.6215765876204742
VMV3_L,-1.527952724446332
PHA2_L,-2.126393532427764
V4t_L,-2.421022439138962
FST_L,-3.151597397401667
V3CD_L,-1.1543154205747372
LO3_L,-1.3519674786246765
VMV2_L,-1.7600477880830037
31pd_L,-0.2350975955651588
31a_L,0.5112234449340144
