region,maintenance
V1_L,-1.0235720218795867
MST_L,-2.1635732744747056
V6_L,-0.28054664565484216
V2_L,-0.8661572624279827
V3_L,-0.5720274505866426
V4_L,-0.5013496201964064
V8_L,-0.12084496517321841
4_L,-0.5473933456981595
3b_L,-0.9102268784406512
FEF_L,3.1559720992232565
PEF_L,3.4095472066964354
55b_L,1.6975275778944774
V3A_L,-0.0018012942893171056
RSC_L,-0.5738131811517113
POS2_L,0.19746743981353398
V7_L,0.6843539131223282
IPS1_L,4.240576124863197
FFC_L,0.21367524042898495
V3B_L,-0.15561571751890285
LO1_L,-0.44235122438370506
LO2_L,-0.5136388701576913
PIT_L,0.15480864497456787
MT_L,-2.315440444398315
A1_L,-0.8545713170629903
PSL_L,-1.187361932822104
SFL_L,-0.5523297876707027
PCV_L,-0.8767572767915717
STV_L,-1.2283478681902635
7Pm_L,2.0071701053789113
7m_L,-2.1190094054560156
POS1_L,-0.41842799739968994
23d_L,-1.0898462288490205
v23ab_L,-0.33878975913190995
d23ab_L,-1.7205396684089393
31pv_L,-1.2778752523874886
5m_L,-0.5549693496838612
5mv_L,-0.876102408922792
23c_L,-1.1881693589103057
5L_L,-0.5188385921764183
24dd_L,0.3254075038554725
24dv_L,1.7925306778621584
7AL_L,-1.0153483405018942
SCEF_L,2.16159730244053
6ma_L,0.04610762304194157
7Am_L,0.22159972719272042
7Pl_L,3.5761052818374837
7PC_L,1.4198741414433542
LIPv_L,1.2614623592500513
VIP_L,0.507183786778972
MIP_L,4.266429005155837
1_L,-0.7639287497195726
2_L,-0.8627268566020337
3a_L,-0.6916732234718161
6d_L,0.07346750942838172
6mp_L,-1.1090515984341198
6v_L,1.2591804879293855
p24pr_L,0.1983542474505645
33pr_L,-1.3001504730780584
a24pr_L,0.08171105843151727
p32pr_L,3.6875195714675364
a24_L,-1.8821924954495692
d32_L,-1.7196324455159804
8BM_L,-0.07694922468624255
p32_L,-1.0138425375732754
10r_L,-1.591362807331847
47m_L,-1.2685254218547477
8Av_L,0.5029718111023855
8Ad_L,-0.5071509687680172
9m_L,-1.4240328114437328
8BL_L,-0.9404957678297986
9p_L,-0.19730964627791822
10d_L,-0.7942145632943072
8C_L,1.7917362376794808
44_L,0.991061262885246
45_L,-0.9709751149852234
47l_L,-1.2227150838476855
a47r_L,-0.43510816346994485
6r_L,2.676363260401476
IFJa_L,3.2042859689040535
IFJp_L,4.508220977250995
IFSp_L,2.5421344265047745
IFSa_L,0.9790565564654313
p9-46v_L,3.2610600816921504
46_L,0.8690768036172609
a9-46v_L,1.7651697045731092
9-46d_L,0.9979633006708288
9a_L,-0.11461189793892616
10v_L,-1.0538394298580216
a10p_L,-0.483573912038762
10pp_L,-0.653069336988314
11l_L,-0.6060255278508067
13l_L,-1.1737733676755226
OFC_L,-0.7347357398317726
47s_L,-0.8695463505203102
LIPd_L,5.117925699934749
6a_L,3.702176514583534
i6-8_L,5.227429036499925
s6-8_L,-0.07785279205374651
43_L,-0.37437983800549046
OP4_L,-0.8418863567875498
OP1_L,-1.3633731152210307
OP2-3_L,-0.41869783167324853
52_L,-0.47390558028920277
RI_L,-1.1254797779524255
PFcm_L,-1.8649001968442602
PoI2_L,-0.24049677399638425
TA2_L,-0.9083007577538742
FOP4_L,0.6158646519392218
MI_L,1.2929040521095496
Pir_L,-0.5212290857726583
AVI_L,2.854967724956648
AAIC_L,0.8266478008534099
FOP1_L,-0.0014697646475161253
FOP3_L,0.286138543559167
FOP2_L,0.10198753255384033
PFt_L,-1.3825531080844602
AIP_L,2.5342088600191577
EC_L,-0.5223159954493698
PreS_L,-0.29978789716503623
H_L,0.2612548647629104
ProS_L,-1.2746819653471175
PeEc_L,-0.5275175955296726
STGa_L,-1.0382445359892207
PBelt_L,-1.677275506976155
A5_L,-1.2564554271581432
PHA1_L,-0.41356672996433486
PHA3_L,0.3957799619556056
STSda_L,-1.7581550401288373
STSdp_L,-1.8402375603514474
STSvp_L,-2.5498250373155678
TGd_L,-1.050923032046029
TE1a_L,-1.1295040423104028
TE1p_L,-1.1094487829683566
TE2a_L,-0.8477319040235053
TF_L,-0.8082261002402018
TE2p_L,-0.857836987630409
PHT_L,-1.5768001313567785
PH_L,-0.10232095820264242
TPOJ1_L,-2.0720957913519418
TPOJ2_L,-2.343309226568446
TPOJ3_L,-1.551945501216587
DVT_L,1.5233705135772544
PGp_L,0.13233439918259676
IP2_L,4.6960697261721185
IP1_L,4.4691940123246745
IP0_L,1.589713571191703
PFop_L,-1.3222249294278963
PF_L,-0.6885662876469396
PFm_L,0.7485163902117062
PGi_L,-1.1165120302496392
PGs_L,-0.23339233100574755
V6A_L,1.0480953944553957
VMV1_L,-0.7977642752060536
VMV3_L,-0.5636470660473459
PHA2_L,0.7989288859172079
V4t_L,-1.5775145981955083
FST_L,-2.30649671028094
V3CD_L,0.1338502225313837
LO3_L,-1.2980171213710145
VMV2_L,-0.6425701847720088
31pd_L,-1.8794264985978353
31a_L,-1.4194134843473718
VVC_L,0.483810901425972
25_L,-2.280315447775122
s32_L,-1.2457575736026694
pOFC_L,-1.4865158324266203
PoI1_L,-0.11148819217366203
Ig_L,0.4393519747727809
FOP5_L,1.8374530574345866
p10p_L,-0.5952357272171387
p47r_L,0.42777956500902237
TGv_L,-0.5045416701867573
MBelt_L,-0.26503069339282037
LBelt_L,-1.549552923577619
A4_L,-0.9564323869441924
STSva_L,-2.1086300105479014
TE1m_L,-1.194676901050352
PI_L,-0.8543213261787288
a32pr_L,-0.20027008367398633
p24_L,-1.8456824315801443
V1_R,-0.863036557852148
MST_R,-2.1293627667804107
V6_R,0.16029354405332047
V2_R,-0.8289163571095252
V3_R,-0.48725974968787333
V4_R,-0.30085807919087115
V8_R,-0.650533800479865
4_R,-0.7867898911489514
3b_R,-0.8466460990139165
FEF_R,1.4981612380320126
PEF_R,1.7572078294071425
55b_R,0.7056038371725101
V3A_R,-0.12795280678411758
RSC_R,-1.0384426032901735
POS2_R,0.9420251069852698
V7_R,1.9842839592630181
IPS1_R,4.078510780464698
FFC_R,0.07868051031157781
V3B_R,0.8761482296484452
LO1_R,-1.294660452777153
LO2_R,-1.6173857667563554
PIT_R,-0.723661119968927
MT_R,-2.1229972378354796
A1_R,-0.914928781718807
PSL_R,-1.2486054838746432
SFL_R,-1.1168912215975875
PCV_R,0.8916263646208393
STV_R,-1.7577164426416811
7Pm_R,5.271010350340618
7m_R,-0.40090762751230996
POS1_R,-1.0825540086293484
23d_R,-0.787470961472705
v23ab_R,-0.39581440219460784
d23ab_R,-1.2563176901229907
31pv_R,-0.8264859087419607
5m_R,-0.4248177666743524
5mv_R,-0.4836161724092662
23c_R,-0.9055873868213121
5L_R,0.30087891009889445
24dd_R,-0.24790425626547005
24dv_R,0.20930175886795874
7AL_R,-0.2302178146431192
SCEF_R,0.24616998165554882
6ma_R,0.9796334407809444
7Am_R,1.487440165579564
7Pl_R,1.8424841170658828
7PC_R,-0.08692787801761011
LIPv_R,1.8521296447305406
VIP_R,0.8077321606768668
MIP_R,3.7797381441696714
1_R,-0.8248093997869969
2_R,-0.4989496320896103
3a_R,-0.7151050533322447
6d_R,-0.24235871568317913
6mp_R,0.3345486644039422
6v_R,0.2767812038431812
p24pr_R,-0.08301043057459348
33pr_R,-0.7387603537951158
a24pr_R,0.7103453953460231
p32pr_R,2.9438628689328072
a24_R,-2.1573556536252623
d32_R,-0.9516137095210522
8BM_R,0.1970631796727863
p32_R,-1.5318351317152472
10r_R,-2.495172601930827
47m_R,0.0008633401117019321
8Av_R,-0.2988665812184431
8Ad_R,0.6048969861728082
9m_R,-1.2927474829227918
8BL_R,-0.5645741243658288
9p_R,0.7337737474535746
10d_R,-0.32288707049663357
8C_R,2.1291539886166055
44_R,0.014972241401150936
45_R,-0.514589650343847
47l_R,-0.5010491273486987
a47r_R,0.3909860988168632
6r_R,1.3624209471714428
IFJa_R,2.9839761144402708
IFJp_R,1.7243161507480795
IFSp_R,3.6445761096078035
IFSa_R,1.298475752392224
p9-46v_R,4.010716037181816
46_R,3.4691558687293913
a9-46v_R,2.479447860413708
9-46d_R,1.77970625367747
9a_R,0.387688094934994
10v_R,-1.637020115769977
a10p_R,-0.26373354014876677
10pp_R,-0.48476777384973735
11l_R,0.1374646468743879
13l_R,-1.217885201008618
OFC_R,-1.2696395516592103
47s_R,-0.16370103388511328
LIPd_R,6.131240487849921
6a_R,6.284848277235107
i6-8_R,4.33008423875155
s6-8_R,-0.5954120937187878
43_R,-1.0769555966774849
OP4_R,-0.9442741646896763
OP1_R,-0.025181664384996194
OP2-3_R,-0.48714815114059296
52_R,-1.151266108430637
RI_R,-1.0706678679621005
PFcm_R,-0.9234429637859431
PoI2_R,-0.6383366668118333
TA2_R,-0.7944637536286494
FOP4_R,1.3345535583863386
MI_R,1.2584696759357248
Pir_R,-0.9447190414805775
AVI_R,2.9096473118662787
AAIC_R,1.6480833221581976
FOP1_R,-0.2894562539854732
FOP3_R,1.0246229344983566
FOP2_R,-0.3821515148946988
PFt_R,-1.2700075760660248
AIP_R,2.7869268470065993
EC_R,-0.45004866486469813
PreS_R,-0.6170061759658826
H_R,-0.2397119904114581
ProS_R,-0.994212942284085
PeEc_R,-0.3804458297362477
STGa_R,-1.22729436285341
PBelt_R,-2.3372791627829206
A5_R,-2.060109135125158
PHA1_R,-0.3731007030673141
PHA3_R,-0.2478336980352505
STSda_R,-1.3442394048322905
STSdp_R,-1.9567839354005687
STSvp_R,-2.091561647051867
TGd_R,-0.7722862212700162
TE1a_R,-0.8793736703517049
TE1p_R,-0.29152121386654234
TE2a_R,-0.8759282089599381
TF_R,0.2501538101259533
TE2p_R,-0.5237287414389206
PHT_R,0.4144687749101648
PH_R,0.40976794488773466
TPOJ1_R,-2.0020896301676228
TPOJ2_R,-1.5776065257339826
TPOJ3_R,-0.9207953673864633
DVT_R,1.1142256640304256
PGp_R,-0.5239973296992853
IP2_R,5.221846935598402
IP1_R,3.1646943708840327
IP0_R,2.2181295544838355
PFop_R,-0.9235499870690853
PF_R,-0.4140955679010509
PFm_R,0.8240535420187132
PGi_R,-0.8469502902774573
PGs_R,-0.237732145146021
V6A_R,1.0305790407031588
VMV1_R,-0.9216215959876827
VMV3_R,0.3555420009117956
PHA2_R,-0.23221511748628942
V4t_R,-1.876463386214843
FST_R,-1.3663188856842916
V3CD_R,0.02661911530253828
LO3_R,-1.8039016345193064
VMV2_R,-0.36709637202961676
31pd_R,-0.3420416822026823
31a_R,-1.1871923553994517
VVC_R,0.32926102357425713
25_R,-1.6175623147536111
s32_R,-1.963359997302093
pOFC_R,-1.8061046969932317
PoI1_R,-0.5653936359503249
Ig_R,-0.5527180024161634
FOP5_R,1.1139156520189204
p10p_R,0.09024494093861701
p47r_R,0.36364830087641503
TGv_R,-0.6801749264111585
MBelt_R,-1.3431791699284468
LBelt_R,-1.6105243592622933
A4_R,-2.0665801316092307
STSva_R,-1.5330981206393264
TE1m_R,-1.0646679811525233
PI_R,-0.7163262460035577
a32pr_R,0.8691635629687677
p24_R,-1.371563581118387
