region,attention
V1_L,2.6643343397898294
MST_L,2.438753274816097
V6_L,2.341880577650025
V2_L,1.408099253028566
V3_L,1.5439715933555074
V4_L,3.0571091526715914
V8_L,3.1302080326856454
4_L,-1.3071842939670415
3b_L,-1.6375879394152852
FEF_L,1.826714597050114
PEF_L,0.6298113203582327
55b_L,-0.11969737984664743
V3A_L,1.9475642279949945
RSC_L,-0.6305178581631677
POS2_L,1.8844371623313996
V7_L,6.478655246481859
IPS1_L,9.818569573966904
FFC_L,2.017135040751753
V3B_L,6.5547677858776705
LO1_L,4.060801031592547
LO2_L,4.812843519746328
PIT_L,4.805687019889608
MT_L,3.0677116992913365
A1_L,-1.4231622094376584
PSL_L,-0.4395679259622283
SFL_L,-1.2253855096805626
PCV_L,-0.021062681772841065
STV_L,-1.2881873661031062
7Pm_L,3.5768455938323247
7m_L,-0.8826225652529853
POS1_L,-0.42327231034509666
23d_L,-1.2313347567608244
v23ab_L,0.03674106768522585
d23ab_L,-0.9195528040902805
31pv_L,-0.9815250770540958
5m_L,-1.8999254813798205
5mv_L,-1.0643811262594622
23c_L,-0.7799884150989265
5L_L,-0.14074888121845427
24dd_L,0.4354681742682687
24dv_L,1.3559047619087594
7AL_L,1.6459569756282053
SCEF_L,0.17223542601927697
6ma_L,-0.24014175150955933
7Am_L,2.8707852697591636
7Pl_L,5.569051634943623
7PC_L,3.314530621463885
LIPv_L,9.944849210086005
VIP_L,5.485835954187556
MIP_L,9.996927569359913
1_L,-0.9361389143701208
2_L,0.016908442234832073
3a_L,-1.4870869232456452
6d_L,-0.4117874273640685
6mp_L,-1.6955229165600703
6v_L,0.3360580644554208
p24pr_L,-0.26851218798844095
33pr_L,-1.2917245799026762
a24pr_L,-0.9698967610628637
p32pr_L,0.8556088959685135
a24_L,-3.1763801135103154
d32_L,-2.1989719277612054
8BM_L,-0.9044473557661304
p32_L,-3.048174370380779
10r_L,-2.601113042302407
47m_L,-2.803697224909368
8Av_L,-0.39265910711661556
8Ad_L,-0.11640848726092205
9m_L,-2.421413553646225
8BL_L,-0.4730244534403906
9p_L,-1.4808781898241696
10d_L,-1.0851886693622042
8C_L,-0.5948264757535949
44_L,-1.866218479926666
45_L,-2.855527707258309
47l_L,-3.2366188615259786
a47r_L,-1.4724772322310564
6r_L,-0.4572106150290421
IFJa_L,0.38886065292402905
IFJp_L,2.1705962927302043
IFSp_L,-0.47465722441936997
IFSa_L,-1.7650142417603494
p9-46v_L,-0.0169718028391511
46_L,-0.5390708594057718
a9-46v_L,-0.5682672617712796
9-46d_L,-1.1284442171335902
9a_L,-1.3709307325570328
10v_L,-1.443886396198136
a10p_L,-1.0579701318986094
10pp_L,-0.9186434800131109
11l_L,-1.8080198380989356
13l_L,-2.535052576274414
OFC_L,-2.158717138324218
47s_L,-3.36629846264181
LIPd_L,10.677536922274681
6a_L,3.7688875877039028
i6-8_L,2.112651666050562
s6-8_L,-0.10058934078596132
43_L,-1.6458161570959864
OP4_L,-1.5873167549216358
OP1_L,-1.9380045215931534
OP2-3_L,-0.7714010408910198
52_L,-1.0865868832792207
RI_L,-0.1047506831832259
PFcm_L,-0.5960460013034485
PoI2_L,-0.8791686736909092
TA2_L,-3.103534818969707
FOP4_L,-0.7000929891387357
MI_L,0.6033363427423513
Pir_L,-3.6757385490319194
AVI_L,0.11557587370757635
AAIC_L,-2.3269933519790498
FOP1_L,-1.6788006039745897
FOP3_L,0.5445528237496606
FOP2_L,-0.6581182235084035
PFt_L,-0.03726458770349726
AIP_L,7.109782798482423
EC_L,-3.506572841591516
PreS_L,-2.78714423272308
H_L,-3.527936786556912
ProS_L,-1.444712412824318
PeEc_L,-2.9225380697774974
STGa_L,-3.290593378038537
PBelt_L,-1.5297266573193264
A5_L,-2.4627078439572085
PHA1_L,-2.64908177242713
PHA3_L,-2.0947111290582217
STSda_L,-3.610354913291813
STSdp_L,-2.2075600394697408
STSvp_L,-3.3371016451220576
TGd_L,-2.765882245859916
TE1a_L,-2.189479941536122
TE1p_L,-1.5765677949713004
TE2a_L,-1.0911947341267059
TF_L,-2.204644762688071
TE2p_L,-0.7911387685161819
PHT_L,-1.020574595896801
PH_L,3.3611905308621033
TPOJ1_L,-1.3353714237847945
TPOJ2_L,-1.2743920400240263
TPOJ3_L,0.3139802725582956
DVT_L,3.9070148252985315
PGp_L,3.080424880325449
IP2_L,9.558348848815593
IP1_L,8.300458855273982
IP0_L,7.926633398692181
PFop_L,-0.5224310257538121
PF_L,1.0467919272548687
PFm_L,2.7107024248360623
PGi_L,0.01925700068996707
PGs_L,1.5050837840727953
V6A_L,3.547982062673112
VMV1_L,-1.2991614603106574
VMV3_L,1.3943917787975213
PHA2_L,-3.4798052865304787
V4t_L,5.17014205649733
FST_L,3.966953197627387
V3CD_L,4.493735448971734
LO3_L,1.9187328653223128
VMV2_L,-1.5755661728685653
31pd_L,-1.1112544478343787
31a_L,-1.23416741708247
VVC_L,0.8545935853840365
25_L,-3.286429583619569
s32_L,-2.6776724432044734
pOFC_L,-2.6424256877108054
PoI1_L,-1.0111415117508828
Ig_L,-0.6273520009779028
FOP5_L,-0.17075102233788939
p10p_L,-1.2398234276379512
p47r_L,-1.3806885421008785
TGv_L,-1.7721380852507078
MBelt_L,-1.3992217889150707
LBelt_L,-1.1375110395492676
A4_L,-1.599717410410138
STSva_L,-3.7072237664428758
TE1m_L,-1.3500140352407444
PI_L,-2.887781829324314
a32pr_L,-1.2603672063108167
p24_L,-3.5788506531437467
V1_R,2.6908602223580096
MST_R,4.212565297626909
V6_R,5.793570737561828
V2_R,1.9588433392100584
V3_R,2.7541001379430243
V4_R,4.589478004098885
V8_R,3.7545187179339696
4_R,-1.1365627274006473
3b_R,-1.2314353635703854
FEF_R,1.289910137524948
PEF_R,2.2659664167300297
55b_R,0.14224061168591348
V3A_R,3.8287284047833645
RSC_R,-0.8295796606237393
POS2_R,3.994950653113434
V7_R,8.743630786754833
IPS1_R,10.223007761343476
FFC_R,0.8753134308061999
V3B_R,7.992815285469469
LO1_R,5.836940777302168
LO2_R,3.9417431220150534
PIT_R,3.6376714341215495
MT_R,2.652256004086589
A1_R,-0.2625419364137272
PSL_R,0.010572844510965414
SFL_R,-1.6431316223117185
PCV_R,1.3090288772820124
STV_R,0.213158070970135
7Pm_R,6.938431850123836
7m_R,-0.36673940307095687
POS1_R,-0.34691348842019415
23d_R,-1.1895188247268509
v23ab_R,-0.4818680632605285
d23ab_R,-0.7513442568017245
31pv_R,-0.38724568159994516
5m_R,-0.8853679461880972
5mv_R,0.5894226804077295
23c_R,-0.21387941826513043
5L_R,0.057757575265385705
24dd_R,0.06666948398348782
24dv_R,1.0100990717839067
7AL_R,3.0604676168105023
SCEF_R,-0.0012765099741872997
6ma_R,-0.2686547229566074
7Am_R,4.799633180229458
7Pl_R,5.4126448636882305
7PC_R,3.967465104199649
LIPv_R,9.648794492042542
VIP_R,6.522630959805342
MIP_R,9.201411539495773
1_R,-0.8957469908908005
2_R,0.5173162716182084
3a_R,-1.549874859010573
6d_R,-0.7488113774945198
6mp_R,-0.18095914765488277
6v_R,0.8525229752882938
p24pr_R,0.07010562964953052
33pr_R,-1.405200800481213
a24pr_R,-0.31172866934332166
p32pr_R,1.216798037146183
a24_R,-2.90195055448527
d32_R,-1.818646930542049
8BM_R,-0.7898465375486236
p32_R,-2.603589594121911
10r_R,-3.210327837938319
47m_R,-1.757560679693193
8Av_R,-0.8158605100058587
8Ad_R,-0.5135453947717152
9m_R,-2.0679640367517176
8BL_R,-1.7250828722365132
9p_R,-0.6900642513858661
10d_R,-0.3009633645436522
8C_R,0.18419515089161653
44_R,-1.0621910948533069
45_R,-1.584160748433402
47l_R,-1.1762809771617524
a47r_R,-1.144077805195609
6r_R,0.9592274786829749
IFJa_R,0.4551402163720118
IFJp_R,0.7594878604157257
IFSp_R,0.7419097624374065
IFSa_R,-0.6974326430862419
p9-46v_R,1.058273324586354
46_R,0.2251631517979765
a9-46v_R,0.2265034450433482
9-46d_R,-0.03632812364869768
9a_R,-0.7607796390819351
10v_R,-1.780982263457492
a10p_R,-0.8703561594752602
10pp_R,-0.5231241432993912
11l_R,-1.7886246834460462
13l_R,-2.650291579285833
OFC_R,-1.3528040732271411
47s_R,-2.186575629097652
LIPd_R,10.804634998507547
6a_R,4.797184801799686
i6-8_R,1.34347462395142
s6-8_R,-0.93486690138806
43_R,-1.1805659767061238
OP4_R,-1.8086521355782497
OP1_R,-0.08286064255176909
OP2-3_R,-0.19006577510769684
52_R,-0.4123128578154804
RI_R,-0.11836343301055774
PFcm_R,0.21194906920093862
PoI2_R,-0.2080152711543561
TA2_R,-1.5739646879600373
FOP4_R,1.4579793237059404
MI_R,2.413630522112831
Pir_R,-2.9356140741314047
AVI_R,1.3930036961612133
AAIC_R,-0.6085552528887324
FOP1_R,0.7337417770127369
FOP3_R,1.2144653017067037
FOP2_R,0.6900306045370533
PFt_R,0.34344186242754526
AIP_R,7.627479571135015
EC_R,-2.592462872856299
PreS_R,-3.2379329739163505
H_R,-3.336569685373474
ProS_R,-1.8332101115846637
PeEc_R,-2.310433569207131
STGa_R,-2.818831211456985
PBelt_R,-1.5142999125390428
A5_R,-2.362889844563819
PHA1_R,-2.5618366379079767
PHA3_R,-1.7648004323892095
STSda_R,-2.841648993869115
STSdp_R,-1.6487245252783973
STSvp_R,-1.757438296919763
TGd_R,-2.1571959442398883
TE1a_R,-2.102907588336475
TE1p_R,-0.6495214135849013
TE2a_R,-1.351728252773454
TF_R,-1.4187876317077586
TE2p_R,0.18354108180351636
PHT_R,0.17322505244540248
PH_R,3.8761327418523415
TPOJ1_R,0.2767255688450593
TPOJ2_R,0.4473154748951419
TPOJ3_R,-0.3051230039875323
DVT_R,5.308111355985016
PGp_R,1.9830654007101878
IP2_R,8.83779795465697
IP1_R,6.65773099073043
IP0_R,7.381906601403267
PFop_R,-0.47337020701876625
PF_R,1.2628649862402646
PFm_R,2.385206124752096
PGi_R,0.5471537858266484
PGs_R,2.510125264667542
V6A_R,5.189305668294496
VMV1_R,0.04656940806413996
VMV3_R,1.6808483607151532
PHA2_R,-2.387248695228993
V4t_R,5.365071212205317
FST_R,3.5027074712056936
V3CD_R,5.43973265649089
LO3_R,2.081209309314352
VMV2_R,0.05408184141904465
31pd_R,1.1683616119999674
31a_R,-0.2057395822021511
VVC_R,0.3937693042820916
25_R,-3.6327843659199113
s32_R,-2.580430783610659
pOFC_R,-3.14669932939432
PoI1_R,-0.889502199869427
Ig_R,0.18776615180392575
FOP5_R,-0.051625904341351773
p10p_R,-1.5275118568096124
p47r_R,-0.920946817747428
TGv_R,-2.032319162233971
MBelt_R,-1.2287893593461523
LBelt_R,-0.5856487940153531
A4_R,-1.8160687558753184
STSva_R,-1.9805407977695522
TE1m_R,-1.006016700454876
PI_R,-2.573338032714451
a32pr_R,-0.6468256311142386
p24_R,-2.9346857755500673
