region,discrimination
PreS_R,-0.5968391674703112
H_R,0.18187174154173583
ProS_R,-1.0913088165235443
PeEc_R,1.0035479379306702
STGa_R,-0.43497579129499897
PBelt_R,9.052670222671887
A5_R,5.675119882669289
PHA1_R,0.5753946542451476
PHA3_R,0.8921869180614653
STSda_R,3.0001612732936076
STSdp_R,6.1573679308923674
STSvp_R,4.807630689560232
TGd_R,-0.3177950426124119
TE1a_R,0.329934078132113
TE1p_R,1.330175983750522
TE2a_R,0.3587609014907047
TF_R,0.7691192144075554
TE2p_R,0.6902287597817616
PHT_R,1.0315558719325597
PH_R,2.415151846677813
TPOJ1_R,4.152314097119651
TPOJ2_R,0.33805563577572695
TPOJ3_R,-1.4157391030058608
DVT_R,-1.171825044881017
PGp_R,-0.7858392873558754
IP2_R,1.1651562854617274
IP1_R,-1.579560598179337
IP0_R,0.05469443450430293
PFop_R,4.49863922102113
PF_R,3.562032339051636
PFm_R,-0.19571912093044053
PGi_R,-2.59613110663139
PGs_R,-1.0363498027211684
V6A_R,-0.5994576136907388
VMV1_R,0.8538588702804405
VMV3_R,1.765326161406214
PHA2_R,0.7700324174958246
V4t_R,2.271817401301269
FST_R,2.262445056010033
V3CD_R,0.7802793489977332
LO3_R,-0.37530167764251615
VMV2_R,0.5671732964072556
31pd_R,-1.3509958106420776
31a_R,-1.5916755372504467
VVC_R,2.652108803689538
25_R,-3.541145116483653
s32_R,-3.4048928682984068
pOFC_R,-3.0316393916439375
PoI1_R,1.7195187600676214
Ig_R,1.8894079774002197
FOP5_R,-0.48794139103685547
p10p_R,-2.099151175808526
p47r_R,-1.5682236924733473
TGv_R,0.809791894996474
MBelt_R,7.1004863456207294
LBelt_R,10.892855677830731
A4_R,4.910186218502998
STSva_R,2.1133299051766783
TE1m_R,1.0379383966675793
PI_R,0.9775894204735902
a32pr_R,-2.671932685661899
p24_R,-3.2907173077008145
