region,encoding
7m_R,-0.8731869737249871
POS1_R,1.6857602387995103
23d_R,-1.3644085009726499
v23ab_R,0.10717931621273873
d23ab_R,-0.8818794236546977
31pv_R,-0.9225320373716709
5m_R,-1.0600747722806432
5mv_R,-0.9039247040064246
23c_R,-1.500967355423976
5L_R,-0.08455907326734051
24dd_R,-1.8407547482555568
24dv_R,-1.8713611913135786
7AL_R,-0.33423822582096213
SCEF_R,-2.033990768974274
6ma_R,-0.7294816483633716
7Am_R,-0.8421696157987298
7Pl_R,0.3254721754874095
7PC_R,-1.1582837006150914
LIPv_R,-1.040024997332791
VIP_R,-0.6615435575225159
MIP_R,0.19732437697239502
1_R,-0.9820241589278281
2_R,-1.589501848359127
3a_R,-1.5884051688140706
6d_R,-0.9851574192911104
6mp_R,-1.2616727943830248
6v_R,-0.5657330968744932
p24pr_R,-1.9116357378225848
33pr_R,-2.9243906855963187
a24pr_R,-2.908061464035383
p32pr_R,-1.0343592614152892
a24_R,-1.7803865071835259
d32_R,-1.9263461021188042
8BM_R,-1.4225981069245026
p32_R,-1.7948118951380396
10r_R,-2.079685313413716
47m_R,0.10440137073520944
8Av_R,-1.1929061994815218
8Ad_R,-0.5436608307883313
9m_R,-1.7370060029277459
8BL_R,-1.5781898121884739
9p_R,-0.6527202935095701
10d_R,0.07718648895656402
8C_R,-0.9121269894619478
44_R,-0.8982181990018601
45_R,-1.8556812673455043
47l_R,-0.5907575547000348
a47r_R,-0.550804183636031
6r_R,-1.509884201253219
IFJa_R,-0.141423547687609
IFJp_R,-1.1430597128038855
IFSp_R,0.7566944798001637
IFSa_R,-1.1067199415414652
p9-46v_R,0.8553484202216787
46_R,0.07543693017438875
a9-46v_R,0.41620586675571064
9-46d_R,-0.09074547130363576
9a_R,0.20743028719049708
10v_R,-1.0406207448889653
a10p_R,-0.12461314424339522
10pp_R,-0.12378121797404594
11l_R,-0.4077031044565161
13l_R,-1.334588273466756
OFC_R,-1.0593636257049843
47s_R,-0.399002195639072
LIPd_R,0.6500071841112383
6a_R,0.3870771362258187
i6-8_R,0.607801164130705
s6-8_R,-0.6664542918515246
43_R,-2.0907583902358136
OP4_R,-1.940259163953634
OP1_R,-1.2129459162451728
OP2-3_R,-1.2067928098731215
52_R,-1.945575365796708
RI_R,-2.634859480219276
PFcm_R,-2.6848954178493614
PoI2_R,-2.459845763415577
TA2_R,-2.2779870396317454
FOP4_R,-2.2908657282389644
MI_R,-2.7810628353293048
Pir_R,-1.2290008935882626
AVI_R,-0.3047338367446605
AAIC_R,-1.6379631463480748
FOP1_R,-2.9762141212230038
FOP3_R,-1.682396044630756
FOP2_R,-1.9866729541761055
PFt_R,-2.213640112777631
AIP_R,-1.6852323812514893
EC_R,9.182002026441312
PreS_R,11.558758416092504
H_R,13.876847035788945
ProS_R,3.7421930660116978
PeEc_R,4.807748883730804
STGa_R,-1.3696112400384326
PBelt_R,-3.14983430450613
A5_R,-2.305132410587561
PHA1_R,12.185651867473023
PHA3_R,10.728263050709671
STSda_R,-0.5814656129948902
STSdp_R,-1.872522775364599
STSvp_R,-1.8424113493620218
TGd_R,-0.25854016084724635
TE1a_R,0.07143325260849169
TE1p_R,-0.6210633518098462
TE2a_R,0.47091517482773915
TF_R,3.8009322139988257
TE2p_R,1.0137399742062303
PHT_R,-0.17484921865348818
PH_R,1.5175784440205062
TPOJ1_R,-2.777257423739503
TPOJ2_R,-2.3525881298254436
TPOJ3_R,-1.6487303386930505
DVT_R,0.9840477124129446
PGp_R,0.7242861495207651
IP2_R,-0.3900989833294038
IP1_R,0.09301951958218353
IP0_R,3.1484059684626784
PFop_R,-1.8759504802287004
PF_R,-1.4449140575875605
PFm_R,-1.2641151260970764
PGi_R,-1.4960855741543502
PGs_R,-0.3760804979810937
V6A_R,0.19329068051090234
VMV1_R,4.31173033317844
VMV3_R,2.815229695330705
PHA2_R,15.37473453981709
V4t_R,-1.247045585456218
FST_R,-1.259896414612768
V3CD_R,2.4456268152334473
LO3_R,-0.24524252717935832
VMV2_R,5.210166482402233
31pd_R,-0.08130911514015607
31a_R,-1.166868896751144
VVC_R,7.6535834982220265
25_R,-0.9507520431940296
s32_R,-0.761426097722289
pOFC_R,-0.6924706614670684
PoI1_R,-1.2309350559727048
Ig_R,-1.1355266773371344
FOP5_R,-1.0565945317998258
p10p_R,-0.13510831844928076
p47r_R,-1.147108037735711
TGv_R,0.8843769456121942
MBelt_R,-2.5425497624125333
LBelt_R,-2.7423684152193895
A4_R,-2.6102747256855348
STSva_R,0.6601092759636559
TE1m_R,-0.4767166247787396
PI_R,-0.8248977488108111
a32pr_R,-1.7160392491575174
p24_R,-2.429189774260273
