region,expertise
7m_R,-1.9772625199919933
POS1_R,-0.7744442233305782
23d_R,-1.6032545574297665
v23ab_R,-1.0600989776839669
d23ab_R,-1.607804848150012
31pv_R,-1.3660118737195246
5m_R,-0.6134785802899154
5mv_R,-0.3466042104903863
23c_R,-1.25973669087907
5L_R,-0.2672140077834398
24dd_R,0.12126283064884272
24dv_R,0.032721528003848234
7AL_R,0.19636032710678508
SCEF_R,-0.46103338474760086
6ma_R,-0.884354178247103
7Am_R,-0.3594651946565586
7Pl_R,0.686293177866104
7PC_R,0.29873138150060624
LIPv_R,0.5457971149668613
VIP_R,0.10551453397770803
MIP_R,0.34231641274745234
1_R,0.2375297469022348
2_R,0.10260895129799441
3a_R,-0.12785448698022056
6d_R,0.6795870665581735
6mp_R,-0.0458971832898931
6v_R,0.863719276027232
p24pr_R,-0.8632805689167211
33pr_R,-2.7068191544758324
a24pr_R,-2.922519297889686
p32pr_R,-1.6266892918997018
a24_R,-3.565304024697138
d32_R,-2.9745121097968887
8BM_R,-1.8248165649559225
p32_R,-3.743835087974144
10r_R,-3.0788662966843328
47m_R,-1.1929212750737885
8Av_R,-1.2931883579439445
8Ad_R,-2.0122056326440028
9m_R,-2.5670281389859593
8BL_R,-1.5773834833458724
9p_R,-1.9736158680308695
10d_R,-0.9422190659033104
8C_R,-2.340732581714432
44_R,-0.8850695516104837
45_R,-1.5245642171669653
47l_R,-1.5319562514286273
a47r_R,-1.638989342382381
6r_R,-0.1082009068187103
IFJa_R,-0.3632896347885674
IFJp_R,-0.41731885459995666
IFSp_R,-1.0228148649572584
IFSa_R,-1.554818922186331
p9-46v_R,-1.2014641383015066
46_R,-2.170120087436775
a9-46v_R,-1.7772198664077625
9-46d_R,-2.107790583460053
9a_R,-1.7895153596602857
10v_R,-1.8329619098674699
a10p_R,-1.0658896073485977
10pp_R,-0.8311613339062865
11l_R,-1.3919404751824376
13l_R,-1.1205129357919936
OFC_R,-0.4733307316935952
47s_R,-2.0474050320909094
LIPd_R,0.3901601240561496
6a_R,0.4427364568578863
i6-8_R,-0.8797572793848804
s6-8_R,-0.9663211524580209
43_R,-0.27257594217820236
OP4_R,-0.12033649026611969
OP1_R,-0.20772004260083907
OP2-3_R,0.008527437669652993
52_R,-0.4549985929850419
RI_R,-1.015050182285194
PFcm_R,-1.0968530264883456
PoI2_R,-1.6144172882067063
TA2_R,-0.6077299688946985
FOP4_R,-1.7686588243628047
MI_R,-2.241460744401192
Pir_R,-0.9309705886150476
AVI_R,-1.7200195520666903
AAIC_R,-2.481361883888724
FOP1_R,-0.7917357158276654
FOP3_R,-1.3282328491864697
FOP2_R,0.6305069530148817
PFt_R,0.3356328563048995
AIP_R,0.19754253705824962
EC_R,-0.03621257935843786
PreS_R,-1.3073687897610362
H_R,-1.1780134759881569
ProS_R,-0.46736914301964616
PeEc_R,0.5821737237918531
STGa_R,-1.4529717757626925
PBelt_R,1.146057174067311
A5_R,1.1334213487823397
PHA1_R,-0.47127323601579024
PHA3_R,4.533741209218547
STSda_R,0.017380070820005422
STSdp_R,0.9352268001828674
STSvp_R,0.6336183492099765
TGd_R,-0.7972331747832586
TE1a_R,-1.029712438757608
TE1p_R,0.9798102469303307
TE2a_R,0.14630292336003853
TF_R,2.086516770277527
TE2p_R,3.7117227574229683
PHT_R,1.8316378364962351
PH_R,8.232493796031637
TPOJ1_R,1.6891714539843101
TPOJ2_R,1.5480651847657498
TPOJ3_R,-2.0845048952235254
DVT_R,0.3483741666292396
PGp_R,-1.2244387957223437
IP2_R,-0.46588821912830086
IP1_R,-1.2904362182893636
IP0_R,1.6491252656943225
PFop_R,-0.603794131318069
PF_R,0.16332621568857206
PFm_R,-1.0477875445724816
PGi_R,-2.6972168245283283
PGs_R,-1.7294443648536486
V6A_R,-0.19913884675602433
VMV1_R,4.002992281304144
VMV3_R,11.1213291238698
PHA2_R,1.1093644822575845
V4t_R,5.8683635902923825
FST_R,4.490843566375781
V3CD_R,2.1814381052642253
LO3_R,0.42592563037875625
VMV2_R,6.405730697746714
31pd_R,-0.7253079637187237
31a_R,-1.517633157599168
VVC_R,11.164375272882097
25_R,-1.7948235911638193
s32_R,-2.4150018464732876
pOFC_R,-1.6237816071709252
PoI1_R,-1.2350367371957314
Ig_R,-0.1654318335243432
FOP5_R,-1.3599934879356859
p10p_R,-1.8962217335621956
p47r_R,-1.808834700654558
TGv_R,0.10594741773578209
MBelt_R,0.5686828050627519
LBelt_R,1.0716676124275213
A4_R,0.7849999363270793
STSva_R,-0.4422793926346828
TE1m_R,-0.6081561939700018
PI_R,-1.6514804187642602
a32pr_R,-3.1350587246037622
p24_R,-2.895180052559096
