region,word recognition
V1_L,-0.23974593023924828
MST_L,0.5179509204962593
V6_L,-0.23819077804889915
V2_L,0.10253018575303804
V3_L,0.40567707722714885
V4_L,0.783087080922197
V8_L,2.797691905041243
4_L,-0.16451618368902948
3b_L,-0.012436216865473776
FEF_L,0.1889363802762498
PEF_L,1.705120145698298
55b_L,0.7214969401201263
V3A_L,-0.6967216865172987
RSC_L,-0.7168039199927996
POS2_L,-0.28285536999502575
V7_L,0.10980426945901584
IPS1_L,0.792169015099208
FFC_L,11.162522117027464
V3B_L,0.14631633469532845
LO1_L,0.2164546263600148
LO2_L,0.05900503686613169
PIT_L,3.1297797696996907
MT_L,-0.2588318853997878
A1_L,0.7401993716842431
PSL_L,0.7538771232536635
SFL_L,-0.1917892940474966
PCV_L,-1.1561080110289814
STV_L,0.2809425313073588
7Pm_L,-1.2570912258661526
7m_L,-0.6556726812770505
POS1_L,-0.016399182196132765
23d_L,-1.3972712156582485
v23ab_L,-0.7791962460893638
d23ab_L,-0.6351182748514215
31pv_L,-0.4276366148469922
5m_L,-0.99645656616084
5mv_L,-1.088311304318996
23c_L,-1.0497211470085002
5L_L,-0.596923048180947
24dd_L,-0.5992741339688064
24dv_L,1.6467703688003401
7AL_L,-1.1404417166896683
SCEF_L,2.8941760601127857
6ma_L,-0.4556946748413032
7Am_L,-0.6176715767136733
7Pl_L,-0.6061653294460844
7PC_L,-0.9150230563846703
LIPv_L,-0.055983424288792015
VIP_L,-1.0536720858049375
MIP_L,1.0396966420642273
1_L,-0.5341829122484274
2_L,-0.8797523721420375
3a_L,0.09274884294004257
6d_L,-0.6062286733715887
6mp_L,-0.7744102542577418
6v_L,2.1376035155700306
p24pr_L,-0.7561559179423331
33pr_L,-1.2480765604510353
a24pr_L,-0.7023133894725873
p32pr_L,2.796098215953458
a24_L,-0.947523767785307
d32_L,-1.1217931911906551
8BM_L,0.3048639832742084
p32_L,-0.8231966531063826
10r_L,-0.7061263549431844
47m_L,2.3599544418839753
8Av_L,-0.2776828119082277
8Ad_L,-0.28884940377354124
9m_L,-0.8534711564462772
8BL_L,-0.20085918113951423
9p_L,-0.9197966857306219
10d_L,-0.7119267707216369
8C_L,0.44507348199734903
44_L,4.8836227041291576
45_L,3.694715092008784
47l_L,2.5987591292513645
a47r_L,0.02362696080481981
6r_L,5.199906204116479
IFJa_L,3.532991003168642
IFJp_L,5.190032023994762
IFSp_L,3.7065049996299466
IFSa_L,4.112863872710491
p9-46v_L,0.9197228381746247
46_L,-0.599842788688098
a9-46v_L,-0.888279796068785
9-46d_L,-1.3385061490536847
9a_L,-0.7183567534408578
10v_L,-0.692253093591856
a10p_L,-1.0807581064552383
10pp_L,-0.4202991263529791
11l_L,-0.9174107152242431
13l_L,-0.5902300072655052
OFC_L,-0.7451629875568995
47s_L,0.3528416161805248
LIPd_L,2.562914359585858
6a_L,-0.9720753673305512
i6-8_L,-0.6300483810852666
s6-8_L,-0.2308890413748386
43_L,1.5759449141370185
OP4_L,0.64388977013569
OP1_L,-0.18700275490530333
OP2-3_L,-0.2343497505245721
52_L,1.1022231933650055
RI_L,0.3788515566954586
PFcm_L,0.1174576640355846
PoI2_L,0.12891852949548
TA2_L,1.8158286678881899
FOP4_L,2.3824339571556865
MI_L,0.9858045802011519
Pir_L,-0.6992917929952768
AVI_L,1.963503951421227
AAIC_L,0.2339997896702539
FOP1_L,2.4023886225729862
FOP3_L,0.9016178411108887
FOP2_L,1.4914648561204726
PFt_L,-0.3937596741130948
AIP_L,0.14498587557659515
EC_L,-0.7138807867521907
PreS_L,-0.3732889050452854
H_L,0.6719289411651306
ProS_L,-0.9189652164490612
PeEc_L,0.23981457997705505
STGa_L,2.033744349334084
PBelt_L,1.9167806571105404
A5_L,2.5645545299456822
PHA1_L,0.01875057764573452
PHA3_L,2.1073680060461
STSda_L,2.2157189835200226
STSdp_L,3.8952319189357905
STSvp_L,4.590425134376812
TGd_L,0.4682531813386284
