region,verbal fluency
23d_R,-0.4967490803192988
v23ab_R,-0.2705490476398916
d23ab_R,0.1494120886364292
31pv_R,0.8933200110213764
5m_R,-1.4002997671952677
5mv_R,-1.2110448251007822
23c_R,-0.3415756281704886
5L_R,-0.06264238789715917
24dd_R,-0.5277517341272774
24dv_R,0.9907407063180126
7AL_R,-0.6462774119607785
SCEF_R,1.0609799467564325
6ma_R,-0.014818929016624103
7Am_R,0.23289111079779032
7Pl_R,0.4183620566959891
7PC_R,-0.93740943442414
LIPv_R,-0.4774830144894406
VIP_R,-1.3306033414868013
MIP_R,2.136834667164996
1_R,-0.5517589131713567
2_R,-0.7276935893411067
3a_R,-0.5576086964893009
6d_R,-0.05690469198972776
6mp_R,-0.694771760051353
6v_R,0.8228801915979546
p24pr_R,0.08140095153072226
33pr_R,-1.219007576588437
a24pr_R,0.36985411892388703
p32pr_R,2.674438041921523
a24_R,-2.5686709866161492
d32_R,-0.6658912239007891
8BM_R,0.4110581300393368
p32_R,-2.1452743128468748
10r_R,-2.959546103323664
47m_R,0.6785295480943848
8Av_R,-0.9442693180537047
8Ad_R,0.05101236097577863
9m_R,-0.9803293403885472
8BL_R,-1.1946851744019806
9p_R,0.16812235434723963
10d_R,-0.3580238398175384
8C_R,0.09093101064285572
44_R,1.7378600203722578
45_R,0.585600745631575
47l_R,0.704190625237816
a47r_R,0.3688569528083762
6r_R,1.4318725998193722
IFJa_R,1.9868229787732021
IFJp_R,0.47705690183581245
IFSp_R,2.4102323081644386
IFSa_R,0.5547573350011593
p9-46v_R,2.301554564034089
46_R,2.1638153143945296
a9-46v_R,1.843621929226904
9-46d_R,1.083968543451717
9a_R,0.23289763709667388
10v_R,-2.0322481873818727
a10p_R,-0.4423363679673594
10pp_R,-0.7362988904428148
11l_R,-0.33020203832697465
13l_R,-2.062593813987982
OFC_R,-1.7353831609132426
47s_R,-1.2574157915476596
LIPd_R,3.054441736064172
6a_R,3.3696597027095314
i6-8_R,2.680931025010166
s6-8_R,-1.1114309853862572
43_R,-0.8865424950417217
OP4_R,-1.1275226590595981
OP1_R,-1.275917826216118
OP2-3_R,-1.2772381306604335
52_R,-1.9451748247359562
RI_R,-2.471732494544255
PFcm_R,-2.316076894490593
PoI2_R,-2.700729383547726
TA2_R,-1.3915675523913298
FOP4_R,0.7164187587374239
MI_R,0.14623525214963276
Pir_R,-2.6430779179198156
AVI_R,3.193574947267837
AAIC_R,0.5076796383052425
FOP1_R,-1.5026536120566247
FOP3_R,-0.5171082806038853
FOP2_R,-0.9294128201709053
PFt_R,-1.6571563878284727
AIP_R,0.11891988903962286
EC_R,-2.989856763610829
PreS_R,-2.976126454572694
H_R,-2.727751833821432
ProS_R,-1.6149899683221733
PeEc_R,-1.801445432611953
STGa_R,-0.2789786211098143
PBelt_R,-2.241334874514748
A5_R,-0.9819632006248994
PHA1_R,-2.7496016175613773
PHA3_R,-2.4568111063502682
STSda_R,-0.26257390367191336
STSdp_R,-0.564338074492275
STSvp_R,-0.04458592574923146
TGd_R,-0.809740963955415
TE1a_R,0.014772542625213722
TE1p_R,0.2324756011528525
TE2a_R,-0.3871421538215129
TF_R,-0.7572456950848763
TE2p_R,-0.31496565395353704
PHT_R,0.12158378854957756
PH_R,-0.625468386374467
TPOJ1_R,-1.6547520306951664
TPOJ2_R,-2.104014709356854
TPOJ3_R,-1.746382369750273
DVT_R,1.2797904550486656
PGp_R,-0.3720308840847284
IP2_R,2.0479080183443026
IP1_R,2.489625340309424
IP0_R,1.0112193098165376
PFop_R,-1.7616864795705094
PF_R,-1.3814302427231244
PFm_R,-1.0038528408902563
PGi_R,-1.466275694401585
PGs_R,-0.843906084023403
V6A_R,0.20856520322026667
VMV1_R,-2.309770782072225
VMV3_R,-2.6053404466549743
PHA2_R,-2.750480331909193
V4t_R,-3.819478035391395
FST_R,-2.725263442534237
V3CD_R,-0.794383910163852
LO3_R,-1.4791237218608135
VMV2_R,-2.71218537553395
31pd_R,1.0799790126514885
31a_R,0.7380377367372825
VVC_R,-2.4853336049176167
25_R,-2.83594651719662
s32_R,-2.349921622178294
pOFC_R,-2.7987012066528125
PoI1_R,-2.6671047111188773
Ig_R,-2.417712825097689
FOP5_R,0.9722238641608528
p10p_R,-0.25025027661259586
p47r_R,0.9671404368655517
TGv_R,-1.1071044855439798
MBelt_R,-1.820093836369275
LBelt_R,-1.91463091371686
A4_R,-1.5938650506724334
STSva_R,0.16374320094839526
TE1m_R,-0.41018569125823584
PI_R,-1.8450662539206735
a32pr_R,0.7346290953778728
p24_R,-1.9981317599925086
