region,thought
7m_R,7.453825235926452
POS1_R,4.885951239430844
23d_R,2.221708392758442
v23ab_R,10.324511662774707
d23ab_R,5.59539425351077
31pv_R,3.6943175574580693
5m_R,-0.8207599133040855
5mv_R,-0.6187938427143261
23c_R,1.030526110129804
5L_R,-0.5322841235628383
24dd_R,-0.4916658682563982
24dv_R,0.48767040102976317
7AL_R,-0.34784296902554945
SCEF_R,-1.175343788662618
6ma_R,-0.8092569457790024
7Am_R,-0.4577137807680155
7Pl_R,0.17896451371291358
7PC_R,-0.7499068866001437
LIPv_R,-1.2740438430310788
VIP_R,-0.6659955269303385
MIP_R,-0.408582036906536
1_R,-0.6021702668293037
2_R,-0.8654783190731462
3a_R,-0.9516465149537753
6d_R,-0.8811101951322422
6mp_R,-1.0449328111854939
6v_R,-1.2188976123251645
p24pr_R,0.3748516218215615
33pr_R,-0.12569051412123533
a24pr_R,-0.08945737018572263
p32pr_R,-0.6903463454779193
a24_R,2.7285912537551846
d32_R,1.1075376102730932
8BM_R,-0.2881738053573345
p32_R,3.210969853115833
10r_R,2.6935278555412228
47m_R,-0.6277242542935578
8Av_R,-1.1139837816823426
8Ad_R,0.9636310208559519
9m_R,1.8442320141979274
8BL_R,-0.11117747600974515
9p_R,0.29176157163002725
10d_R,0.859122100835782
8C_R,-1.1304405665211468
44_R,-1.48245569930017
45_R,-1.6255916949919966
47l_R,-0.3795977394150575
a47r_R,-1.2733658030524733
6r_R,-1.899697717086503
IFJa_R,-1.9158160342154729
IFJp_R,-1.920527981255531
IFSp_R,-1.3562958738144453
IFSa_R,-1.356689941778268
p9-46v_R,-0.7296185467532941
46_R,-0.1208917983469594
a9-46v_R,-0.7534731567696951
9-46d_R,-0.35867821370618513
9a_R,0.2605489379161221
10v_R,1.3143095745732944
a10p_R,-1.1312500205587055
10pp_R,-0.13207628451319253
11l_R,-0.897077173977708
13l_R,-1.8929145802526455
OFC_R,-0.29319413288475327
47s_R,-2.0679725574194325
LIPd_R,-0.7386700959167748
6a_R,-0.4557178013993405
i6-8_R,-0.23187832141939954
s6-8_R,-0.348796955062677
43_R,-1.0359396449405756
OP4_R,-0.5718811244762997
OP1_R,-1.0143138449430449
OP2-3_R,-1.242831627887436
52_R,0.22848019940404912
RI_R,-1.1251767080653188
PFcm_R,-0.6053080439198403
PoI2_R,-2.179503111099424
TA2_R,-1.2013096053076955
FOP4_R,-0.5460792350799415
MI_R,-0.9354503407444255
Pir_R,-2.2593370472119734
AVI_R,-1.6149058803783094
AAIC_R,-2.3198850495757832
FOP1_R,-1.1170185037891436
FOP3_R,-0.652000947799149
FOP2_R,-1.3595859960636882
PFt_R,-0.9393950555243762
AIP_R,-0.9854197274452614
EC_R,3.2604731143873087
PreS_R,1.5544809931801078
H_R,2.170232535339695
ProS_R,0.07520728481719328
PeEc_R,0.7013847264046023
STGa_R,-0.10534146905644443
PBelt_R,-0.559799791300443
A5_R,0.24996925632605382
PHA1_R,2.249544335408393
PHA3_R,0.8129937655435567
STSda_R,1.3928732462041802
STSdp_R,0.31852416182924304
STSvp_R,1.6377377408431402
TGd_R,0.04581003348775372
TE1a_R,2.5162404542039196
TE1p_R,0.30326391983914286
TE2a_R,0.903378980375621
TF_R,-0.02975528356777571
TE2p_R,-0.38915075928120707
PHT_R,-0.7674577959109268
PH_R,-1.6504610556190968
TPOJ1_R,-1.2510337927109278
TPOJ2_R,-0.41976587551335215
TPOJ3_R,3.5618763932124056
DVT_R,1.0658681983647302
PGp_R,4.393131839592414
IP2_R,-0.29158044181222786
IP1_R,0.45651845264855856
IP0_R,0.42784682081513314
PFop_R,0.011851991689753727
PF_R,0.29709521017810375
PFm_R,-0.33422913586955
PGi_R,3.5301614133578316
PGs_R,1.8789005883274286
V6A_R,0.4212757955051657
VMV1_R,0.21359104642841167
VMV3_R,-1.4476840528511696
PHA2_R,2.5456278502784704
V4t_R,-1.9330576529254948
FST_R,-1.8301705286177334
V3CD_R,-0.2664707354574439
LO3_R,2.7711012489250186
VMV2_R,-0.9003595703315811
31pd_R,3.1371816840644158
31a_R,3.2963737313622543
VVC_R,0.43504197547593915
25_R,0.014688279897246326
s32_R,2.595855310400145
pOFC_R,-1.3835339904605093
PoI1_R,-0.8887374881399585
Ig_R,-1.1388566335968269
FOP5_R,-1.709377743251211
p10p_R,-0.48372682578642745
p47r_R,-1.3923610999230638
TGv_R,-0.2606898881463284
MBelt_R,-0.9876261648102875
LBelt_R,-0.8238331519126801
A4_R,-0.4938036084625156
STSva_R,3.717251604975016
TE1m_R,2.754227072103997
PI_R,-0.6997483163546376
a32pr_R,-0.45141095795483965
p24_R,0.5227475019757095
