region,monitoring
7Pm_R,-0.6997115294102364
7m_R,1.5548278827989017
POS1_R,1.207348252362217
23d_R,3.5793271041320516
v23ab_R,4.795870262186758
d23ab_R,4.819859606391605
31pv_R,3.460694033867227
5m_R,-0.647070608441033
5mv_R,-0.09202730747440109
23c_R,1.8492324744162938
5L_R,-0.7312276885468768
24dd_R,1.0959908338193272
24dv_R,3.6570578610058497
7AL_R,-0.7040047901132352
SCEF_R,1.4552899229638991
6ma_R,-0.9172837714711939
7Am_R,-1.164671524372209
7Pl_R,-1.0614491180181602
7PC_R,-0.18298399422808653
LIPv_R,-1.4298439734721171
VIP_R,-1.71466614434244
MIP_R,-1.2731160354222344
1_R,-0.31678495998978634
2_R,-0.9030513269635814
3a_R,-0.8345535973530196
6d_R,-0.638837429052027
6mp_R,-1.1169521664837236
6v_R,-0.16532632003852302
p24pr_R,5.497799346701942
33pr_R,7.723614882508315
a24pr_R,8.7668317904456
p32pr_R,4.940509261448246
a24_R,4.8644521946709505
d32_R,3.2057805079623676
8BM_R,0.3995682570227047
p32_R,1.9969972498822517
10r_R,-0.4326493751433226
47m_R,-0.7937625086853102
8Av_R,-1.3839676554002582
8Ad_R,-0.5495675953118633
9m_R,0.44255971732483623
8BL_R,-0.7176714468722075
9p_R,0.31957408638063434
10d_R,-0.17852873272091394
8C_R,-0.7047897617019881
44_R,-0.6122935890410462
45_R,-0.5250497549808877
47l_R,-0.2354694402160981
a47r_R,-0.7404005500658143
6r_R,-0.6643050800784853
IFJa_R,-0.06277300384960413
IFJp_R,-0.49203796050504256
IFSp_R,-0.4119944169255845
IFSa_R,-0.6484708286341553
p9-46v_R,0.13199456905398563
46_R,0.27073472108864366
a9-46v_R,-0.24871298328438854
9-46d_R,0.6285824894368538
9a_R,0.22677441754098476
10v_R,-0.9410263912999857
a10p_R,-0.508403876203344
10pp_R,-0.5435015645355957
11l_R,-0.6574596161975298
13l_R,-1.153277720242004
OFC_R,-0.8574625401982584
47s_R,-0.9016528624849124
LIPd_R,-0.7069770260221564
6a_R,-0.2237095957489237
i6-8_R,-0.9034871511353669
s6-8_R,-0.9872337165893995
43_R,-0.247705953947923
OP4_R,-0.0751096729207787
OP1_R,0.4175690011630228
OP2-3_R,-0.5931299643520154
52_R,0.06276906895698343
RI_R,-1.0907261249703715
PFcm_R,-0.512663171838185
PoI2_R,-1.9895650123986688
TA2_R,0.39313887498136907
FOP4_R,0.1457564296761745
MI_R,0.39966645907789455
Pir_R,-1.6427848607864686
AVI_R,0.08668626162838515
AAIC_R,0.27337790048936855
FOP1_R,-0.2967997915343717
FOP3_R,-0.6471053721480207
FOP2_R,-0.7386287155136932
PFt_R,-1.2439066550468856
AIP_R,-0.7761137523041769
EC_R,-0.9413486060980528
PreS_R,-1.4857075129666784
H_R,-1.1507889756387266
ProS_R,-0.7699440328435677
PeEc_R,-1.5516847092478587
STGa_R,0.3930434896229208
PBelt_R,0.4548350728318936
A5_R,2.97974459543695
PHA1_R,-0.9023134941619007
PHA3_R,-0.6870107921660065
STSda_R,1.9470816355991358
STSdp_R,4.046887193123743
STSvp_R,3.4397763033783497
TGd_R,-0.9334664216723829
TE1a_R,-0.10315693767649424
TE1p_R,0.22750509484470535
TE2a_R,-0.5798767184007374
TF_R,-0.9318614241937212
TE2p_R,-0.6989198167401951
PHT_R,-0.7627991649954488
PH_R,-1.8171463581034635
TPOJ1_R,0.2815879125671668
TPOJ2_R,-1.7742128598554257
TPOJ3_R,-1.0188024478431392
DVT_R,-0.04516640815538985
PGp_R,-0.5378797720759307
IP2_R,-0.3604237169773911
IP1_R,-0.4253245500262563
IP0_R,-0.5294836402276981
PFop_R,-0.7765090731070694
PF_R,-0.3729368826782993
PFm_R,-0.7666010321338073
PGi_R,-0.770593280544307
PGs_R,-0.7959380473589209
V6A_R,-0.9618368532162647
VMV1_R,-0.6578189750002247
VMV3_R,-1.8126957351023532
PHA2_R,-0.3974339050548919
V4t_R,-2.3505536176152786
FST_R,-2.139856301649965
V3CD_R,-0.9501583544612003
LO3_R,-1.3687708659805677
VMV2_R,-1.3466085373274437
31pd_R,1.6603001161386925
31a_R,2.8411582215274027
VVC_R,-1.3627281601748582
25_R,1.288865300974205
s32_R,1.9266024797556955
pOFC_R,-1.2108147657173722
PoI1_R,-1.879949316052139
Ig_R,-1.2737648534364854
FOP5_R,-0.6844480464976844
p10p_R,-0.25219354867897426
p47r_R,-1.1012577470095615
TGv_R,-1.2509878556032772
MBelt_R,0.7757594453063433
LBelt_R,1.0481318002930415
A4_R,0.8255230895898932
STSva_R,2.0782218137226987
TE1m_R,0.70498751931741
PI_R,-1.0390507306562151
a32pr_R,4.885440698116552
p24_R,5.714100367247445
