region,communication
7Pm_R,-1.8081182283019346
7m_R,-1.7396307684830314
POS1_R,-1.4737516902709151
23d_R,-1.340075224584492
v23ab_R,-1.460982170610747
d23ab_R,-1.2916452128038765
31pv_R,-0.5143263218106906
5m_R,-0.9577950696241505
5mv_R,-0.7986504719227012
23c_R,-1.040625126055166
5L_R,-0.4517020613311134
24dd_R,-1.2069455905393558
24dv_R,-0.2447535132758052
7AL_R,-0.38991521584395983
SCEF_R,-0.46516532097445495
6ma_R,-1.313665583744607
7Am_R,-0.6039444607640808
7Pl_R,-0.796588990476569
7PC_R,-0.39040322044307996
LIPv_R,-0.4066723604742239
VIP_R,-0.5662112773550089
MIP_R,-1.0868038135991869
1_R,0.5192229149316565
2_R,-0.7908663776749406
3a_R,0.4095643645791122
6d_R,-1.121722246061658
6mp_R,-1.4842130097043478
6v_R,1.3420149793195248
p24pr_R,-0.8770195493915278
33pr_R,-1.451115083650783
a24pr_R,-1.738177826526705
p32pr_R,-0.44764995173632594
a24_R,-2.5321792074387286
d32_R,-1.6638865271360668
8BM_R,-1.5341726266539777
p32_R,-2.2681511305182243
10r_R,-2.2318705784191315
47m_R,-1.3935193823911851
8Av_R,-1.5608808981223956
8Ad_R,-1.7522104820710473
9m_R,-1.3337374286841392
8BL_R,-1.2598396424099183
9p_R,-0.6615646006517237
10d_R,-0.5863891129407819
8C_R,-1.7019698898521154
44_R,0.686122153264382
45_R,0.13806851847171264
47l_R,-0.6139800188343314
a47r_R,-1.1223706453679982
6r_R,0.4951076951302361
IFJa_R,0.6181980067459016
IFJp_R,-0.5759671227104872
IFSp_R,-0.6094109132794263
IFSa_R,-0.2841872490815907
p9-46v_R,-0.8875613737090547
46_R,-1.3283388848604043
a9-46v_R,-1.4627151120168855
9-46d_R,-1.3590063193138302
9a_R,-0.6548493283305237
10v_R,-1.642646669475813
a10p_R,-1.0955067333119524
10pp_R,-0.7495155234726005
11l_R,-1.1498997980140888
13l_R,-1.7795165353666154
OFC_R,-1.3003420008072823
47s_R,-1.9996151102699173
LIPd_R,-1.2972394428901866
6a_R,-1.6720897836399349
i6-8_R,-1.797714465931529
s6-8_R,-1.1697716851294107
43_R,1.5301488654289408
OP4_R,2.2553775309090094
OP1_R,0.7782113146954085
OP2-3_R,0.38468260411763555
52_R,3.1872142218774435
RI_R,1.3454265747840115
PFcm_R,1.2634960191842544
PoI2_R,-1.2122145364059238
TA2_R,3.4328438364595755
FOP4_R,-0.2884113917069879
MI_R,-0.845501537827932
Pir_R,-1.7969860503460136
AVI_R,-0.4687770589961902
AAIC_R,-1.5946338090129195
FOP1_R,-0.0914485044228108
FOP3_R,-0.894507935765812
FOP2_R,-0.24433770385995987
PFt_R,-0.9467972429298508
AIP_R,-0.9155124034962925
EC_R,-1.5618489482802351
PreS_R,-1.6772108235941112
H_R,-1.6431725022639496
ProS_R,-0.7858661078049411
PeEc_R,-0.72291110871915
STGa_R,2.738798217873474
PBelt_R,5.201442516004086
A5_R,12.34475386342017
PHA1_R,-1.5618224479162377
PHA3_R,-0.8851855561741856
STSda_R,8.02581447789409
STSdp_R,13.032901688459871
STSvp_R,12.496849727177578
TGd_R,-0.1718484970837088
TE1a_R,1.5860663904205206
TE1p_R,2.331418268011694
TE2a_R,-0.5038297378224665
TF_R,-0.5822927102397762
TE2p_R,0.028432674764284505
PHT_R,0.7750527228587367
PH_R,0.8079874170176643
TPOJ1_R,5.368684863536064
TPOJ2_R,0.48908559740747637
TPOJ3_R,-0.38067801401859386
DVT_R,-0.9418014234431064
PGp_R,-1.0538264622359734
IP2_R,-1.2676075708426535
IP1_R,-1.4180491611304213
IP0_R,-0.1992282177810266
PFop_R,-0.012198059824099857
PF_R,-0.3222170244790284
PFm_R,-1.1348226621780948
PGi_R,-1.088885222469674
PGs_R,-0.8929791656064501
V6A_R,-1.0052417731882652
VMV1_R,-1.270245633629046
VMV3_R,-0.6631925263538363
PHA2_R,-1.6823079978916646
V4t_R,1.0699140861357401
FST_R,0.5645241755385063
V3CD_R,-0.8171762028370615
LO3_R,-0.9723468366866668
VMV2_R,-0.8162507260603697
31pd_R,-1.1555394738862013
31a_R,-1.2198325125304208
VVC_R,-0.34700477853724776
25_R,-2.365934978805274
s32_R,-1.9639931577542529
pOFC_R,-2.2324003310808687
PoI1_R,-0.7990899667092316
Ig_R,-0.4686475822420911
FOP5_R,-0.5079347318516377
p10p_R,-1.869810790821514
p47r_R,-0.1940590800666039
TGv_R,-0.1418527737051856
MBelt_R,4.8303444117042895
LBelt_R,5.2036695771119055
A4_R,5.464468887089911
STSva_R,6.886130823555466
TE1m_R,2.178054396998403
PI_R,0.8192205245957964
a32pr_R,-1.947932103855583
p24_R,-2.327602466259194
