region,pain
V1_L,-1.0019713343208043
MST_L,-1.363296354916734
V6_L,-0.027693395159519688
V2_L,-0.7992986029286123
V3_L,-0.6355544992236627
V4_L,-0.9277206433770435
V8_L,-1.125045761925978
4_L,-0.25039947597609863
3b_L,0.29068417598415136
FEF_L,-1.1928628678502344
PEF_L,-1.4666038260430352
55b_L,-0.6501161865871791
V3A_L,-0.6616959820746646
RSC_L,-0.21761019737548418
POS2_L,-0.771244709188913
V7_L,-0.8764203336218359
IPS1_L,-1.2835097291442006
FFC_L,-0.9526235566164342
V3B_L,-1.0785745445965944
LO1_L,-0.7466536409523493
LO2_L,-0.46581810508642535
PIT_L,-0.6424198932731059
MT_L,-1.1878050956771353
A1_L,2.4564566485467885
PSL_L,0.8003977803757866
SFL_L,-0.4993481145641523
PCV_L,0.5502730807116392
STV_L,-0.11522451786092053
7Pm_L,-0.8027218549009152
7m_L,-1.5670720055855476
POS1_L,-1.0413148714692861
23d_L,2.6370598165486463
v23ab_L,-2.0465711780322913
d23ab_L,-0.7534313640901498
31pv_L,-1.424292041425222
5m_L,1.3157778354637544
5mv_L,1.4932444608039466
23c_L,1.4974133737866446
5L_L,0.6153113017814311
24dd_L,0.5546019456137535
24dv_L,2.1469481381738715
7AL_L,1.2738882104447233
SCEF_L,-0.1336266679606843
6ma_L,-0.1185574852088319
7Am_L,-0.00155642234236513
7Pl_L,-0.6116657614128422
7PC_L,0.8082448375436864
LIPv_L,-0.8752613615116849
VIP_L,-0.42559815359642916
MIP_L,-1.5743771022255857
1_L,0.5981664233159933
2_L,0.8959212279743499
3a_L,0.05294265869918608
6d_L,-0.36789892778525635
6mp_L,0.18293457676964056
6v_L,-0.32561834110504295
p24pr_L,3.7951492161400506
33pr_L,4.882643234616599
a24pr_L,2.815936171012398
p32pr_L,1.5908773640130078
a24_L,-1.3437565433107377
d32_L,-0.8190678159543948
8BM_L,-0.7032146446402393
p32_L,-1.1934958100253537
10r_L,-0.13369435551055808
47m_L,-1.1732093364231795
8Av_L,-0.6118372427955853
8Ad_L,-0.3315254566714616
9m_L,-0.8335061404865387
8BL_L,-0.5613399948618412
9p_L,-0.31185856285114555
10d_L,-0.821062616703357
8C_L,-1.1978594222812176
44_L,-1.3548579184318195
45_L,-0.7314615013178656
47l_L,-0.9444219471079777
a47r_L,-0.40313062546301015
6r_L,-0.9057991133345907
IFJa_L,-1.7593443560247946
IFJp_L,-2.4955363180472654
IFSp_L,-1.2384893300619035
IFSa_L,-0.7771844832626503
p9-46v_L,-0.7487415848232227
46_L,0.4350491927009883
a9-46v_L,-0.6646503241607833
9-46d_L,-0.07683011627259831
9a_L,-0.5030907621656582
10v_L,0.4939546989724654
a10p_L,0.40943741316751087
10pp_L,0.35600919201168363
11l_L,-0.3496112897554188
13l_L,-0.18927148775884664
OFC_L,-0.3493634502593482
47s_L,-0.5695774497956705
LIPd_L,-1.1338202516698392
6a_L,-0.7746315153915435
i6-8_L,-1.222584114908981
s6-8_L,-0.28851224137576553
43_L,1.9291019062886765
OP4_L,2.5340954024224867
OP1_L,2.38797199657287
OP2-3_L,1.5152804097848334
52_L,2.24524179067855
RI_L,1.0595046229834921
PFcm_L,3.053722747213873
PoI2_L,2.94774770112597
TA2_L,0.6804080102788458
FOP4_L,0.22540869899279892
MI_L,2.175570037558111
Pir_L,0.11222400461716645
AVI_L,-0.710644036549234
AAIC_L,0.2965837923643484
FOP1_L,2.4082781745211435
FOP3_L,1.6590623216759262
FOP2_L,1.8997222083250052
PFt_L,2.500962560274428
AIP_L,-0.17050053409628574
EC_L,0.631493947928139
PreS_L,0.0472214629015613
H_L,0.11484059337104571
ProS_L,-0.6935813225509153
PeEc_L,-0.2694579958935852
STGa_L,-0.5151472200262014
PBelt_L,1.5851365323375188
A5_L,0.10167415564839531
PHA1_L,0.02150054039693265
PHA3_L,-0.6898563814022136
STSda_L,-0.29537166216547084
STSdp_L,-1.1326737773095965
STSvp_L,-1.9235783148318883
TGd_L,-0.5111676016320544
TE1a_L,-0.12257056935849645
TE1p_L,-1.1430591385865532
TE2a_L,-0.09258418759273325
TF_L,-0.6315516098391699
TE2p_L,-0.6834479745211689
PHT_L,-0.5895949702223858
PH_L,-0.6636158286799919
TPOJ1_L,-0.38082761153020406
TPOJ2_L,-1.1035511026780864
TPOJ3_L,-1.7148043509604036
DVT_L,-0.2515004281587902
PGp_L,-0.6746634716480913
IP2_L,-0.6031210105973683
IP1_L,-1.798334774659463
IP0_L,-1.182103313482952
PFop_L,4.401981169151849
PF_L,1.155143396061035
PFm_L,-0.5721201976725979
PGi_L,-1.4611329200625953
PGs_L,-0.7363716200951101
V6A_L,-0.3154875509677468
VMV1_L,-0.6025401088529259
VMV3_L,-0.7558617882644979
PHA2_L,-1.1282503175375034
V4t_L,-0.648205350904838
FST_L,-1.1146068556009305
V3CD_L,-1.0786788261731726
LO3_L,-0.9436692753970505
VMV2_L,-0.8012098526029456
31pd_L,-1.580357374992954
31a_L,1.2382377716658357
VVC_L,-0.6712007844918119
25_L,-0.9756258424916272
s32_L,-1.1217383346038656
pOFC_L,-0.07793712410938673
PoI1_L,3.184788861696808
Ig_L,1.46191861806977
FOP5_L,0.33039245926252764
p10p_L,-0.2941246478396168
p47r_L,-0.8277413340638726
TGv_L,-0.4273281658396673
MBelt_L,3.4211841568748644
LBelt_L,0.9650895530145376
A4_L,1.495080417532057
STSva_L,-0.6423106811380923
TE1m_L,-0.9120475026818515
PI_L,0.4451561820625494
a32pr_L,-0.5407519873804283
p24_L,-0.7084319818491606
V1_R,-1.0787007954233552
MST_R,-0.7852592859071079
V6_R,-0.7232510672013688
V2_R,-0.8703727379214368
V3_R,-0.8968874956894168
V4_R,-0.9197753654661028
V8_R,-1.148636567566993
4_R,0.2556529113724376
3b_R,0.22527405596953767
FEF_R,0.2559616848968922
PEF_R,0.34717675883442006
55b_R,0.5732224969138063
V3A_R,-0.6425331947738663
RSC_R,0.18160078335989183
POS2_R,-0.44670011068820403
V7_R,-1.0320133988988731
IPS1_R,-1.1985566403687316
FFC_R,-0.7300972284402082
V3B_R,-1.289413851407593
LO1_R,0.1118945203587145
LO2_R,-0.4979025184799441
PIT_R,-0.6190038027128232
MT_R,-0.8555526201971465
A1_R,3.095991055255182
PSL_R,1.9656708698371868
SFL_R,-0.32526498936167825
PCV_R,0.1327796268823289
STV_R,0.7454450315075911
7Pm_R,-0.22321912922483178
7m_R,-0.9150608328492799
POS1_R,-0.5505531588582175
23d_R,1.4739344528394873
v23ab_R,-1.3246465488954973
