region,stress
V1_L,-0.843565215619258
MST_L,-2.130027803255718
V6_L,-0.06410621351152461
V2_L,-0.9382195781322922
V3_L,-1.0658806919383703
V4_L,-1.4371781671466866
V8_L,-1.3414102780233854
4_L,-2.4534042067265394
3b_L,-2.634510524608668
FEF_L,-1.7712440583182232
PEF_L,-2.445770164560274
55b_L,-1.25639026493659
V3A_L,-1.0238400451253677
RSC_L,3.194090907743404
POS2_L,0.9955899420056582
V7_L,-0.7721054480676504
IPS1_L,-1.9556144827892885
FFC_L,-1.8839550720277531
V3B_L,-0.4301105442859244
LO1_L,-1.2802214160665295
LO2_L,-3.2087589808385997
PIT_L,-2.541635181799643
MT_L,-2.3580142285529835
A1_L,-2.0791911625370623
PSL_L,-2.49269904696918
SFL_L,0.3526930425970342
PCV_L,0.013967633285568526
STV_L,-2.0828810127300126
7Pm_L,-0.6767753490610108
7m_L,0.437541325819938
POS1_L,2.553820154814897
23d_L,1.655171907484445
v23ab_L,3.488473855348812
d23ab_L,2.4710811050531976
31pv_L,0.8075159464689436
5m_L,-1.161444557677602
5mv_L,-0.25329155714714174
23c_L,1.337548591956284
5L_L,-0.6448105500686537
24dd_L,-0.6504893647205953
24dv_L,0.6879520905054758
7AL_L,-1.56871583782782
SCEF_L,-1.3511852587534765
6ma_L,-0.5697387930411565
7Am_L,-0.27094938938117163
7Pl_L,-0.8838734740768357
7PC_L,-2.362170619464231
LIPv_L,-3.263143260806339
VIP_L,-1.7274218172967764
MIP_L,-3.851410348082815
1_L,-1.524054738636911
2_L,-2.9041189505850147
3a_L,-2.226912060375079
6d_L,-1.8820601232647456
6mp_L,-1.4387065206411611
6v_L,-1.7460529412315804
p24pr_L,2.5186484930783553
33pr_L,3.8836581458646307
a24pr_L,4.096541951277539
p32pr_L,1.600910733347926
a24_L,4.275693240830389
d32_L,1.671237853380722
8BM_L,-0.12751189758383336
p32_L,2.928310665597515
10r_L,1.5175081448879715
47m_L,0.6376556276573403
8Av_L,0.23248451228005357
8Ad_L,1.6371398854900507
9m_L,1.5133521159675971
8BL_L,0.26258969429626666
9p_L,0.40451302285947277
10d_L,1.057863206074029
8C_L,-1.185084070058614
44_L,-1.5871951095760815
45_L,-1.026031498814906
47l_L,0.19561115192717043
a47r_L,-0.2154207232142835
6r_L,-2.945984314406221
IFJa_L,-1.7010525072409897
IFJp_L,-3.6567981590290066
IFSp_L,-0.6377140551967029
IFSa_L,-1.6169291494556042
p9-46v_L,-0.8635146396406109
46_L,-0.3557519663142526
a9-46v_L,-0.15604084853448025
9-46d_L,0.8680647119285027
9a_L,0.05188558935124129
10v_L,0.18497559616634882
a10p_L,-0.5066823810447935
10pp_L,0.3675650152177246
11l_L,0.05798952464604784
13l_L,-0.06450664629153118
OFC_L,0.4556527122046579
47s_L,1.228266087403116
LIPd_L,-3.3577968947727643
6a_L,-1.7718997900723892
i6-8_L,-0.8595695961319528
s6-8_L,1.253693837240516
43_L,-1.4465546470961312
OP4_L,-1.483782807253457
OP1_L,-2.206270703735573
OP2-3_L,0.04379010034912351
52_L,0.4354709728029773
RI_L,-0.8531405081001057
PFcm_L,-3.314690134203542
PoI2_L,0.6243579078798401
TA2_L,-0.5206502943456851
FOP4_L,-0.367379476811282
MI_L,0.015110081239692421
Pir_L,3.6766394285465656
AVI_L,-0.12795259856006613
AAIC_L,0.3720420599305799
FOP1_L,-0.9508828471308869
FOP3_L,0.4870273824625145
FOP2_L,-0.45979739383066937
PFt_L,-3.120801058531068
AIP_L,-3.3680993674815847
EC_L,7.86662219831887
PreS_L,6.489619747149145
H_L,7.8986194731181225
ProS_L,1.2866448026441777
PeEc_L,2.5005184068578843
STGa_L,-0.42456296409710875
PBelt_L,-2.1833117746099022
A5_L,-1.5427864676568144
PHA1_L,5.363056170043584
PHA3_L,2.864535645198011
STSda_L,-0.928214739140941
STSdp_L,-2.6391049584821924
STSvp_L,-2.644250350697191
TGd_L,0.27850264809120334
TE1a_L,-0.8760080883484184
TE1p_L,-1.6519006848384996
TE2a_L,-0.11121540638704507
TF_L,0.26301151216283875
TE2p_L,-0.7534410398925869
PHT_L,-2.275632999912837
PH_L,-3.2818363946926925
TPOJ1_L,-2.0441758515010355
TPOJ2_L,-1.552418290840358
TPOJ3_L,-0.7517149936753108
DVT_L,-0.09330401311265883
PGp_L,-0.7322412218206843
IP2_L,-3.9434884079453814
IP1_L,-2.734367158629057
IP0_L,-0.9470760042878295
PFop_L,-1.8610831619666317
PF_L,-2.031827419252967
PFm_L,-1.9179290668295526
PGi_L,-1.1869177125517867
PGs_L,-0.8652272401812771
V6A_L,-0.5169671715057119
VMV1_L,1.9294615616328739
VMV3_L,0.3402094958103898
PHA2_L,6.654218506022507
V4t_L,-3.5913430857853847
FST_L,-3.7961425375745526
V3CD_L,-1.2019700673097027
LO3_L,-0.7236058433189865
VMV2_L,2.641349290834364
31pd_L,1.0759405342528605
31a_L,0.5959916751725366
VVC_L,1.052486273521772
25_L,4.087812760543356
s32_L,2.1717361491865037
pOFC_L,3.229285427701561
PoI1_L,1.030608120979729
Ig_L,0.5919469849160965
FOP5_L,-0.4809741297151476
p10p_L,0.2002978961788742
p47r_L,-0.3078713850397361
TGv_L,-0.39842015839938644
MBelt_L,-0.577040293215471
LBelt_L,-1.8136164736966087
A4_L,-1.4321733397356309
STSva_L,-0.9115840627008995
TE1m_L,-0.6298814676458929
PI_L,0.7496993211251602
a32pr_L,2.690740905166766
p24_L,4.631792853545527
V1_R,-0.4188691665482963
MST_R,-1.939327366553944
V6_R,-0.8501858546351323
V2_R,-0.3732726467076524
V3_R,-1.037034787689551
V4_R,-2.191301565766638
V8_R,-3.067208203039772
4_R,-1.9104906395873866
3b_R,-1.8505889141271006
FEF_R,-1.544570849533285
PEF_R,-2.1634704002852114
55b_R,-1.1032915787807633
V3A_R,-0.5627977246317554
RSC_R,2.341792685366258
POS2_R,0.4335083264751473
V7_R,-1.5014228222315045
IPS1_R,-3.06065040150005
FFC_R,-0.16062999830626423
V3B_R,-0.8379804722801321
LO1_R,-1.5876516418770077
LO2_R,-2.144710312200793
PIT_R,-2.4953788876916736
MT_R,-1.6875847290690755
A1_R,-0.9403081488642814
PSL_R,-1.9273151549426066
SFL_R,-0.5877890766174371
PCV_R,0.3983030403049458
STV_R,-1.444372434111311
7Pm_R,-0.48489770047498326
7m_R,0.32612982446610206
POS1_R,1.380923883552694
23d_R,1.5283086857636585
v23ab_R,2.769654278515802
d23ab_R,2.8935557390509787
31pv_R,2.5794460709824483
5m_R,-0.44406216323187553
5mv_R,0.058171971604632985
23c_R,1.2607065103974533
5L_R,-0.355901126831717
24dd_R,-0.3875687409075516
24dv_R,0.9385637524725153
7AL_R,-0.47550672142069383
SCEF_R,-1.1007254479773176
6ma_R,-0.7625601390322999
7Am_R,-0.9069241549181407
7Pl_R,-1.1305236405158319
7PC_R,-1.2654646931595188
LIPv_R,-2.700646848215177
VIP_R,-1.2286047464103345
MIP_R,-2.316983072701584
1_R,-1.253926034177678
2_R,-2.202164426237513
3a_R,-2.297863662176977
6d_R,-1.9385906059241187
6mp_R,-1.7468709061606609
6v_R,-1.3000752569997702
p24pr_R,2.6833049015968466
33pr_R,3.055885190858553
a24pr_R,2.3534116660932645
p32pr_R,0.5728292740495528
a24_R,4.91623006164555
d32_R,2.6300964375648026
8BM_R,0.06598110172772308
p32_R,2.2051468225762187
10r_R,1.5500424189594193
47m_R,1.4321615384328477
8Av_R,-0.7198539618950823
8Ad_R,0.04582918690017267
9m_R,1.567824760798069
8BL_R,-0.2621027920537426
9p_R,-0.5251272649501042
10d_R,0.7380599661486252
8C_R,-0.7786467977605118
44_R,-0.992001191057488
45_R,-1.2525235668799166
47l_R,0.463519818551426
a47r_R,0.28824013895134176
6r_R,-1.9661420868028894
IFJa_R,-0.15003394347201912
IFJp_R,-1.9900735728095578
IFSp_R,-0.5783964833197375
IFSa_R,-0.5034511127517509
p9-46v_R,0.2246109517591605
46_R,0.6194448332147212
a9-46v_R,0.8394530412040828
9-46d_R,0.7512904273243173
9a_R,1.3704303932006043
10v_R,0.42010826631824083
a10p_R,-0.23718029402338472
10pp_R,0.28272939779970113
11l_R,0.6444402102394149
13l_R,0.3038646956010844
OFC_R,-0.026173626636016748
47s_R,1.0810487339761234
LIPd_R,-3.227488437224038
6a_R,-1.9186732407953198
i6-8_R,-0.45489233172518473
s6-8_R,-0.018711884340204127
43_R,-1.961240099307722
OP4_R,-2.1140792952425165
OP1_R,-0.3779954609398671
OP2-3_R,-0.3479040643200668
52_R,0.7808165183999303
RI_R,-2.2001579605204196
PFcm_R,-2.32969849624703
PoI2_R,0.14074860389334598
TA2_R,-0.8584073106181173
FOP4_R,-1.4824370871319192
MI_R,-0.38081590278964145
Pir_R,3.2421913210684385
AVI_R,-0.8857608686896885
AAIC_R,0.23327460751717805
FOP1_R,-1.3238783163147012
FOP3_R,-0.9452196550889846
FOP2_R,-1.6471371341603727
PFt_R,-2.149149658205503
AIP_R,-3.670150538206438
EC_R,8.955939454831633
PreS_R,6.555226518526962
H_R,8.126405799242182
ProS_R,2.166886695528218
PeEc_R,2.238443293351371
STGa_R,-0.09018645682219913
PBelt_R,-2.4905659880299233
A5_R,-1.627512083147454
PHA1_R,6.60673014915528
PHA3_R,5.372215475564784
STSda_R,-0.35099665969638605
STSdp_R,-1.0646044527622907
STSvp_R,-1.2927056168432156
TGd_R,0.2624919692052593
TE1a_R,-0.45005029607653724
TE1p_R,-1.2532043006262603
TE2a_R,-0.12483010614217827
TF_R,1.5493061644147663
TE2p_R,0.5476013186023158
PHT_R,-1.1683450675784297
PH_R,-2.4436727570878833
TPOJ1_R,-1.9914327107010508
TPOJ2_R,-1.7614247370679497
TPOJ3_R,-2.2689596830265537
DVT_R,-0.27108120039023326
PGp_R,-0.584412847554152
IP2_R,-3.1308049536241196
IP1_R,-1.9005455353844884
IP0_R,-1.0339371603386236
PFop_R,-1.252185577058733
PF_R,-1.5316097620376625
PFm_R,-2.035473366292592
PGi_R,-2.137350726947395
PGs_R,-1.258031720213373
V6A_R,-0.7355917999832597
