region,competition
POS1_R,-0.44487604637865275
23d_R,-2.1337410396362757
v23ab_R,-1.1377660814731643
d23ab_R,-2.355538314800921
31pv_R,-2.0833051786551664
5m_R,-1.981069381621857
5mv_R,-1.274195905496439
23c_R,-1.4236367778476602
5L_R,-0.8841917581054378
24dd_R,-1.4636266017356128
24dv_R,-0.2688471190779376
7AL_R,-0.09510192684362184
SCEF_R,-0.10275565091761428
6ma_R,-0.5356593765800166
7Am_R,0.5570232783064938
7Pl_R,1.1329318300162352
7PC_R,-0.28616718763092336
LIPv_R,1.4483102749113905
VIP_R,1.186348299224794
MIP_R,2.8171093853849225
1_R,-1.0699197155414233
2_R,-1.8615847761639348
3a_R,-2.2920464507983427
6d_R,-1.49803602526766
6mp_R,-1.4407669258475115
6v_R,0.5011176168524386
p24pr_R,-0.960426558273949
33pr_R,-1.7058449588277642
a24pr_R,-0.2991649440932363
p32pr_R,1.0509645624603636
a24_R,-0.12019433619417719
d32_R,1.040523430421169
8BM_R,1.1264884861851168
p32_R,-0.3992904918388184
10r_R,0.3787448197076218
47m_R,0.23917401014725745
8Av_R,-0.3840645845998469
8Ad_R,-0.6978083663511923
9m_R,1.818953564412249
8BL_R,-0.7522012571474591
9p_R,0.027228995072477984
10d_R,0.5837172525369757
8C_R,0.5170591932786698
44_R,0.5552950119256047
45_R,-0.26152733773441306
47l_R,1.1818127873652269
a47r_R,0.3590602513803604
6r_R,1.163593765001792
IFJa_R,2.466751867717611
IFJp_R,0.7945188395789714
IFSp_R,1.8238921794326022
IFSa_R,0.9416673305469225
p9-46v_R,1.9539302185324978
46_R,0.8929617428723566
a9-46v_R,2.448692021298454
9-46d_R,0.6271271560157281
9a_R,1.5666577676326685
10v_R,0.2802993510198063
a10p_R,-0.08893380319096872
10pp_R,-0.3087763598958159
11l_R,-0.6173216577819135
13l_R,-1.261951969687121
OFC_R,-0.4895898252478537
47s_R,-0.2688500006079516
LIPd_R,1.8773757604844183
6a_R,0.5430288115208751
i6-8_R,0.5686425735234752
s6-8_R,-1.1852275300830788
43_R,-1.351003528914371
OP4_R,-2.653847028991337
OP1_R,-2.6205783562544176
OP2-3_R,-2.3534282402935043
52_R,-3.2665359666375897
RI_R,-3.042880340743781
PFcm_R,-2.659334123249803
PoI2_R,-2.756834923066773
TA2_R,-2.2332836617180343
FOP4_R,-0.3976036988721156
MI_R,-0.5297772822139527
Pir_R,-2.530467391347392
AVI_R,1.2161143165904864
AAIC_R,0.23266629331936445
FOP1_R,-1.1355348365378606
FOP3_R,-1.2231825949963413
FOP2_R,-1.2127460294450552
PFt_R,-1.750158405415282
AIP_R,-0.07814723309347694
EC_R,-1.6704425109386607
PreS_R,-2.442135853045892
H_R,-2.2473032201382948
ProS_R,-1.1207735090626016
PeEc_R,-1.2303182117569205
STGa_R,-0.8039308402453862
PBelt_R,-3.409489455919003
A5_R,-2.5790941282959325
PHA1_R,-1.954708997182684
PHA3_R,-0.45954115305680526
STSda_R,-1.7878230866791684
STSdp_R,-1.8143272385344609
STSvp_R,-1.6191226771452778
TGd_R,-1.403528921118339
TE1a_R,-0.7154265335267112
TE1p_R,-0.4269999844329453
TE2a_R,-0.4909725404669722
TF_R,-0.3270576852197851
TE2p_R,0.9858512576540435
PHT_R,0.3010607680950693
PH_R,4.308466651525491
TPOJ1_R,-0.4971085410388652
TPOJ2_R,0.004528377838755151
TPOJ3_R,-1.2210535606506914
DVT_R,0.9607153255448705
PGp_R,0.08302197311813792
IP2_R,0.15279094809691018
IP1_R,1.343600447395278
IP0_R,3.1769286499271567
PFop_R,-2.5752280121773805
PF_R,-0.442108880359121
PFm_R,-1.0036782301089588
PGi_R,-1.553729491822111
PGs_R,-0.38053972137242764
V6A_R,1.1486255241993804
VMV1_R,0.5803476380187965
VMV3_R,2.7850481266571787
PHA2_R,-1.495784860531946
V4t_R,4.334546800308077
FST_R,2.4089562169215317
V3CD_R,3.1969191087452185
LO3_R,0.5191545615891571
VMV2_R,1.0560114560886058
31pd_R,-1.3133273113959718
31a_R,-0.945359006962693
VVC_R,1.973717509054616
25_R,-0.599288613056924
s32_R,1.4394275632326536
pOFC_R,-0.7011994172693022
PoI1_R,-3.4131733422218296
Ig_R,-2.536688366061155
FOP5_R,-0.13844913366589315
p10p_R,0.5587619119866732
p47r_R,1.9244998301690135
TGv_R,-1.260410864205121
MBelt_R,-3.3671121162819473
LBelt_R,-3.5320878372082185
A4_R,-2.285330146502129
STSva_R,-0.8151754781725523
TE1m_R,-1.2178472230854045
PI_R,-2.946558695473497
a32pr_R,1.010751703504377
p24_R,-0.49754022752024274
