region,distraction
POS1_R,-1.2797329078175124
23d_R,-0.10424592821648208
v23ab_R,-2.1318226338028294
d23ab_R,-1.7381903105393242
31pv_R,-0.9604524700971039
5m_R,-0.7170972444620611
5mv_R,-0.18973418081613688
23c_R,-0.38562007648045077
5L_R,0.29481133440116425
24dd_R,0.6504653071614601
24dv_R,2.3998765482109827
7AL_R,-0.17856257481509805
SCEF_R,2.20836763664279
6ma_R,0.3164737803102624
7Am_R,-0.7007643379155754
7Pl_R,0.31059993336049185
7PC_R,0.31157152305448316
LIPv_R,1.5598344239201285
VIP_R,-0.3460195332416115
MIP_R,2.1779959681456584
1_R,-0.7693135469061507
2_R,-0.1589673281325163
3a_R,-0.5347848768827836
6d_R,-0.2526237055781867
6mp_R,-0.07496590390929865
6v_R,1.2494233356353488
p24pr_R,2.084950492956241
33pr_R,1.1579887830944218
a24pr_R,2.544757399993405
p32pr_R,3.5513986959728827
a24_R,-2.1290265076948716
d32_R,-0.2137363809684913
8BM_R,1.2644281294253787
p32_R,-1.1104454335017915
10r_R,-2.3847168555812677
47m_R,0.6510518169410953
8Av_R,-0.45915154521442547
8Ad_R,0.35671757612250643
9m_R,-1.1204560135862731
8BL_R,-1.0862967170323852
9p_R,0.7099583864326289
10d_R,-0.22957477940934828
8C_R,0.49560846280459747
44_R,1.6570397731489874
45_R,1.2911770199657777
47l_R,1.1498446285285173
a47r_R,0.8819441794376353
6r_R,1.9682441883231874
IFJa_R,2.126310941074491
IFJp_R,1.5631057998067224
IFSp_R,2.001056146313787
IFSa_R,1.1071411692069528
p9-46v_R,1.8883441762552167
46_R,1.332088276638999
a9-46v_R,2.0398263695993406
9-46d_R,1.1190171064269683
9a_R,0.4675768350633076
10v_R,-1.4023424787588956
a10p_R,0.3139323197864058
10pp_R,0.21184473218862984
11l_R,-0.21109027182717688
13l_R,-1.2915079321322271
OFC_R,-1.3363099152799491
47s_R,-0.6182283273096829
LIPd_R,3.5715732505360682
6a_R,3.407228973601323
i6-8_R,1.9748101498281236
s6-8_R,-0.38396556458225733
43_R,0.16894974178570993
OP4_R,-1.1113713692433824
OP1_R,-0.21698872625146265
OP2-3_R,-0.04762753416626563
52_R,-0.058510931797123744
RI_R,-0.7826480063969761
PFcm_R,-0.24099713866773373
PoI2_R,-0.5109829022500978
TA2_R,-0.9499067914241378
FOP4_R,2.384304095121433
MI_R,3.0213168800275425
Pir_R,-2.163436829653208
AVI_R,3.3317265745921962
AAIC_R,1.271769024573788
FOP1_R,1.0366279497234676
FOP3_R,1.1764538587228437
FOP2_R,1.1370241644662362
PFt_R,-0.7253764388253493
AIP_R,1.122597107813446
EC_R,-2.0816713137099807
PreS_R,-2.375087841919444
H_R,-2.6133292332233964
ProS_R,-1.8558662245554292
PeEc_R,-2.1137139492251507
STGa_R,-0.5722527553429795
PBelt_R,-1.2553089584361354
A5_R,-1.3224601049274751
PHA1_R,-1.8741599269502118
PHA3_R,-1.830835356396447
STSda_R,-1.5067796917279397
STSdp_R,-0.5920733846753214
STSvp_R,-0.7163321367869944
TGd_R,-1.170020708167144
TE1a_R,-1.6782059754587366
TE1p_R,-1.2432927039232016
TE2a_R,-1.4108016093878637
TF_R,-1.3062519789088975
TE2p_R,-0.6150219835858135
PHT_R,-0.6573870534972726
PH_R,-0.39624245912355305
TPOJ1_R,0.056499509108934406
TPOJ2_R,-0.3746961403749001
TPOJ3_R,-1.1576973356146056
DVT_R,0.6969735041934608
PGp_R,-0.7526645969904864
IP2_R,1.993817199384147
IP1_R,1.6002552637745733
IP0_R,0.736909033316011
PFop_R,-0.21406411735738937
PF_R,-0.269391581484424
PFm_R,-0.8672387948456012
PGi_R,-1.4797361198911156
PGs_R,-1.1615916663123085
V6A_R,0.6062077298005426
VMV1_R,-1.1759968634538573
VMV3_R,-1.6018913272048527
PHA2_R,-2.1677426986321806
V4t_R,0.21208386518952607
FST_R,0.7158309624148437
V3CD_R,-0.0049603066917900665
LO3_R,0.22947803976382622
VMV2_R,-1.4687144615483236
31pd_R,-0.2737739396960703
31a_R,-0.9483056933111148
VVC_R,-1.2402294471892115
25_R,-2.9128666978329862
s32_R,-2.8541162246481737
pOFC_R,-2.247502159357862
PoI1_R,-1.091258959640938
Ig_R,-0.2957398971035706
FOP5_R,1.6482485142234882
p10p_R,-0.1255662398689748
p47r_R,0.8339490097425093
TGv_R,-1.8549350092947534
MBelt_R,-0.7464343374948489
LBelt_R,-0.8420036906976767
A4_R,-1.2213069110818404
STSva_R,-1.4731563498112448
TE1m_R,-1.1526155852636453
PI_R,-1.9195368261021681
a32pr_R,1.5861644449586234
p24_R,-1.60317319239755
