region,anxiety
V1_L,-1.5689976260659293
MST_L,-2.2189355533050197
V6_L,-1.4107490504135296
V2_L,-1.657380961562186
V3_L,-1.633604471663349
V4_L,-1.6510187790262465
V8_L,-0.7021272957849874
4_L,-2.1330791689123365
3b_L,-1.9820930559499237
FEF_L,-1.7109187444238207
PEF_L,-2.418442689704205
55b_L,-0.9101987885695665
V3A_L,-1.4088581223067362
RSC_L,0.1274965100662701
POS2_L,-1.8234041418419757
V7_L,-1.8645085949661464
IPS1_L,-3.023571375974973
FFC_L,-1.2568220409411055
V3B_L,-1.450733219489225
LO1_L,-1.0711980424344854
LO2_L,-2.1201458990658457
PIT_L,-1.4099058625822858
MT_L,-2.1785194523507516
A1_L,-0.12995663370009786
PSL_L,-1.8687086131587505
SFL_L,0.5200433268268682
PCV_L,-1.2170849972686095
STV_L,-2.2196476704722206
7Pm_L,-2.340043451183612
7m_L,-2.016601766702167
POS1_L,-0.6709341310496644
23d_L,0.7913105259202494
v23ab_L,0.2700784011875497
d23ab_L,-0.511397623880992
31pv_L,-1.8181396969739982
5m_L,-1.1666136500505726
5mv_L,-0.4727803367888772
23c_L,0.25170292621969437
5L_L,-0.5099273192357221
24dd_L,-1.1634319169302154
24dv_L,1.1075711862355435
7AL_L,-1.4381342310240006
SCEF_L,-1.2526239770499272
6ma_L,-0.4148389308382057
7Am_L,-1.217903465404449
7Pl_L,-1.6529289422421032
7PC_L,-1.6963522928658779
LIPv_L,-3.205120066741327
VIP_L,-1.6584348006793144
MIP_L,-4.041830013200472
1_L,-1.127779654678824
2_L,-2.1406141796642406
3a_L,-2.061668434000921
6d_L,-1.3232241066647756
6mp_L,-1.4068173236499157
6v_L,-1.1815980966031139
p24pr_L,2.5892311063270577
33pr_L,4.608013731261632
a24pr_L,4.121807265903405
p32pr_L,1.4073219673467834
a24_L,3.488294183239031
d32_L,1.3278159527253761
8BM_L,-0.12999522123296975
p32_L,2.649424599948667
10r_L,1.6876556706141277
47m_L,1.817190271625925
8Av_L,0.045829573316070925
8Ad_L,1.4935631459476153
9m_L,0.8085935799124009
8BL_L,1.249142886816781
9p_L,0.6412277890681878
10d_L,0.8118648273595054
8C_L,-0.7464628053657159
44_L,-1.1023218261043792
45_L,-0.29880670466237863
47l_L,1.1140154813614764
a47r_L,0.32025362884662245
6r_L,-2.3664180282125478
IFJa_L,-1.3889078018203738
IFJp_L,-3.4146450163456152
IFSp_L,-0.33357518835519445
IFSa_L,-0.8542782483612168
p9-46v_L,0.0803308680593197
46_L,0.5324037070771651
a9-46v_L,0.11755878950872972
9-46d_L,1.4071711993467144
9a_L,0.5544983955035083
10v_L,1.7596013610582393
a10p_L,0.3723406712464479
10pp_L,1.0684274764100241
11l_L,0.8991286964865499
13l_L,1.6921675593926349
OFC_L,1.318084591200714
47s_L,3.4961780279120473
LIPd_L,-3.159941344445688
6a_L,-1.8641977095294773
i6-8_L,-1.3702122956835663
s6-8_L,1.993171917894532
43_L,-0.25028468613758403
OP4_L,-0.6640033897960209
OP1_L,-0.3376023041949345
OP2-3_L,1.2928670268345657
52_L,2.097663729160434
RI_L,-0.2445265400297683
PFcm_L,-1.739049125616265
PoI2_L,4.726779780516192
TA2_L,1.2973336327785885
FOP4_L,2.0703144111477325
MI_L,4.774123146152188
Pir_L,6.341816548059613
AVI_L,2.606203651383188
AAIC_L,3.8762300497880258
FOP1_L,0.9841259027625717
FOP3_L,3.1101082135775218
FOP2_L,0.8630974766647294
PFt_L,-1.6602880773660833
AIP_L,-3.1649440326286573
EC_L,6.601078281007359
PreS_L,0.19217142687863623
H_L,1.5931036181038416
ProS_L,-1.4603038132849377
PeEc_L,1.6577223821581455
STGa_L,0.46862717676556126
PBelt_L,-1.7948939778117008
A5_L,-1.8290655546268069
PHA1_L,-0.33704550606382055
PHA3_L,-0.9995085425635212
STSda_L,-0.8548067992069643
STSdp_L,-3.219760391670321
STSvp_L,-3.573670530404016
TGd_L,0.2714530600209102
TE1a_L,-1.14693659301967
TE1p_L,-2.152357381742433
TE2a_L,-0.5023746438505389
TF_L,-1.1914811641743244
TE2p_L,-0.9135833554058026
PHT_L,-1.986171125129269
PH_L,-2.309075687180014
TPOJ1_L,-2.534816154847759
TPOJ2_L,-2.468462916322396
TPOJ3_L,-2.4023301675192115
DVT_L,-1.5735812325706258
PGp_L,-1.2123080956029497
IP2_L,-3.4955088993360426
IP1_L,-3.523418959966494
IP0_L,-2.4567555987434218
PFop_L,0.15146444089149264
PF_L,-1.3317695014210678
PFm_L,-1.723326550355928
PGi_L,-2.4708194071764167
PGs_L,-0.7982467739943193
V6A_L,-1.0956574013316953
VMV1_L,-1.2704977287868293
VMV3_L,-1.1692979281632652
PHA2_L,-0.9709606363174031
V4t_L,-2.251781575669403
FST_L,-2.7421212745139893
V3CD_L,-1.7301981639549349
LO3_L,-0.8422895043674845
VMV2_L,-1.1955644378882848
31pd_L,-1.7694302244338544
31a_L,-1.115021601295163
VVC_L,-0.48470629024099376
25_L,3.6371114420258155
s32_L,2.704665176324195
pOFC_L,3.64095040670358
PoI1_L,3.9677403339750925
Ig_L,2.6323240629491607
FOP5_L,2.274314679573123
p10p_L,0.2614582478681813
p47r_L,0.22372065167679683
TGv_L,-0.35027050409690785
MBelt_L,2.0096552602823627
LBelt_L,-1.2433370797529313
A4_L,-1.169652123387832
STSva_L,-1.6172560095810296
TE1m_L,-1.2986473732793986
PI_L,1.7317139443635259
a32pr_L,2.4742300600178044
p24_L,3.3653390224039286
V1_R,-1.4519859574347806
MST_R,-1.161497302436309
V6_R,-1.7005444970943027
V2_R,-1.430992878778223
V3_R,-1.561093181018557
V4_R,-1.8970456043619999
V8_R,-2.267379740710781
4_R,-1.4910647782211308
3b_R,-1.3862516127094004
FEF_R,-0.38761073054065226
PEF_R,-0.7855747192829682
55b_R,0.22432923923160764
V3A_R,-1.075084986462708
RSC_R,0.4341152894562858
POS2_R,-1.60668521534971
V7_R,-1.855450224650994
IPS1_R,-3.2159347082833527
FFC_R,0.5949607828197293
V3B_R,-1.7072178394966726
LO1_R,-0.9661978112185214
LO2_R,-1.205052145987863
PIT_R,-1.3788582768354862
MT_R,-1.572897060443037
A1_R,1.606385218894619
PSL_R,-0.7195555291458263
SFL_R,-0.36741242834421867
PCV_R,-0.8724126058507591
STV_R,-0.5057217005937885
7Pm_R,-1.776150299987669
7m_R,-1.9811995119375099
POS1_R,-1.1525452659014945
23d_R,0.39547091639875154
v23ab_R,-0.46069041035019875
d23ab_R,-0.3972534279945808
31pv_R,0.10057472140446054
5m_R,-0.24878141710359672
5mv_R,-0.19990072937660225
23c_R,0.06375028992442061
5L_R,0.15857506289738707
24dd_R,-0.360752937832065
24dv_R,0.2489506637070267
7AL_R,-0.196763750826938
SCEF_R,-0.3412762525489418
6ma_R,-0.517049032765529
7Am_R,-1.6384060475315092
7Pl_R,-1.7536354277683794
7PC_R,-0.6389074513572485
LIPv_R,-1.9163973750712215
VIP_R,-1.2245229124670647
MIP_R,-2.2376386680725915
1_R,-0.9550539013220917
2_R,-1.3601994894835414
3a_R,-1.8189498373691275
6d_R,-1.3545026456487086
6mp_R,-1.3145280357652125
6v_R,-0.9371466463975913
p24pr_R,1.9374739008810618
33pr_R,3.3543667164897597
a24pr_R,2.6578229466156076
p32pr_R,1.09951070008145
a24_R,4.062274659811356
d32_R,1.8903959322495183
8BM_R,0.411076947649474
p32_R,2.207024154865032
