region,focus
7m_R,2.2580727780347893
POS1_R,1.8087695533457002
23d_R,1.6250542981926503
v23ab_R,4.72192647131037
d23ab_R,3.466991831050385
31pv_R,2.542391727984608
5m_R,-0.5441801767368889
5mv_R,-0.23953265568743232
23c_R,1.0059316930480702
5L_R,-0.057955725346472996
24dd_R,-0.21008040039839143
24dv_R,1.9150815758498139
7AL_R,-0.04611360573899967
SCEF_R,-0.17555620724302443
6ma_R,-0.6690323375742014
7Am_R,0.009399096609028096
7Pl_R,0.07745083370686723
7PC_R,0.502741555821555
LIPv_R,0.375807369260144
VIP_R,-0.4258095160773939
MIP_R,1.4317833183030308
1_R,-1.1947610132394069
2_R,-0.8446971994138037
3a_R,-1.4744818170819403
6d_R,-0.6966059238895393
6mp_R,-1.0505941802767926
6v_R,-0.10766453301746015
p24pr_R,2.216620692633137
33pr_R,2.3702003457542284
a24pr_R,2.3079833606959688
p32pr_R,1.5828913276128975
a24_R,0.7255843511270158
d32_R,1.3134551075731709
8BM_R,0.04197536339660657
p32_R,0.6823893667255158
10r_R,-1.0344535294174309
47m_R,-0.028945471771888727
8Av_R,-1.5697970890139814
8Ad_R,-0.40662950090583894
9m_R,-0.41336695375670196
8BL_R,-1.102529089021776
9p_R,-0.34001484803155047
10d_R,-0.15654754799703277
8C_R,-0.7760033191124412
44_R,-0.024114519679196388
45_R,-0.2648658505922127
47l_R,0.29489553337755414
a47r_R,-0.8603885637724414
6r_R,-0.027792766715897185
IFJa_R,0.4784470392703298
IFJp_R,-0.4215843869682734
IFSp_R,0.19200356209262706
IFSa_R,0.014010001647356822
p9-46v_R,0.46490604610045894
46_R,0.28600366326919496
a9-46v_R,0.16884329011365892
9-46d_R,-0.02957478587094987
9a_R,-0.36373287431151213
10v_R,-0.9833928780128793
a10p_R,-0.8521552342319679
10pp_R,-0.6882944742474694
11l_R,-0.8829395397704294
13l_R,-1.2717722945977261
OFC_R,-0.7311841801391125
47s_R,-1.3177655414789413
LIPd_R,2.7581040185930163
6a_R,1.7272940516113005
i6-8_R,0.7283214178251081
s6-8_R,-0.8724182587402805
43_R,-0.6516016500407444
OP4_R,-0.9153138889098285
OP1_R,-0.14442158075313646
OP2-3_R,-0.538603151014533
52_R,-0.03275859368509875
RI_R,-0.7830566263645233
PFcm_R,-0.46793062560255355
PoI2_R,-1.756192777185071
TA2_R,-0.5686352138980545
FOP4_R,0.519513224486518
MI_R,0.11614861803167471
Pir_R,-1.8574870811602349
AVI_R,-0.2686150047755382
AAIC_R,-0.7721080136610179
FOP1_R,-0.04397106429543966
FOP3_R,0.09442145273305477
FOP2_R,-0.5501799663381162
PFt_R,-1.1714155166597562
AIP_R,1.5716033202044688
EC_R,4.006825047450281
PreS_R,2.0415095018397915
H_R,3.916514151654654
ProS_R,-0.2729082657741656
PeEc_R,2.379399809133491
STGa_R,-0.46642400693863734
PBelt_R,-0.1394063638851148
A5_R,-0.172196647305924
PHA1_R,3.3514887412660146
PHA3_R,2.5805307819408996
STSda_R,0.42135940950360123
STSdp_R,-0.04503370638159484
STSvp_R,0.1790720104984423
TGd_R,-0.5749563332085028
TE1a_R,0.2922324216067652
TE1p_R,0.2262878404305545
TE2a_R,0.32816807478236826
TF_R,1.1845587525726633
TE2p_R,0.2730771348685973
PHT_R,-0.4574073804903391
PH_R,-1.0774676725118588
TPOJ1_R,-1.216517679348485
TPOJ2_R,-1.3659905253827642
TPOJ3_R,-0.628135822381065
DVT_R,1.478190952541581
PGp_R,0.7847827973541922
IP2_R,3.264733352781163
IP1_R,1.877346310503025
IP0_R,1.2782776720658195
PFop_R,-0.8382021582656296
PF_R,0.10316889636738265
PFm_R,-0.21285233636196083
PGi_R,-0.1621702452346339
PGs_R,-0.08748916030980633
V6A_R,1.4959649646599327
VMV1_R,-0.14211558709269806
VMV3_R,-1.020693053658503
PHA2_R,4.643336788310939
V4t_R,-2.4143339829109802
FST_R,-1.3744747559725206
V3CD_R,-0.6649033851835345
LO3_R,0.0629145742774984
VMV2_R,-0.40191955474084456
31pd_R,2.076479890536512
31a_R,2.272052223589891
VVC_R,1.2720686155119707
25_R,-0.6138032806510605
s32_R,0.39631697737054467
pOFC_R,-1.4144055890599567
PoI1_R,-0.8396100138843549
Ig_R,-1.0790384987613288
FOP5_R,-0.8203958103489131
p10p_R,-0.9554061306735303
p47r_R,-0.8676701975058255
TGv_R,0.3731523642997288
MBelt_R,-0.6254429095102411
LBelt_R,-0.09457272664987097
A4_R,-0.5761845048213492
STSva_R,0.8415832900593767
TE1m_R,0.7318528510524326
PI_R,-0.6146391701037605
a32pr_R,1.3638899995308797
p24_R,0.9399903120625012
