region,movement
STV_R,-0.15398641338747263
7Pm_R,1.4355986254491753
7m_R,-0.8055173460208888
POS1_R,-0.9492925209963748
23d_R,0.6251974952349505
v23ab_R,-0.6007907266741805
d23ab_R,-0.6882472119510579
31pv_R,-0.5480352628342737
5m_R,1.188389129888628
5mv_R,0.8163554678381121
23c_R,0.28682493192443587
5L_R,-0.11856799846027291
24dd_R,2.5113335275980178
24dv_R,1.734215497532029
7AL_R,1.0093350539371282
SCEF_R,0.6793119123367316
6ma_R,0.6186530290689011
7Am_R,0.8769708357005593
7Pl_R,0.6325874967192568
7PC_R,0.5369787427063946
LIPv_R,1.0856622308034
VIP_R,2.101447812515852
MIP_R,0.0668422170724621
1_R,0.8109327942556702
2_R,1.6066189307343421
3a_R,1.63602419547338
6d_R,1.547628314118832
6mp_R,1.439929749643001
6v_R,0.23206869538887692
p24pr_R,1.372449360121357
33pr_R,-0.5323938307073883
a24pr_R,-0.90317653667842
p32pr_R,-0.5845106521537035
a24_R,-0.75951729140959
d32_R,-0.8305233673183213
8BM_R,-0.3969601139611533
p32_R,-0.5318921681731102
10r_R,-0.9469370464579292
47m_R,-1.022598419110836
8Av_R,0.7367609655815491
8Ad_R,-0.5122055251056954
9m_R,-0.6395683210778998
8BL_R,-0.2007208898008915
9p_R,-0.5608242897326244
10d_R,0.4125405400341631
8C_R,-0.08303955229571996
44_R,-0.7970002716745196
45_R,-1.1395300451710881
47l_R,-0.8686973607150738
a47r_R,-0.4922313914608016
6r_R,-0.19196399133516023
IFJa_R,-1.0960392685511697
IFJp_R,-0.7480945320241829
IFSp_R,-1.0937913973891937
IFSa_R,-0.38510337438145364
p9-46v_R,-0.38798643493449525
46_R,-0.13115919103852758
a9-46v_R,-0.46389829641122216
9-46d_R,-0.7753187757075621
9a_R,0.1970757711572086
10v_R,-0.6941352278945373
a10p_R,-0.645588729256831
10pp_R,-0.5651084717077077
11l_R,-0.49099659284320585
13l_R,-0.890597141998987
OFC_R,-0.5633761267762292
47s_R,-1.1212694552869371
LIPd_R,-0.41303856889620993
6a_R,1.1725924659186258
i6-8_R,-0.33084336868712805
s6-8_R,0.6697364163196654
43_R,0.9480237866543113
OP4_R,0.22381414223563717
OP1_R,0.6988910138147778
OP2-3_R,-0.23513413838336178
52_R,-0.07578475531531886
RI_R,0.680991526553821
PFcm_R,1.5935345571744526
PoI2_R,-0.5115811086763027
TA2_R,0.16949802696271069
FOP4_R,-1.1341855197792825
MI_R,-1.2105209383214726
Pir_R,-0.6758778747355907
AVI_R,-1.7735883424146572
AAIC_R,-1.5055083022292393
FOP1_R,0.23116909416169762
FOP3_R,-0.6276001454854698
FOP2_R,-0.12416327223445389
PFt_R,2.452050321162183
AIP_R,2.327752354156376
EC_R,-0.4498891627887479
PreS_R,-0.5341635865542439
H_R,-0.4080322415961993
ProS_R,-0.7017528810357138
PeEc_R,-0.06787060434919996
STGa_R,-0.7605991476130689
PBelt_R,0.7723830731676962
A5_R,-0.26050386361224986
PHA1_R,-0.16001181746472962
PHA3_R,-0.42170939247541683
STSda_R,-0.697189598153822
STSdp_R,-0.15387849355505687
STSvp_R,-0.3846775620350939
TGd_R,-0.05699418627990854
TE1a_R,-0.7258089344305594
TE1p_R,-0.8176690825989571
TE2a_R,-0.5372122935593617
TF_R,-0.024912473935941964
TE2p_R,-0.5325850300329648
PHT_R,-0.562509794201814
PH_R,-0.24996985227405608
TPOJ1_R,-0.5741931951086474
TPOJ2_R,-0.6786781320211441
TPOJ3_R,-0.5821958970488346
DVT_R,0.1533370809332822
PGp_R,-0.5198936206610335
IP2_R,0.08691804681986114
IP1_R,-0.3305613054880805
IP0_R,-0.9919004779895121
PFop_R,1.69386985514776
PF_R,1.3098874785400185
PFm_R,-0.05562453164048003
PGi_R,-1.0226369513469689
PGs_R,-0.5003024628818594
V6A_R,0.13555242317051477
VMV1_R,-0.585735242112247
VMV3_R,-0.43249464568264334
PHA2_R,-0.3742128652420861
V4t_R,2.075148655779488
FST_R,0.1725266726204827
V3CD_R,-0.3322933053513228
LO3_R,0.4818551655410864
VMV2_R,-0.8255879977801416
31pd_R,-0.37225807610552303
31a_R,1.0862225017314557
VVC_R,-0.13950351348713913
25_R,-0.9810920328857442
s32_R,-0.7956855676844963
pOFC_R,-0.7687995685693173
PoI1_R,-0.4626850758410529
Ig_R,-0.6371156496538348
FOP5_R,-1.3390944098439583
p10p_R,-0.7161754209853277
p47r_R,-0.44520048327542144
TGv_R,-0.13723659167172308
MBelt_R,-0.20450891309626626
LBelt_R,1.5849373887395786
A4_R,0.2580306584256195
STSva_R,-0.5886821840576362
TE1m_R,-0.6424259814318652
PI_R,-0.4117307456860892
a32pr_R,-0.9205322845171556
p24_R,-0.9965982405083137
