region,social cognition
7Pm_R,0.38435787660713405
7m_R,1.906355898667877
POS1_R,0.7372832162475618
23d_R,-1.1704349543224728
v23ab_R,1.1404536278295174
d23ab_R,-0.3052004062708054
31pv_R,-0.18475075847063258
5m_R,-1.661838568478817
5mv_R,-0.8055472757310326
23c_R,-0.5982522170821798
5L_R,-0.3482488060570993
24dd_R,-1.59157032123937
24dv_R,-1.0298227970945304
7AL_R,-0.2714939221667794
SCEF_R,0.024978396562611797
6ma_R,-0.3944510764260746
7Am_R,0.036403088314958774
7Pl_R,-0.5538953880147152
7PC_R,-0.5713375450939147
LIPv_R,-0.059266293087120815
VIP_R,-0.6383586161513772
MIP_R,-0.0021725518364558395
1_R,-0.6298253950652885
2_R,-1.1432005590186518
3a_R,-1.9253825231585127
6d_R,-1.2690628647724296
6mp_R,-1.329839080183878
6v_R,0.27830257042118756
p24pr_R,-1.3199163237398046
33pr_R,-1.9529972100555202
a24pr_R,-0.5674512969127985
p32pr_R,0.24062327099801825
a24_R,-0.18749573130583141
d32_R,0.8961949676641311
8BM_R,1.666051875828209
p32_R,-0.10923557922911976
10r_R,0.5023536919160557
47m_R,0.770126502183884
8Av_R,-0.27757089579059513
8Ad_R,-0.598775675183924
9m_R,1.6837624827431636
8BL_R,-0.15279554705287904
9p_R,0.6152356276975836
10d_R,0.25968288372997617
8C_R,0.13501271248283797
44_R,1.6686184650811642
45_R,0.8727060535300964
47l_R,1.524698050064663
a47r_R,0.17863606071533858
6r_R,1.5905135640264216
IFJa_R,4.034455237301768
IFJp_R,2.1715668731293074
IFSp_R,2.1307479801772855
IFSa_R,0.9686111503149573
p9-46v_R,2.1897212288667793
46_R,0.4583719258603309
a9-46v_R,1.7876166754748088
9-46d_R,0.6466837701207295
9a_R,1.5633352054084406
10v_R,0.1772637401263856
a10p_R,-0.22108959709072337
10pp_R,0.024100827173668432
11l_R,-0.5379957981538978
13l_R,-1.1314651154052757
OFC_R,-0.5931986674434231
47s_R,0.5705021034843459
LIPd_R,0.5474181082784435
6a_R,-0.10837761016052178
i6-8_R,0.16642667448406004
s6-8_R,-0.7713736642699897
43_R,-0.7624733573168906
OP4_R,-1.4804180784162995
OP1_R,-1.5598363884440913
OP2-3_R,-1.5746589861932445
52_R,-1.7445352718401157
RI_R,-1.5703353107846492
PFcm_R,-1.6367974073107119
PoI2_R,-1.7920530301711135
TA2_R,-0.760345216325931
FOP4_R,-0.22448235467969058
MI_R,-0.5533890520311794
Pir_R,-1.4367353601386352
AVI_R,0.13563022154934953
AAIC_R,-0.16167600512744582
FOP1_R,-0.6253018907253778
FOP3_R,-0.6628732835874351
FOP2_R,0.05110042269121546
PFt_R,-1.6013412033988272
AIP_R,-1.0523141500068292
EC_R,0.9635825156514991
PreS_R,-0.9095357089006604
H_R,-0.6650244092857759
ProS_R,-0.7316048162238882
PeEc_R,0.8899414518912512
STGa_R,0.9428353792445118
PBelt_R,-0.8463567958525586
A5_R,2.318418727024797
PHA1_R,-0.6262168959600525
PHA3_R,1.5615353928576678
STSda_R,2.6151208061809674
STSdp_R,2.0901125551386475
STSvp_R,3.8802961797821527
TGd_R,0.1744142375644246
TE1a_R,2.113550773603959
TE1p_R,1.2302619445801715
TE2a_R,0.6783074324088976
TF_R,1.0364071271146755
TE2p_R,1.1653606116243622
PHT_R,1.8148435625484165
PH_R,2.6927205749028125
TPOJ1_R,4.479271723383524
TPOJ2_R,5.308889714272077
TPOJ3_R,2.946438136145652
DVT_R,0.2088890202743991
PGp_R,1.154349068420873
IP2_R,0.20504548915481294
IP1_R,-0.22519552679478988
IP0_R,0.6377980296537552
PFop_R,-1.0525427293993432
PF_R,-0.28831083512940764
PFm_R,-0.6094661126489128
PGi_R,0.314888691688139
PGs_R,0.30559750395455976
V6A_R,-0.1530532587815963
VMV1_R,0.2995846379551172
VMV3_R,2.3735925493600716
PHA2_R,-0.39867880813061635
V4t_R,3.125679403910348
FST_R,3.8317188765781087
V3CD_R,0.8430673135054022
LO3_R,2.318135042119433
VMV2_R,1.5582793163476532
31pd_R,0.30517156314106486
31a_R,0.04789732723800681
VVC_R,4.04446699731017
25_R,-1.443426639722187
s32_R,0.6974229752215637
pOFC_R,-1.360508516305433
PoI1_R,-1.8592166036243032
Ig_R,-1.0966604581427304
FOP5_R,0.35344896023603145
p10p_R,0.4395358363374222
p47r_R,1.632435956603885
TGv_R,0.08542388475533157
MBelt_R,-2.0577173438239678
LBelt_R,-1.5291481358380108
A4_R,0.4015891636607626
STSva_R,3.4604135113916925
TE1m_R,1.2617018760009029
PI_R,-0.9641454511306891
a32pr_R,0.38579811625664984
p24_R,-1.057859627940464
