region,retention
V1_L,-1.2103839441922746
MST_L,-0.4722387025271901
V6_L,0.277520860061535
V2_L,-0.9474809759956508
V3_L,-0.603102832196497
V4_L,-0.7404425912514093
V8_L,-1.3218483071320042
4_L,4.097905575436324
3b_L,3.7709921858958126
FEF_L,5.38490412173096
PEF_L,3.294610821184989
55b_L,2.11717874415864
V3A_L,0.28484581346739307
RSC_L,-0.4913203073673234
POS2_L,-0.06821098714931902
V7_L,1.0311097324154328
IPS1_L,2.9350517232364512
FFC_L,-0.8927821573425321
V3B_L,0.023603751165890537
LO1_L,-0.0078518328486379
LO2_L,0.2852436880821057
PIT_L,0.1957367234150278
MT_L,-0.21509432517375254
A1_L,-0.49312621011487384
PSL_L,-0.7326636455902114
SFL_L,-0.0923799225360329
PCV_L,-0.7633357766716636
STV_L,-1.2902655938054783
7Pm_L,0.7531338338252794
7m_L,-2.251696910485704
POS1_L,-0.5992928877055895
23d_L,0.0671071350513353
v23ab_L,-0.6361426144106064
d23ab_L,-1.4024403931042035
31pv_L,-1.1027145361842123
5m_L,1.808047763754985
5mv_L,1.031604101399298
23c_L,0.27446203062616764
5L_L,1.048210996837885
24dd_L,4.544461862745966
24dv_L,3.1098280444397344
7AL_L,0.22553268134047635
SCEF_L,3.2252997833866828
6ma_L,0.5655814979047455
7Am_L,0.723780169443243
7Pl_L,3.520575732182289
7PC_L,2.7455037242359004
LIPv_L,1.6822970437765796
VIP_L,1.451964686547944
MIP_L,3.572634144235388
1_L,1.4393099765509798
2_L,2.0366051752693775
3a_L,2.540339419961897
6d_L,3.2070043180298797
6mp_L,2.2480660355509663
6v_L,1.4853430203010864
p24pr_L,1.1732750914391916
33pr_L,-2.0269598691188695
a24pr_L,-1.7649944684530192
p32pr_L,1.438167824637923
a24_L,-2.9065531682054258
d32_L,-2.559779362822053
8BM_L,-0.7467503528976082
p32_L,-1.8181802759215981
10r_L,-2.413294032343153
47m_L,-1.8402069423336678
8Av_L,0.17366581562518413
8Ad_L,-0.7685621897732172
9m_L,-2.1849464402472987
8BL_L,-1.133515725409841
9p_L,-0.8726581242313322
10d_L,-0.9758799121068465
8C_L,0.5250904574267837
44_L,-0.48421900681002106
45_L,-1.7874837111178858
47l_L,-1.887299167363286
a47r_L,-0.9007668459379718
6r_L,1.2426861785781957
IFJa_L,0.8976040174436852
IFJp_L,1.469016999448844
IFSp_L,0.41648134416533117
IFSa_L,-0.26853313204938306
p9-46v_L,1.1792185109118565
46_L,0.07087061230443621
a9-46v_L,0.7239890116669517
9-46d_L,-0.23820114216857657
9a_L,-0.7635583414520999
10v_L,-1.5122931603845409
a10p_L,-0.9358506048047679
10pp_L,-0.8874523755535478
11l_L,-1.426262510879893
13l_L,-1.8282537791594815
OFC_L,-1.2706257639321106
47s_L,-1.8359750927990441
LIPd_L,2.404140412264432
6a_L,5.5413185094043085
i6-8_L,5.367603672027595
s6-8_L,-0.021200939421711845
43_L,0.20874175654852065
OP4_L,0.542298645128309
OP1_L,0.44697664503760864
OP2-3_L,0.22386814246726824
52_L,-1.1832164707122945
RI_L,0.06626732962308211
PFcm_L,-0.06993504804991549
PoI2_L,-0.6850320636221547
TA2_L,-0.8440677924645053
FOP4_L,-1.037312928151552
MI_L,-0.8744297347687653
Pir_L,-1.254865586933822
AVI_L,0.09015537424541972
AAIC_L,-1.4391074178904977
FOP1_L,-0.08186421943138318
FOP3_L,-0.3660649182215392
FOP2_L,-0.08184817120316738
PFt_L,0.404521463485359
AIP_L,3.525996335364216
EC_L,-0.22135878643459025
PreS_L,0.7044940209542797
H_L,1.323596347725362
ProS_L,-1.5897774733665606
PeEc_L,-0.33830903771602727
STGa_L,-1.2763506679930707
PBelt_L,-0.566788877946194
A5_L,-1.0405921544416699
PHA1_L,0.5267353732631254
PHA3_L,1.0016414662529696
STSda_L,-1.4464280936332805
STSdp_L,-1.986613273047715
STSvp_L,-2.920522659705957
TGd_L,-1.1069137619778535
TE1a_L,-1.2068953620976957
TE1p_L,-1.2188495125982348
TE2a_L,-0.9059097509121851
TF_L,-0.8046127076631872
TE2p_L,-1.1567856551074782
PHT_L,-1.1876046021100233
PH_L,0.22738516094356823
TPOJ1_L,-1.698665133888385
TPOJ2_L,-2.185529430154504
TPOJ3_L,-1.040432647520412
DVT_L,0.9641127813603049
PGp_L,0.5055032003821452
IP2_L,3.0871230346494487
IP1_L,2.618778894161726
IP0_L,0.9999455421736982
PFop_L,-0.10026615753904841
PF_L,-0.1717665964350252
PFm_L,0.4580374425182021
PGi_L,-1.150329892500851
PGs_L,-0.030227623326392224
V6A_L,1.0262959264806772
VMV1_L,-0.8422498262560527
VMV3_L,-1.0143529352110956
PHA2_L,2.157244432688634
V4t_L,0.444753445826698
FST_L,0.40260396246737623
V3CD_L,0.2660892097265462
LO3_L,-0.2309984088028017
VMV2_L,-0.6790216452253218
31pd_L,-1.8238502918429584
31a_L,-0.6102686734482875
VVC_L,-0.40820585911169166
25_L,-2.8432044998189547
s32_L,-2.330591518548358
pOFC_L,-1.9112474740195153
PoI1_L,-0.7059254063195737
Ig_L,0.21680238396318394
FOP5_L,-0.25454628000683893
p10p_L,-0.6429821279842364
p47r_L,-0.4738534382085534
TGv_L,-0.23613232397087247
MBelt_L,-0.4924011574813063
LBelt_L,-1.3345775943110572
A4_L,-0.36739430490747255
STSva_L,-2.0051034648290127
TE1m_L,-1.4981136885803854
PI_L,-0.998281839264457
a32pr_L,-1.7997710861570617
p24_L,-3.0232386586903237
V1_R,-1.3892444654193907
MST_R,0.5496218483248748
V6_R,0.000272232272360587
V2_R,-1.0706828877491321
V3_R,-0.5186039991862
V4_R,-0.632638470745092
V8_R,-1.1721694174487851
4_R,2.582090005080046
3b_R,2.522631949001168
FEF_R,3.486850124920597
PEF_R,1.859930582804481
55b_R,1.450802005402513
V3A_R,0.2617884462357563
RSC_R,-1.0597682119108651
POS2_R,1.1696659090153565
V7_R,1.0682700224919714
IPS1_R,2.4164309625848555
FFC_R,-0.16428885860609457
V3B_R,0.18862679732499343
LO1_R,-0.006421817945093829
LO2_R,-0.8980235407241346
PIT_R,-0.95394041360949
MT_R,-0.3906081933897065
A1_R,-1.212692979996582
PSL_R,-0.7457048166626734
SFL_R,-1.099014562840593
PCV_R,0.7022945952239683
STV_R,-1.2785469404117211
7Pm_R,3.6823026167355275
7m_R,-0.3065178266691349
POS1_R,-0.9300028703090399
23d_R,0.12144857537212767
v23ab_R,-0.6658576077506213
d23ab_R,-0.7628330481082466
31pv_R,-0.5617114170222208
5m_R,0.6944959279819254
5mv_R,0.5355591935882102
23c_R,-0.17423465862915974
5L_R,0.8659938282634145
24dd_R,3.6361296321223264
24dv_R,2.1836645890484294
7AL_R,0.7817345897445398
SCEF_R,1.6235742891039473
6ma_R,0.7028671592496739
7Am_R,1.4410818619264345
7Pl_R,1.372930230626853
7PC_R,0.8729217345404927
LIPv_R,1.570206847076781
VIP_R,1.6158150586073974
MIP_R,2.4088118833790135
1_R,1.326711450878233
2_R,1.8144019104781313
3a_R,2.4299372544925855
6d_R,2.5057523000354203
6mp_R,2.7678843490367657
6v_R,1.0363051138321293
p24pr_R,0.8043739821832836
33pr_R,-1.4146116547962944
a24pr_R,-1.4882624464700636
p32pr_R,0.990545817757219
a24_R,-2.994412133793568
d32_R,-2.141722975806271
8BM_R,-1.127581998237534
p32_R,-2.3292947898365695
10r_R,-3.4841077717261077
47m_R,-0.9018116627863996
8Av_R,-0.6865382121963038
8Ad_R,0.35110015384045584
9m_R,-2.021866807065513
8BL_R,-0.9214926088167484
9p_R,-0.5399415920814457
10d_R,-0.6795465785711083
8C_R,0.12778919040699585
44_R,-0.7478356136338281
45_R,-1.5554457973410438
47l_R,-1.7345919983435159
a47r_R,-0.8356681018603224
6r_R,0.19999937693068773
IFJa_R,0.1210632220605225
IFJp_R,-0.28087053270484946
IFSp_R,1.3836661925734475
IFSa_R,-0.25676414572432305
p9-46v_R,1.5637966485482224
46_R,1.3767084845223705
a9-46v_R,0.7526288962681311
9-46d_R,0.36614706633705923
9a_R,-0.3849531501826852
10v_R,-2.104285890801869
a10p_R,-0.7818216768036109
10pp_R,-0.9511031839927162
11l_R,-0.6707902300296199
13l_R,-2.031802887473644
OFC_R,-1.5065707741575698
47s_R,-1.6643054059969573
LIPd_R,3.4619729308120837
6a_R,6.06820323675577
i6-8_R,3.321570592727254
s6-8_R,-0.7911812257838489
43_R,-0.2266467649745188
OP4_R,-0.22305734090372237
OP1_R,-0.146233944665277
OP2-3_R,-0.036151872583484075
52_R,-1.4745454426817701
RI_R,-0.8541807448612145
PFcm_R,-0.5497369071137446
PoI2_R,-1.6063458501559482
TA2_R,-0.6818116287397704
FOP4_R,-1.0287164607520176
MI_R,-1.4225987245520226
Pir_R,-1.6810653290502533
AVI_R,-0.4575342718573389
AAIC_R,-1.4353697413366788
FOP1_R,-0.7445205071528558
FOP3_R,-0.7038774188088689
FOP2_R,0.12063605921191513
PFt_R,1.0018976607661858
AIP_R,2.7638252849819236
EC_R,0.12618979059889465
PreS_R,0.30572168641688835
H_R,0.6369859712541374
ProS_R,-0.6222299933653307
PeEc_R,-0.25584406780827246
STGa_R,-1.5993877928256708
PBelt_R,-1.501373874589007
A5_R,-1.5192676676499488
PHA1_R,0.6312467882426657
PHA3_R,0.38941771197891384
STSda_R,-0.9031425177260753
STSdp_R,-1.7720137344637275
STSvp_R,-2.0376784213661976
TGd_R,-1.0287355296630734
TE1a_R,-1.0763049263248567
TE1p_R,-0.4544303238300096
TE2a_R,-0.8898585380700609
TF_R,0.28368457174847905
TE2p_R,-0.7313497320187393
PHT_R,0.3639869101972107
PH_R,0.19925603241022743
TPOJ1_R,-1.4212620726469927
TPOJ2_R,-1.3139141472187101
TPOJ3_R,-1.2853045878388334
DVT_R,0.6982406765803391
PGp_R,-0.6547078802503808
IP2_R,3.4437165833616348
IP1_R,1.0526829733970338
IP0_R,0.9535202395348227
PFop_R,0.021429238076550415
PF_R,0.4413770675844839
PFm_R,0.22497442355771688
PGi_R,-0.9080698247953023
PGs_R,-0.5275883285085714
V6A_R,0.6399746885988311
VMV1_R,-1.2185561196963453
VMV3_R,-0.2894754579645264
PHA2_R,1.0958720322200837
V4t_R,-0.11537578404893291
FST_R,0.5216267620493513
V3CD_R,0.05213933241804517
LO3_R,-0.7136192383186476
VMV2_R,-0.7368378549819596
31pd_R,0.09664525589470994
31a_R,-0.7007264397313989
VVC_R,0.47631379160729415
25_R,-2.062252162105909
s32_R,-2.711500119844327
pOFC_R,-2.2374709838877007
PoI1_R,-1.1571678211749827
Ig_R,-0.7217762045003389
FOP5_R,-0.8279525816650884
p10p_R,-0.6551923345196221
p47r_R,-1.5489333927403741
TGv_R,-0.8216812432506178
MBelt_R,-1.3792117785143814
LBelt_R,-1.4252366748444696
A4_R,-1.3062613035590638
STSva_R,-1.1642838227728722
TE1m_R,-1.1591388478998719
PI_R,-1.1826533547659517
a32pr_R,-0.957656756112834
p24_R,-2.5970387581883747
