region,coordination
7Pm_R,0.6746283574278796
7m_R,-2.5680730827344873
POS1_R,-2.5546795341211235
23d_R,1.10132711350181
v23ab_R,-2.57611064283074
d23ab_R,-1.639984880283679
31pv_R,-1.2691506092890965
5m_R,2.1976528386698875
5mv_R,1.176174673423426
23c_R,0.06317756517370435
5L_R,0.9273819411510261
24dd_R,7.429649541283601
24dv_R,5.473356539764674
7AL_R,2.2505657967300507
SCEF_R,3.264369119021193
6ma_R,0.9543217520640503
7Am_R,1.8783011098171996
7Pl_R,1.1631696711976116
7PC_R,2.6433671599877617
LIPv_R,3.4367889506070566
VIP_R,3.82095392079847
MIP_R,1.2038546639889613
1_R,4.262256920443418
2_R,6.060110726706966
3a_R,6.56361744978901
6d_R,5.613084615559952
6mp_R,4.917718820198352
6v_R,1.6141435892976859
p24pr_R,2.7788633953199673
33pr_R,-1.6053833998386144
a24pr_R,-2.5766671694065715
p32pr_R,-0.9833845298566262
a24_R,-3.0712497064627122
d32_R,-2.5965744429486293
8BM_R,-1.3633555196067917
p32_R,-2.915706466372162
10r_R,-3.395323972269673
47m_R,-1.957509827877583
8Av_R,0.19639325333801244
8Ad_R,-1.0822509634545077
9m_R,-2.2212177886379205
8BL_R,-0.9929895021041465
9p_R,-1.616128659995576
10d_R,-0.42051092693558706
8C_R,-1.4929999110748284
44_R,-1.514402548216326
45_R,-2.486596625509975
47l_R,-2.0078682241336927
a47r_R,-1.4901304879977295
6r_R,0.3657156473813613
IFJa_R,-2.3876065430539475
IFJp_R,-2.0004328367811683
IFSp_R,-2.212293062900656
IFSa_R,-1.7705916063574874
p9-46v_R,-1.1921599626207524
46_R,-0.5539758653278499
a9-46v_R,-1.3393468791838914
9-46d_R,-1.5848585798388823
9a_R,-0.987001949964973
10v_R,-2.0828941595934336
a10p_R,-1.3157120506351583
10pp_R,-0.8620082086172481
11l_R,-1.4412114928169875
13l_R,-2.441664956458325
OFC_R,-1.4782404300882965
47s_R,-2.870464845110821
LIPd_R,0.6370180203028215
6a_R,3.7302730226539267
i6-8_R,0.14225285485326397
s6-8_R,-0.09706628477301776
43_R,2.178073988567283
OP4_R,0.6307896716678255
OP1_R,0.8860196626356093
OP2-3_R,0.057861368779948005
52_R,-1.2762694132340593
RI_R,0.6406967577481002
PFcm_R,2.3186995169772615
PoI2_R,-1.5333499009859544
TA2_R,-0.9187191432612619
FOP4_R,-2.391410595350664
MI_R,-2.261122424246695
Pir_R,-2.4676009352593993
AVI_R,-3.2728615675985235
AAIC_R,-3.4540982426868747
FOP1_R,0.622551363393145
FOP3_R,-1.5442623857544153
FOP2_R,0.6589880356610672
PFt_R,5.766563520853211
AIP_R,4.954787860715797
EC_R,-2.1381842166324128
PreS_R,-2.353286936949588
H_R,-2.2688195594157583
ProS_R,-2.064770590086806
PeEc_R,-1.2717564046730163
STGa_R,-2.1387808005747537
PBelt_R,0.038212681669594795
A5_R,-1.4709683404749758
PHA1_R,-2.0861418734323514
PHA3_R,-2.125289330730031
STSda_R,-1.9786065351592843
STSdp_R,-1.9372634400512947
STSvp_R,-2.11369785550098
TGd_R,-1.1302751798746262
TE1a_R,-1.5867024070953335
TE1p_R,-1.4204447028434255
TE2a_R,-1.2921579859109271
TF_R,-1.05243924177158
TE2p_R,-1.1943940005401439
PHT_R,-0.9850796331671118
PH_R,-0.2968226895805832
TPOJ1_R,-1.3735276891591546
TPOJ2_R,-2.108890007064961
TPOJ3_R,-2.5564946700807654
DVT_R,-0.5204227110114825
PGp_R,-1.4012663526574853
IP2_R,1.607136255134216
IP1_R,-0.8202354902868552
IP0_R,-1.0507626604614042
PFop_R,2.166275573697326
PF_R,2.3316132481958753
PFm_R,-0.38367380613704466
PGi_R,-2.328142937440107
PGs_R,-1.5198310564160138
V6A_R,-0.07947292996731727
VMV1_R,-1.361936155140411
VMV3_R,-1.4238742712405335
PHA2_R,-2.2496434777399106
V4t_R,1.2714607296023372
FST_R,-0.1783851537512336
V3CD_R,-1.1534767046359464
LO3_R,-0.8212495324234549
VMV2_R,-2.1260818267829102
31pd_R,-0.6616957372088309
31a_R,0.099981361274516
VVC_R,-1.2201433474406898
25_R,-2.783482931210201
s32_R,-2.679951439733363
pOFC_R,-2.3314527999179724
PoI1_R,-1.8955665993975759
Ig_R,-0.9348335215570723
FOP5_R,-2.8101664585052353
p10p_R,-1.917826343346879
p47r_R,-1.6801481781903633
TGv_R,-0.9382738212141776
MBelt_R,-1.3298394882770748
LBelt_R,0.8999142309921955
A4_R,-0.33887501299137335
STSva_R,-1.8191824943532489
TE1m_R,-1.6229737131188258
PI_R,-2.336273073336053
a32pr_R,-2.6118752356227017
p24_R,-3.1033655289825526
