region,induction
7m_R,5.539957222898542
POS1_R,3.2462006766236517
23d_R,1.9608127481913182
v23ab_R,8.546465299469062
d23ab_R,4.38899314373119
31pv_R,2.8544165109148074
5m_R,0.6269705268609187
5mv_R,0.3932342825431195
23c_R,1.2118771763198115
5L_R,0.4020773068673827
24dd_R,-0.004929974330381912
24dv_R,1.0277939111990264
7AL_R,-0.06742396303788467
SCEF_R,-0.6383114315883834
6ma_R,-0.17162941342256227
7Am_R,-0.52927973520503
7Pl_R,-0.29994214347637427
7PC_R,-0.6862386565366991
LIPv_R,-2.0202936499253736
VIP_R,-1.068441019377963
MIP_R,-1.6139645219989678
1_R,-0.16269340534551976
2_R,0.3894081810965502
3a_R,-0.5071601974986558
6d_R,-0.5432342734417989
6mp_R,-0.3664564203735297
6v_R,-1.1570057263742395
p24pr_R,0.5673658646403119
33pr_R,0.20070641868249672
a24pr_R,-0.16750645550677573
p32pr_R,-0.8852551070000888
a24_R,3.013768783644885
d32_R,1.5467951428345592
8BM_R,0.26263926887733424
p32_R,3.3810269996944333
10r_R,3.3320702182597204
47m_R,0.0712583945831601
8Av_R,-0.42075060666174563
8Ad_R,0.7111811085300851
9m_R,1.994059097330649
8BL_R,0.31323105394385903
9p_R,0.6091795170606986
10d_R,0.7082842215733565
8C_R,-0.43422233710764474
44_R,-1.122208109421964
45_R,-1.1279937264329976
47l_R,0.538961426790724
a47r_R,-0.43934764396945875
6r_R,-1.42849830543901
IFJa_R,-1.1336638997053219
IFJp_R,-1.6929149243362078
IFSp_R,-0.7307567073590551
IFSa_R,-0.5420517391770875
p9-46v_R,-0.24628793005082578
46_R,0.7652522983687857
a9-46v_R,0.05381434160559017
9-46d_R,0.27730915729438776
9a_R,0.5808172496171002
10v_R,1.8526214375521535
a10p_R,-0.6944189779496037
10pp_R,0.3401092154587546
11l_R,0.21855665358592358
13l_R,-0.27657010214740957
OFC_R,0.8678339895273744
47s_R,-1.2705309140180587
LIPd_R,-1.7182648095362287
6a_R,-0.8866109929720702
i6-8_R,-0.038284493260245765
s6-8_R,0.2622445943743799
43_R,-0.3059055779508527
OP4_R,0.22414187779618505
OP1_R,0.954472592887436
OP2-3_R,0.06400384715307177
52_R,1.7818071943103697
RI_R,1.0558088681056446
PFcm_R,1.9513540673636829
PoI2_R,-0.11427522422511263
TA2_R,-0.5893497965906959
FOP4_R,0.7873128625858565
MI_R,0.532264791638134
Pir_R,-0.801133599078184
AVI_R,-1.9632384287728897
AAIC_R,-1.374134797235947
FOP1_R,0.36928381563213486
FOP3_R,0.9059779783344922
FOP2_R,-0.3484418671161519
PFt_R,0.7758924974228112
AIP_R,-1.3120574830272358
EC_R,2.8687877877583485
PreS_R,0.2977683372068421
H_R,0.493334445997913
ProS_R,-0.07960636200003389
PeEc_R,0.37364521961890745
STGa_R,-0.10655542061554313
PBelt_R,0.5158059814162482
A5_R,-0.581465377545093
PHA1_R,0.7622488376587226
PHA3_R,-0.12615081514333026
STSda_R,0.5794039192440654
STSdp_R,-0.9297253319427806
STSvp_R,0.040776159856615826
TGd_R,0.029136483463161326
TE1a_R,1.2955029163001912
TE1p_R,-0.36558522219060624
TE2a_R,0.2708007895061467
TF_R,-0.24536697447255632
TE2p_R,-0.38013386060851956
PHT_R,-1.1223937955742322
PH_R,-2.184660659489009
TPOJ1_R,-1.1113504952758684
TPOJ2_R,-0.44832463111318455
TPOJ3_R,2.6894007345568616
DVT_R,0.1374895623924115
PGp_R,2.791807984176353
IP2_R,-0.6000786832523208
IP1_R,-0.7723149398788831
IP0_R,-1.0917893769693772
PFop_R,1.5890256405487801
PF_R,1.3789072799067144
PFm_R,-0.3243773349766499
PGi_R,2.4137806050647836
PGs_R,0.9113462707197861
V6A_R,0.0060974078301038745
VMV1_R,0.0999324274494454
VMV3_R,-1.3431018274655302
PHA2_R,0.5574590799569006
V4t_R,-1.8131837399743558
FST_R,-1.688762992682903
V3CD_R,-0.791300950719143
LO3_R,2.352118233602636
VMV2_R,-1.1227273188996534
31pd_R,2.5604759470634093
31a_R,3.235368979057891
VVC_R,-0.3107652904566255
25_R,1.4655823957883745
s32_R,3.86002930876635
pOFC_R,0.1476509860433577
PoI1_R,1.1208840297498615
Ig_R,0.6858527917832181
FOP5_R,-1.375993418479683
p10p_R,-0.11867146555435246
p47r_R,-0.2209632813301588
TGv_R,-0.24480332272269872
MBelt_R,-0.010968502453704752
LBelt_R,0.42511507170291757
A4_R,-0.042846902834883654
STSva_R,2.0632535060291985
TE1m_R,1.9066026951988793
PI_R,0.3507059691497698
a32pr_R,-0.12436542410013654
p24_R,0.835048467721911
