region,kfa
PHA3_L,0.2520616798265108
STSda_L,0.24786935579768
STSdp_L,0.2501880388803979
STSvp_L,0.2519651940544347
TGd_L,0.2562859868955925
TE1a_L,0.2578100901704047
TE1p_L,0.2621585381823882
TE2a_L,0.2567904106500686
TF_L,0.2492040349447584
TE2p_L,0.2611653809005226
PHT_L,0.2660499981412879
PH_L,0.2628454807983169
TPOJ1_L,0.2592602721113205
TPOJ2_L,0.264517087238781
TPOJ3_L,0.2630969596733019
DVT_L,0.266044975388826
PGp_L,0.2736122302364008
IP2_L,0.2689254298227166
IP1_L,0.2707211807822319
IP0_L,0.2775776238095058
PFop_L,0.2568822245052513
PF_L,0.2658013051071362
PFm_L,0.2757570922563551
PGi_L,0.2651648839467337
PGs_L,0.2763249456301568
V6A_L,0.2643359817010473
VMV1_L,0.2509634983364496
VMV3_L,0.2650046706720338
PHA2_L,0.2437885116208459
V4t_L,0.2607764154836586
FST_L,0.2630277184306586
V3CD_L,0.2661379585828627
LO3_L,0.2692874846390241
VMV2_L,0.2493168553164089
31pd_L,0.2584199435062151
31a_L,0.2647214528869317
VVC_L,0.2543136058424604
25_L,0.2499137516316665
s32_L,0.2278185991738106
pOFC_L,0.2518753807489512
PoI1_L,0.2572047956947471
Ig_L,0.2463195820776628
FOP5_L,0.2479830575470349
p10p_L,0.2469920047762962
p47r_L,0.2562960627910392
TGv_L,0.2518550928059692
MBelt_L,0.2479595829408862
LBelt_L,0.2427690661202836
A4_L,0.2577517744012418
STSva_L,0.2430401765172995
TE1m_L,0.2585334393168177
PI_L,0.2515894561769776
a32pr_L,0.250889041481569
p24_L,0.2449336096483681
V1_R,0.2483175366515284
MST_R,0.25195665608936
V6_R,0.2523748814432119
V2_R,0.2510853145248525
V3_R,0.2522366932998795
V4_R,0.2545762241724231
V8_R,0.2551776277497316
4_R,0.2743547466817719
3b_R,0.2369366986805049
FEF_R,0.2647515768349114
PEF_R,0.250930485266958
55b_R,0.2639970718502851
V3A_R,0.2549209252459853
RSC_R,0.2769547266691627
POS2_R,0.2557170795207202
V7_R,0.2597832699975981
IPS1_R,0.2612775545420893
FFC_R,0.2539962920186902
V3B_R,0.2621314937899245
LO1_R,0.2588020641305433
LO2_R,0.2596681381636946
PIT_R,0.2590721411558931
MT_R,0.2521379778184598
A1_R,0.2452622658544763
PSL_R,0.2657359126590785
SFL_R,0.2764526142794281
PCV_R,0.2600234983833476
STV_R,0.2617949247036478
7Pm_R,0.2635882071632186
7m_R,0.2551269320683684
POS1_R,0.2625734875766928
23d_R,0.2519062741479277
v23ab_R,0.259580329784718
d23ab_R,0.2576770783642119
31pv_R,0.2570730960045174
5m_R,0.2622505668933243
5mv_R,0.2541291031869579
23c_R,0.2535779471903098
5L_R,0.266653536682558
24dd_R,0.2537193346798025
24dv_R,0.2496525025374584
7AL_R,0.269054271862491
SCEF_R,0.2629099347158634
6ma_R,0.2738491060741785
7Am_R,0.2687507708390374
7Pl_R,0.2665278709836154
7PC_R,0.2665906849211917
LIPv_R,0.2649004827295432
VIP_R,0.2673925082709411
MIP_R,0.2656041425981776
1_R,0.2596308016324865
2_R,0.2684715296075057
3a_R,0.2489514584363795
6d_R,0.2660113696441936
6mp_R,0.2654199993413815
6v_R,0.2692014066141515
p24pr_R,0.2533284572699985
33pr_R,0.2653892987857456
a24pr_R,0.2480071930338296
p32pr_R,0.2446514220638779
a24_R,0.2288775886269212
d32_R,0.2483145847352982
8BM_R,0.2638625974899532
p32_R,0.2354415488724695
10r_R,0.230602595936208
47m_R,0.2346712028900544
8Av_R,0.2658176316472462
8Ad_R,0.2642256987577066
9m_R,0.2554266368631774
8BL_R,0.2704280594307601
9p_R,0.2647606079238194
10d_R,0.2427522467609362
8C_R,0.2624612307808034
44_R,0.2634278678168148
45_R,0.2604850759315057
47l_R,0.2642422434343198
a47r_R,0.2536913053939598
6r_R,0.2597002465407172
IFJa_R,0.2571572720332682
IFJp_R,0.2530121839293179
IFSp_R,0.2566679629318474
IFSa_R,0.2588077479406099
p9-46v_R,0.2615329097423978
46_R,0.2593284031664621
a9-46v_R,0.2572142291497459
9-46d_R,0.2555620392266384
9a_R,0.2556465831341765
10v_R,0.2396572320067773
a10p_R,0.2413317836250843
10pp_R,0.2415931123928059
11l_R,0.2435115425311164
13l_R,0.2324715156774618
OFC_R,0.2610770604382085
47s_R,0.2562018349162736
LIPd_R,0.2649376636767131
6a_R,0.2633179031797311
i6-8_R,0.2667568215790921
s6-8_R,0.2707990909682718
43_R,0.2619155316713274
OP4_R,0.2596457048365657
OP1_R,0.2528900370276639
OP2-3_R,0.2486400757404748
52_R,0.242559171815036
RI_R,0.2455145841264326
PFcm_R,0.2565427625193119
PoI2_R,0.263642675022252
TA2_R,0.2566906932314987
FOP4_R,0.2421811906900709
MI_R,0.2531778991480868
Pir_R,0.2738125113838531
AVI_R,0.2531058871605739
AAIC_R,0.2661516213286843
FOP1_R,0.2546674209309024
FOP3_R,0.24159788207963
FOP2_R,0.2434793661449613
PFt_R,0.2623510027662459
AIP_R,0.2632948736287603
EC_R,0.2718991861286096
PreS_R,0.2781928438927462
H_R,0.2511374203818277
ProS_R,0.2584983613963382
PeEc_R,0.2541261017910021
STGa_R,0.2712543881443043
PBelt_R,0.2492778943909377
A5_R,0.2588544664765103
PHA1_R,0.2612444390917612
PHA3_R,0.2452572067890257
STSda_R,0.2555421460843672
STSdp_R,0.2513859087744122
STSvp_R,0.2549914275186699
TGd_R,0.2627498768592634
TE1a_R,0.2679903322743082
TE1p_R,0.2620977759941887
TE2a_R,0.2574614075626668
TF_R,0.2510660381064633
TE2p_R,0.2561776097941289
PHT_R,0.2601876884183306
PH_R,0.2564607792120639
TPOJ1_R,0.2567727310552233
TPOJ2_R,0.2601285024930749
TPOJ3_R,0.2593129092039939
DVT_R,0.2575534214480048
PGp_R,0.2676029447091517
IP2_R,0.266407935284499
IP1_R,0.2667158353884099
IP0_R,0.2642745140212085
PFop_R,0.2639839500078687
PF_R,0.2667548336807479
PFm_R,0.2714026721771663
PGi_R,0.2634738199112905
PGs_R,0.2711884744868282
V6A_R,0.2595491789400587
VMV1_R,0.2508988636092176
VMV3_R,0.2505782767797815
PHA2_R,0.2434190856720099
V4t_R,0.2571062435889025
FST_R,0.2569250978888028
V3CD_R,0.2602406192987584
LO3_R,0.2598552154495759
VMV2_R,0.2427064210165198
31pd_R,0.2518418822027851
31a_R,0.2570218550706473
VVC_R,0.2529129353284572
25_R,0.2509488016540858
s32_R,0.2302096464884357
pOFC_R,0.2552149985068383
PoI1_R,0.2661684049340914
Ig_R,0.2512861530390247
FOP5_R,0.2456760521920965
p10p_R,0.2452481446624386
p47r_R,0.2605648146782396
TGv_R,0.2650742989747617
MBelt_R,0.2414457000467383
LBelt_R,0.246347327150229
A4_R,0.2646985245012354
STSva_R,0.2539772357797951
TE1m_R,0.2621890378797065
PI_R,0.2511673094886857
a32pr_R,0.2411605969540074
p24_R,0.2420777499790364
