region,mkt
V1_L,0.5931371999626145
MST_L,0.5446138591803571
V6_L,0.5543797389321878
V2_L,0.5886367650944162
V3_L,0.563832121142413
V4_L,0.5545442285307398
V8_L,0.5701566481504801
4_L,0.6143104599106246
3b_L,0.556986087584046
FEF_L,0.5578614971028288
PEF_L,0.5303448904301675
55b_L,0.538488674511828
V3A_L,0.5471810540404809
RSC_L,0.6921748891569721
POS2_L,0.5522355591135442
V7_L,0.549035078125049
IPS1_L,0.5400561622161032
FFC_L,0.5675558350538273
V3B_L,0.5423384011220899
LO1_L,0.5311566881104495
LO2_L,0.5298476669768953
PIT_L,0.5426340122204167
MT_L,0.536418701197402
A1_L,0.6617531077454535
PSL_L,0.5110610655162784
SFL_L,0.5292927680667026
PCV_L,0.5388953393982326
STV_L,0.5139573914856053
7Pm_L,0.5221890800046838
7m_L,0.5550006725013478
POS1_L,0.6164173815446539
23d_L,0.6022647130065375
v23ab_L,0.617648244716869
d23ab_L,0.6182447714731396
31pv_L,0.5884927241864845
5m_L,0.591142731962746
5mv_L,0.5587095169195768
23c_L,0.5647277883563893
5L_L,0.5261334493016304
24dd_L,0.5985483134855165
24dv_L,0.5788233260481901
7AL_L,0.5162313351707027
SCEF_L,0.5621915234361631
6ma_L,0.530592455982724
7Am_L,0.5138276120501044
7Pl_L,0.5211850174985709
7PC_L,0.5273600405023191
LIPv_L,0.550461992849575
VIP_L,0.522641680720633
MIP_L,0.5402154734065223
1_L,0.5551675160715814
2_L,0.558033197545598
3a_L,0.5816213521854301
6d_L,0.55442290802563
6mp_L,0.5583407606300825
6v_L,0.52445429193764
p24pr_L,0.575550029182281
33pr_L,0.6087768230547854
a24pr_L,0.5598187825237401
p32pr_L,0.5704640935529105
a24_L,0.5968986232988556
d32_L,0.5470349048298591
8BM_L,0.5404275005095478
p32_L,0.5863974814948683
10r_L,0.6228365030052496
47m_L,0.6143830811095079
8Av_L,0.5265250814783117
8Ad_L,0.5325779312792287
9m_L,0.5198599862689427
8BL_L,0.5049366682327799
9p_L,0.5064780371690661
10d_L,0.5204201626612084
8C_L,0.546378482393552
44_L,0.5455454078243828
45_L,0.5655052116442749
47l_L,0.5730236710728731
a47r_L,0.5448223785996578
6r_L,0.5345336095105643
IFJa_L,0.5673492378916549
IFJp_L,0.5515738018308911
IFSp_L,0.5485186725419404
IFSa_L,0.5362297209404254
p9-46v_L,0.5345035044548243
46_L,0.5157279795588596
a9-46v_L,0.5224339158611387
9-46d_L,0.5190209270593427
9a_L,0.503050283926211
10v_L,0.6705702001044326
a10p_L,0.5346361183386572
10pp_L,0.598749332770941
11l_L,0.6078242468263504
13l_L,0.6656572136956669
OFC_L,0.7438533223258413
47s_L,0.6306660626479539
LIPd_L,0.550811054840517
6a_L,0.557031149656502
i6-8_L,0.5449158630533446
s6-8_L,0.5304061027529285
43_L,0.5542905734891435
OP4_L,0.5458339725337589
OP1_L,0.5831373951994216
OP2-3_L,0.6121324576335744
52_L,0.6244874307069406
RI_L,0.6030128958066625
PFcm_L,0.552763605326212
PoI2_L,0.5985218776671279
TA2_L,0.5807331652846713
FOP4_L,0.5851876586873678
MI_L,0.5752951363020764
Pir_L,0.6666279153795854
AVI_L,0.6025590384947205
AAIC_L,0.6066580106195888
FOP1_L,0.5791765821344377
FOP3_L,0.5841412613466533
FOP2_L,0.5888512278663242
PFt_L,0.5108081647046562
AIP_L,0.5457237732422544
EC_L,0.7379511484997712
PreS_L,0.748045223263966
H_L,0.668115354132097
