region,dki-ad-limited
V1_L,0.001025313342332
MST_L,0.0009975969585872
V6_L,0.0010169127126205
V2_L,0.0010113033772591
V3_L,0.0009956051815399
V4_L,0.0009946505755997
V8_L,0.0009876691943862
4_L,0.0009981265886027
3b_L,0.0010664418240192
FEF_L,0.001000761848846
PEF_L,0.0010256499008062
55b_L,0.001012956595448
V3A_L,0.0010160314667353
RSC_L,0.0010530749959082
POS2_L,0.001023851503943
V7_L,0.001033955703676
IPS1_L,0.0010238867987867
FFC_L,0.0010055597932413
V3B_L,0.0010062303180978
LO1_L,0.0009958403672005
LO2_L,0.0009854055615139
PIT_L,0.0009908376859723
MT_L,0.0009980468494836
A1_L,0.0010214721473116
PSL_L,0.0010159274658625
SFL_L,0.0010000830430267
PCV_L,0.0010035770293132
STV_L,0.0010158587824461
7Pm_L,0.0010047878249361
7m_L,0.0010098953421365
POS1_L,0.0010469153205382
23d_L,0.0010198116189579
v23ab_L,0.0010328327338262
d23ab_L,0.001015761542651
31pv_L,0.001007205014442
5m_L,0.000988998656867
5mv_L,0.0010044471255908
23c_L,0.0010151108718892
5L_L,0.0009944125760469
24dd_L,0.0010041039974893
24dv_L,0.0010146286819942
7AL_L,0.0010103960050089
SCEF_L,0.0009994676813831
6ma_L,0.0010088855863663
7Am_L,0.001001733076626
7Pl_L,0.0010156122390015
7PC_L,0.0010215174573061
LIPv_L,0.0010373572945714
VIP_L,0.0010100230533011
MIP_L,0.0010159209923953
1_L,0.0010118714484859
2_L,0.0010233335107464
3a_L,0.0010440319431758
6d_L,0.0010011563056333
6mp_L,0.0009928880018607
6v_L,0.0010365635310965
p24pr_L,0.0010357333485922
33pr_L,0.0010651089469651
a24pr_L,0.0010360108219764
p32pr_L,0.0010178552522757
a24_L,0.0011032193033991
d32_L,0.0010428492099213
8BM_L,0.0010090295277352
p32_L,0.0010857260680099
10r_L,0.0010821526334427
47m_L,0.0010985747705399
8Av_L,0.0010170877071905
8Ad_L,0.0010206624550989
9m_L,0.0010493857863489
8BL_L,0.0010248760697336
9p_L,0.0010512988293629
10d_L,0.0010987251603661
8C_L,0.0010226850518367
44_L,0.001064183419116
45_L,0.0010652436107685
47l_L,0.0010819049945903
a47r_L,0.0010893312886263
6r_L,0.0010512488728583
IFJa_L,0.0010191964574209
IFJp_L,0.0010224486682051
IFSp_L,0.0010313311028997
IFSa_L,0.0010501324668575
p9-46v_L,0.0010369121720129
46_L,0.0010352068748368
a9-46v_L,0.001067007213436
9-46d_L,0.0010444434465835
9a_L,0.0010722598471922
10v_L,0.00108232104209
a10p_L,0.0010863122012183
10pp_L,0.0011056081694663
11l_L,0.0010836131885453
13l_L,0.0010520684004164
OFC_L,0.0010176843253211
47s_L,0.0011143174348808
LIPd_L,0.001020641291049
6a_L,0.0010059422610484
i6-8_L,0.0009977166542643
s6-8_L,0.0010202900298932
43_L,0.0010621363094231
OP4_L,0.0010412291846178
OP1_L,0.0010307082448352
OP2-3_L,0.001047950896574
52_L,0.0010778752911849
RI_L,0.0010379512905171
PFcm_L,0.0010296774034749
PoI2_L,0.0011193209654902
TA2_L,0.0010632066454517
FOP4_L,0.0010626196124699
MI_L,0.0011033091937038
Pir_L,0.0011783399179939
AVI_L,0.0010920699048042
AAIC_L,0.001166557344798
FOP1_L,0.0010696936850998
FOP3_L,0.0010565739838766
FOP2_L,0.001046184325597
PFt_L,0.0010106290588969
AIP_L,0.0010173062857734
EC_L,0.0011356043454746
PreS_L,0.001157088102786
H_L,0.0011089249563726
ProS_L,0.0010691733444204
PeEc_L,0.0010785281448409
STGa_L,0.0010894547705726
PBelt_L,0.0010129321094237
A5_L,0.0010438772309968
PHA1_L,0.0010983954215251
PHA3_L,0.0010251873532434
STSda_L,0.0010515199508193
STSdp_L,0.0010115626673545
STSvp_L,0.0010070125778522
TGd_L,0.0011037631340275
TE1a_L,0.0010494410657733
TE1p_L,0.0010021085161109
TE2a_L,0.0010372270026487
TF_L,0.0010348728357693
TE2p_L,0.001008243358348
PHT_L,0.0010008047052219
PH_L,0.0009876977345844
TPOJ1_L,0.0010043949603033
TPOJ2_L,0.0010010013369766
TPOJ3_L,0.00101413769659
DVT_L,0.0010176651977503
PGp_L,0.0010193683450305
IP2_L,0.0010079348108747
IP1_L,0.0010007216729146
IP0_L,0.000996422098808
PFop_L,0.0010223404697278
PF_L,0.0010216833630189
PFm_L,0.0010083395093519
PGi_L,0.0010104440679329
PGs_L,0.0010164791670339
V6A_L,0.0010100371671472
VMV1_L,0.0010352945781721
VMV3_L,0.0009925911748279
PHA2_L,0.001045225265395
V4t_L,0.0009904005998674
FST_L,0.0009948102793722
V3CD_L,0.0010058952949684
LO3_L,0.0010064405936123
VMV2_L,0.0010163493509981
31pd_L,0.0010076443010649
31a_L,0.0010022855931972
VVC_L,0.0010231017203527
25_L,0.0010759464077369
s32_L,0.0010697424612389
pOFC_L,0.0010833176469445
PoI1_L,0.0011074314760132
Ig_L,0.0010684860080976
FOP5_L,0.0010510554746687
p10p_L,0.0010972178619315
p47r_L,0.0010655509447272
TGv_L,0.0010794603282301
MBelt_L,0.001042091395125
LBelt_L,0.001023392362199
A4_L,0.0010197617080163
STSva_L,0.0010308321310211
TE1m_L,0.0010272823899235
PI_L,0.0010878260283527
a32pr_L,0.0010349049459235
p24_L,0.0010756788954733
V1_R,0.0010378522510473
MST_R,0.0009877857925993
V6_R,0.0010172837836405
V2_R,0.0010239849528169
V3_R,0.0009962082119746
V4_R,0.000987362366245
V8_R,0.0009946247089506
4_R,0.0009846814738458
3b_R,0.0010778831039942
FEF_R,0.0009923108928939
PEF_R,0.001026215708143
55b_R,0.0010027590674708
V3A_R,0.001000267671247
RSC_R,0.0010794483978886
POS2_R,0.0010162404672714
V7_R,0.0010002078358875
IPS1_R,0.0009838307115564
FFC_R,0.0010054975360379
V3B_R,0.0009873982591496
LO1_R,0.0009820575636546
LO2_R,0.0009749076577753
PIT_R,0.0009791283550518
MT_R,0.0009847753420599
A1_R,0.0010190351573059
PSL_R,0.0010015731841399
SFL_R,0.0010122189644151
PCV_R,0.0010151904290881
STV_R,0.0010020491011665
7Pm_R,0.0010139452940927
7m_R,0.0010211302073635
POS1_R,0.0010503663685681
23d_R,0.0010373101225901
v23ab_R,0.0010491510259343
d23ab_R,0.0010244775050566
31pv_R,0.0010083423213955
5m_R,0.0009998542229691
5mv_R,0.001024498350575
23c_R,0.0010104540318149
5L_R,0.0009953876200606
24dd_R,0.0010248920990874
24dv_R,0.0010263482601851
7AL_R,0.0009876163508097
SCEF_R,0.0010290013978626
6ma_R,0.0009985464155539
7Am_R,0.0009998258177704
7Pl_R,0.0009994802666332
7PC_R,0.0009924088836369
LIPv_R,0.0010004289773727
VIP_R,0.0009922746898334
MIP_R,0.0009953622794703
1_R,0.0009884472598651
2_R,0.0009868031522218
3a_R,0.0010248906898087
6d_R,0.0009891400854801
6mp_R,0.0009979994552379
6v_R,0.0010149604868199
p24pr_R,0.0010491782555947
33pr_R,0.0010783193418915
a24pr_R,0.0010558416655153
p32pr_R,0.0010262963612579
a24_R,0.0011135048788251
d32_R,0.001061032524118
8BM_R,0.0010462049703208
p32_R,0.0011004836575117
10r_R,0.0011039844418367
47m_R,0.0010990677712296
8Av_R,0.0010108467115868
8Ad_R,0.0010133306281843
9m_R,0.0010807143689335
8BL_R,0.0010303799360828
9p_R,0.0010427830821945
10d_R,0.0011062109395274
8C_R,0.001010537079456
44_R,0.0010595768486443
45_R,0.0010622057517503
47l_R,0.0010805587508187
a47r_R,0.0010877015276877
6r_R,0.0010529964440926
IFJa_R,0.0010192244747495
IFJp_R,0.0010174365009015
IFSp_R,0.0010337735847232
IFSa_R,0.0010592390493936
p9-46v_R,0.0010320777551498
46_R,0.0010399081105588
a9-46v_R,0.0010667497827349
9-46d_R,0.0010495144876781
9a_R,0.0010703878669757
10v_R,0.00111174874833
a10p_R,0.0010926800147024
10pp_R,0.0010958439044215
11l_R,0.0010869406071488
13l_R,0.0010611047485913
OFC_R,0.0010278449184325
47s_R,0.0011072092231001
LIPd_R,0.0009910437123986
6a_R,0.0009918405658987
i6-8_R,0.0010038212551295
s6-8_R,0.0010054101075063
43_R,0.0010413183774661
OP4_R,0.0010313632348594
OP1_R,0.0010317974443365
OP2-3_R,0.001041820385958
52_R,0.0010723632341004
RI_R,0.0010323819836563
PFcm_R,0.0010151851147402
PoI2_R,0.0010996496344568
TA2_R,0.0010884614904306
FOP4_R,0.0010737318650191
MI_R,0.0010904030596831
Pir_R,0.00116586037311
AVI_R,0.001090215882804
AAIC_R,0.0011542097425079
FOP1_R,0.0010814562175819
FOP3_R,0.0010585544461055
FOP2_R,0.0010557072071921
PFt_R,0.0009945823665108
AIP_R,0.0009939328298454
EC_R,0.0011454194669697
PreS_R,0.0011723967216814
H_R,0.0011142219743955
ProS_R,0.0010934028770733
PeEc_R,0.0010728798619108
STGa_R,0.0010804333601707
PBelt_R,0.0010151791194526
A5_R,0.0010131090564407
PHA1_R,0.0011006002823603
PHA3_R,0.0010225307987733
STSda_R,0.0010307235821893
STSdp_R,0.0010075458731963
STSvp_R,0.0010144612387041
TGd_R,0.0011020990983723
TE1a_R,0.001045880826995
TE1p_R,0.0010029571202026
TE2a_R,0.001035860074175
TF_R,0.0010331743455432
TE2p_R,0.0010187154857269
PHT_R,0.0009955742715073
PH_R,0.0009872971027703
TPOJ1_R,0.0009935711504976
TPOJ2_R,0.0009945709079135
TPOJ3_R,0.0009918434870796
DVT_R,0.0010357686974222
PGp_R,0.000998572397505
IP2_R,0.0009920076532921
IP1_R,0.000990797436568
IP0_R,0.0009978344062406
PFop_R,0.0010021856545158
PF_R,0.0009957132946106
PFm_R,0.000991231716198
PGi_R,0.0009951826126512
PGs_R,0.0009906817779129
V6A_R,0.0010080724265075
VMV1_R,0.0010584979660728
VMV3_R,0.0010141822066849
PHA2_R,0.001035900225204
V4t_R,0.0009792612727632
FST_R,0.0009882547787832
V3CD_R,0.0009862637465796
LO3_R,0.0009911645092719
VMV2_R,0.0010307475986155
31pd_R,0.0010146502016459
31a_R,0.0010125386904432
VVC_R,0.0010344041235415
25_R,0.0011034212028216
s32_R,0.0010919335020243
pOFC_R,0.001099267351995
PoI1_R,0.0010866844345295
Ig_R,0.0010481505866473
FOP5_R,0.0010714411061772
p10p_R,0.0010759814399359
p47r_R,0.0010741236893045
TGv_R,0.0010812133952065
MBelt_R,0.0010617178728312
LBelt_R,0.001008752122107
A4_R,0.0010082704246305
STSva_R,0.0010322276205799
TE1m_R,0.0010234363789892
PI_R,0.001095338381477
a32pr_R,0.001040705506747
p24_R,0.0010943944149999
