region,F4
V1_L,-0.3025659250733231
MST_L,-0.7869250880970042
V6_L,-0.06607280538164334
V2_L,-0.6331899677292074
V3_L,-1.0406897175752674
V4_L,-1.1071020960990121
V8_L,-1.650439310543328
4_L,-1.2468592286638926
3b_L,1.250806953632224
FEF_L,-0.7468216607384104
PEF_L,0.11922246774896683
55b_L,-0.7035821525265017
V3A_L,-0.4198449234464336
RSC_L,-0.9074567097449018
POS2_L,-0.5242619099849692
V7_L,0.10029034714178507
IPS1_L,0.20675843767873606
FFC_L,-1.007112056517241
V3B_L,-0.381467462904109
LO1_L,-1.0921390682803127
LO2_L,-1.475691845186562
PIT_L,-1.4737490064462575
MT_L,-0.7952310858365529
A1_L,-0.11028843689736646
PSL_L,-0.3338688762496395
SFL_L,-1.298063075786807
PCV_L,-0.9533379453993146
STV_L,-0.6612431693579492
7Pm_L,-1.0090703527803189
7m_L,-0.827438472104734
POS1_L,-0.37580029846527085
23d_L,-0.2670135861702494
v23ab_L,-0.5451196930852767
d23ab_L,-0.918485208675909
31pv_L,-0.6800725761931077
5m_L,-1.620887903202806
5mv_L,-0.4213670962708032
23c_L,-0.16581374862632445
5L_L,-1.3344843786303437
24dd_L,-0.947407719069737
24dv_L,-0.22516816701161352
7AL_L,-0.8943259687012881
SCEF_L,-1.2809548747152097
6ma_L,-0.982576416013851
7Am_L,-1.13989488330314
7Pl_L,-0.793807910636572
7PC_L,-0.6122996326647456
LIPv_L,-0.20278843517483
VIP_L,-0.9673772004094163
MIP_L,-0.4149859622408642
1_L,-0.8347833863542461
2_L,-0.3324846706923151
3a_L,0.9861146782814791
6d_L,-0.6749819411318844
6mp_L,-1.072831288815404
6v_L,-0.10199077355372878
p24pr_L,0.314032686089065
33pr_L,0.7031455246134136
a24pr_L,0.7647932410448016
p32pr_L,-0.01874820302515092
a24_L,2.2132500436564833
d32_L,0.30299280175045895
8BM_L,-1.0743020881800656
p32_L,1.6334361326368627
10r_L,1.4583990872485595
47m_L,1.48763942472727
8Av_L,-0.44083453226505737
8Ad_L,0.16051348421027395
9m_L,0.1955391105748478
8BL_L,-0.4636456328289687
9p_L,0.7749875065728437
10d_L,1.8987574627147434
8C_L,-0.28095997452435634
44_L,0.4719535799769183
45_L,0.655410899743136
47l_L,1.1584795517715007
a47r_L,1.5694231570511346
6r_L,0.5240327760049623
IFJa_L,-0.13530095255094615
IFJp_L,0.16476679346372802
IFSp_L,0.2395920747409281
IFSa_L,0.7716203968561053
p9-46v_L,0.11460010935422653
46_L,0.35637082115791496
a9-46v_L,1.178426175663051
9-46d_L,0.8695409896484553
9a_L,1.454361185347748
10v_L,1.0288065414059053
a10p_L,2.1547856882957404
10pp_L,2.141114495263694
11l_L,1.4905571594835683
13l_L,0.34255285734874735
OFC_L,-2.3109074110436496
47s_L,1.64632987269358
LIPd_L,-0.11098506221083075
6a_L,-0.32402991696748007
i6-8_L,-0.7508254062329267
s6-8_L,-0.420485632839734
43_L,0.5034739914321266
OP4_L,-0.047443904384657225
OP1_L,-0.4298472966116925
OP2-3_L,0.02206500957569621
52_L,1.5509536865796343
RI_L,0.25384303183784057
PFcm_L,-0.2256527302925209
PoI2_L,1.8985924679582422
TA2_L,0.5104374924142026
FOP4_L,0.7469563449455754
MI_L,1.6998329837120114
Pir_L,2.347292049828632
AVI_L,1.2570353013805626
AAIC_L,2.5742863161462433
FOP1_L,0.5228654202276125
FOP3_L,0.7744806361578501
FOP2_L,0.3466476494459302
PFt_L,-0.3247784900487072
AIP_L,-0.25505200256681637
