region,odi
p24pr_R,0.3886083288968885
33pr_R,0.3674154986465429
a24pr_R,0.39308894745582
p32pr_R,0.409416527780564
a24_R,0.3893677635100953
d32_R,0.3674157968223846
8BM_R,0.3667310416521033
p32_R,0.3895468242004667
10r_R,0.4235667079094347
47m_R,0.4221852399391195
8Av_R,0.3943222248627112
8Ad_R,0.4004946268593374
9m_R,0.3535563913088069
8BL_R,0.373765121818172
9p_R,0.3770255167371524
10d_R,0.3751877919282328
8C_R,0.3974248955014272
44_R,0.3702995512911361
45_R,0.3793843446171723
47l_R,0.3830004631413757
a47r_R,0.3960573746924599
6r_R,0.3742293353382326
IFJa_R,0.4084606652335826
IFJp_R,0.4031427393434967
IFSp_R,0.4118449743766118
IFSa_R,0.396391863999372
p9-46v_R,0.3962369724708824
46_R,0.3939463871301596
a9-46v_R,0.3920970895119171
9-46d_R,0.394740884787997
9a_R,0.375555173984231
10v_R,0.4502127191427101
a10p_R,0.4095691004797306
10pp_R,0.4370328824392958
11l_R,0.4326606609997812
13l_R,0.4667833417897583
OFC_R,0.5130749196855502
47s_R,0.3881539685420224
LIPd_R,0.4098893209429005
6a_R,0.4175969421945976
i6-8_R,0.4050018628166405
s6-8_R,0.3966858547966351
43_R,0.378079601434506
OP4_R,0.366227546088239
OP1_R,0.3869588373305967
OP2-3_R,0.4048548223928209
52_R,0.4341174069893874
RI_R,0.4257056256872219
PFcm_R,0.3829091900583907
PoI2_R,0.3509631284953911
TA2_R,0.3964236928045597
FOP4_R,0.3918343455816733
MI_R,0.3618898956329079
Pir_R,0.346833424407391
AVI_R,0.3810288479835054
AAIC_R,0.3397833641121742
FOP1_R,0.3693944510229139
FOP3_R,0.3970513056264073
FOP2_R,0.3940883630523521
PFt_R,0.3920489105937567
AIP_R,0.4110307970583108
EC_R,0.4182145129236149
PreS_R,0.3943683376225023
H_R,0.4300383150515565
ProS_R,0.4019844284818226
PeEc_R,0.4421181232112599
STGa_R,0.3667012512559716
PBelt_R,0.4205263933923858
A5_R,0.390153467644144
PHA1_R,0.4099693152830375
PHA3_R,0.4336900681923596
STSda_R,0.411815633713227
STSdp_R,0.4147381041569944
STSvp_R,0.3829477382580235
TGd_R,0.3977813972130097
TE1a_R,0.3825418039966072
TE1p_R,0.3882280739431322
TE2a_R,0.4201138932615877
TF_R,0.4482578650133871
TE2p_R,0.4242696286611012
PHT_R,0.3801637954705967
PH_R,0.3959038326263899
TPOJ1_R,0.391045954163513
TPOJ2_R,0.3876047884997408
TPOJ3_R,0.396263330133134
DVT_R,0.3956121959411751
PGp_R,0.3725251937874457
IP2_R,0.3994297520768864
IP1_R,0.3959044188382253
IP0_R,0.3871433325825069
PFop_R,0.3660197276905694
PF_R,0.3693998465635945
PFm_R,0.3784250194560985
PGi_R,0.3821841392930163
PGs_R,0.3766663849038271
V6A_R,0.3884197811249385
VMV1_R,0.4421360597450073
VMV3_R,0.4192092821326405
PHA2_R,0.4448376888530557
V4t_R,0.3964298455116328
FST_R,0.393366927557581
V3CD_R,0.3893691728201424
LO3_R,0.3899099226692466
VMV2_R,0.4313732475948901
31pd_R,0.4085695431859256
31a_R,0.3936228923846822
VVC_R,0.43024543068824
25_R,0.4314651312997466
s32_R,0.4380345347111612
pOFC_R,0.4289737790755605
PoI1_R,0.3735415673729726
Ig_R,0.3962108513979407
FOP5_R,0.3941817382718889
p10p_R,0.4018014084637864
p47r_R,0.3879026013927594
TGv_R,0.4288650319797474
MBelt_R,0.4494746121863059
LBelt_R,0.4478188817720629
A4_R,0.3822364036250969
STSva_R,0.4121511377342262
TE1m_R,0.3915013788500772
PI_R,0.4163879725759717
a32pr_R,0.392329639648572
p24_R,0.3621000192069202
