region,F2
V1_L,0.250404418376726
MST_L,-0.28768378978111286
V6_L,0.14667882098065757
V2_L,-0.3509544905256382
V3_L,-0.7266547553300797
V4_L,-0.71765933037797
V8_L,-1.5996879696195598
4_L,-1.2006399008808706
3b_L,1.9476624209889477
FEF_L,-0.4159636927403979
PEF_L,0.6259649724772826
55b_L,-0.03711138869755356
V3A_L,0.4716064108161126
RSC_L,-2.8699911898048884
POS2_L,-0.06340214848756284
V7_L,1.3004254354097367
IPS1_L,1.4179752532987273
FFC_L,-0.6064221882505118
V3B_L,0.0037606768562116993
LO1_L,-0.49204833098655243
LO2_L,-0.9273059536473378
PIT_L,-0.91176090416118
MT_L,-0.1883601908709973
A1_L,0.3926017025451729
PSL_L,0.5826216317309962
SFL_L,-1.1713900049175068
PCV_L,-0.9227364658901195
STV_L,0.22345361678433764
7Pm_L,-0.4799128384454309
7m_L,-0.9892702956189287
POS1_L,-1.3774537783344902
23d_L,-1.6646435171988685
v23ab_L,-1.520718576436983
d23ab_L,-2.070037920055757
31pv_L,-1.3181085971550104
5m_L,-1.8598520205461375
5mv_L,-1.1341191818429741
23c_L,-0.08400330976296887
5L_L,-0.9028417763754591
24dd_L,-2.00157057787752
24dv_L,-1.5434417075054347
7AL_L,0.18604515848560538
SCEF_L,-2.2618638738962455
6ma_L,-0.24371634141854998
7Am_L,-0.5306447594252852
7Pl_L,0.19447566658590604
7PC_L,0.5481445357766715
LIPv_L,1.045943629735637
VIP_L,-0.02419927186265006
MIP_L,0.5389693548855313
1_L,0.03739590853975658
2_L,0.6642926123571281
3a_L,2.143561124846216
6d_L,-0.6366824082777733
6mp_L,-1.1244700784365589
6v_L,0.4495324500262128
p24pr_L,-1.109400848473232
33pr_L,-2.780959246215784
a24pr_L,-1.0285104055289973
p32pr_L,-1.8986198847717861
a24_L,-0.0937203308906102
d32_L,-1.2468202233367178
8BM_L,-2.53323325714108
p32_L,-0.177053441053688
10r_L,-0.3226846442272939
47m_L,1.8109809495794023
8Av_L,0.24294578355876628
8Ad_L,0.42603937432615246
9m_L,-0.8235643536668361
8BL_L,0.08415052597978025
9p_L,1.3614236060738314
10d_L,1.7748951862870972
8C_L,0.265996076388091
44_L,0.9056473333428607
45_L,0.8908258672459737
47l_L,1.608037157550813
a47r_L,1.925790906078019
6r_L,0.7571958746076735
IFJa_L,-0.08079562713140022
IFJp_L,0.028818847164643963
IFSp_L,0.49826209077181927
IFSa_L,1.2064931702457273
p9-46v_L,0.6941661510370898
46_L,0.73289990631243
a9-46v_L,1.7709709028779574
9-46d_L,0.9178181350519724
9a_L,1.9028418118461101
10v_L,0.051975674419302884
a10p_L,2.1283044686707133
10pp_L,2.251934402360696
11l_L,1.2936999210895805
13l_L,0.7069639376877612
OFC_L,-0.9577120329477063
47s_L,1.379582272980804
LIPd_L,1.112541584952956
6a_L,0.3125304270075643
i6-8_L,-0.4873944664153766
s6-8_L,0.689601650460278
43_L,0.8550615878659865
OP4_L,0.10732304157645191
OP1_L,-1.0423748212657338
OP2-3_L,-0.9371935087572174
52_L,1.4451300674665128
RI_L,0.18135313914997486
PFcm_L,-0.023331273484937055
PoI2_L,2.0421811104128076
TA2_L,0.011366873495869387
FOP4_L,-0.44413335362330286
MI_L,1.7748006154369147
Pir_L,1.4617550571932825
AVI_L,1.1415149346287636
AAIC_L,2.4905587577685226
FOP1_L,-0.2131057906381713
FOP3_L,-0.04517895554885569
FOP2_L,-1.189152129493843
PFt_L,0.6820384527815755
AIP_L,0.6337407230135821
EC_L,0.6880875508369848
PreS_L,1.2035372639909596
H_L,1.1215859675223732
ProS_L,-0.7737418951687323
PeEc_L,0.2692340746616527
STGa_L,1.577836924878432
PBelt_L,0.09946583071032512
A5_L,1.2568979741157202
PHA1_L,0.04917379984662521
PHA3_L,-1.2426727032286187
STSda_L,1.5318667866055027
STSdp_L,0.17687980272791848
STSvp_L,0.34132750897210673
TGd_L,1.2962049975642858
TE1a_L,1.0307348937725627
TE1p_L,-0.054630181032752474
TE2a_L,-0.04192685919650792
TF_L,-0.9089015244858415
TE2p_L,-1.0097520256913173
PHT_L,-0.02619439608454166
PH_L,-0.7444208569143905
TPOJ1_L,-0.2211820066309244
TPOJ2_L,-0.21087397818649456
TPOJ3_L,0.34777171631316856
DVT_L,-0.8872762408758786
PGp_L,0.2813344150944187
IP2_L,0.1073062302707197
IP1_L,-0.11153733221371116
IP0_L,-0.813319355150532
PFop_L,0.8421304583682735
PF_L,0.8637924846693312
PFm_L,0.29977548296462564
PGi_L,0.20034089389786078
PGs_L,0.3729197664248748
V6A_L,0.06717744816654765
VMV1_L,-0.9332240368798557
VMV3_L,-1.8872181780316062
PHA2_L,-0.5857677771691387
V4t_L,-0.5565292642920248
FST_L,-0.3806201139540356
V3CD_L,-0.07249150072057191
LO3_L,-0.20803278569633676
VMV2_L,-1.1379683344869407
31pd_L,-1.143731064059337
31a_L,-1.5607932393522566
VVC_L,-1.1618423347063365
25_L,-1.575535305019745
s32_L,-0.9213702760137155
pOFC_L,0.18063626648608802
PoI1_L,1.7042213045902985
Ig_L,0.38551728577566846
FOP5_L,-0.6358114448541438
p10p_L,2.6850943011232835
p47r_L,1.9917836433249856
TGv_L,0.23322336289433376
MBelt_L,-0.24234399910875482
LBelt_L,0.4533329213223582
A4_L,0.523308062366706
STSva_L,0.7967781371522038
TE1m_L,0.5130290805128612
PI_L,0.7181429850771374
a32pr_L,-1.485946704748417
p24_L,-0.36141146469117125
V1_R,0.7677058366388282
MST_R,-0.6121727743807621
V6_R,0.9224624005862526
V2_R,0.27114428377006156
V3_R,-0.3584712211482909
V4_R,-0.7994780707637787
V8_R,-0.9105427808619196
4_R,-1.8877373221368583
3b_R,3.3119227667685367
FEF_R,-1.0501255092429909
PEF_R,0.08630796939026099
55b_R,-1.0224813698619533
V3A_R,-0.321008098039564
RSC_R,-1.2035913297541745
POS2_R,-0.15863285420722695
V7_R,-1.1731061182280378
IPS1_R,-1.155086640240003
FFC_R,-1.5464430396950253
V3B_R,-0.1383436192314432
LO1_R,-0.2984127740095771
LO2_R,-0.9319353515709278
PIT_R,-1.1373159988362422
MT_R,-0.6082378157620634
A1_R,0.5117252053127194
PSL_R,0.04423642603202667
SFL_R,-0.7240907206123749
PCV_R,0.46389315767642725
STV_R,-0.2558340709736949
7Pm_R,0.8302455660515258
7m_R,0.5831139998215981
POS1_R,-1.227731810806455
23d_R,0.23045281805294898
v23ab_R,-0.17958612768874077
d23ab_R,-0.7114325566873014
31pv_R,-0.46133330769516945
5m_R,-0.30843327300193435
5mv_R,0.977903110918324
23c_R,-0.28471063901835714
5L_R,-0.16827368083264732
24dd_R,-0.00663717017504159
24dv_R,0.22990302886589567
7AL_R,-0.6555852201645097
SCEF_R,0.24441404119134078
6ma_R,-1.4303789785086998
7Am_R,0.22464932352694336
7Pl_R,-0.1738426517330178
7PC_R,-0.9123106521280291
LIPv_R,-1.0290249536719382
VIP_R,-0.8036133228524928
MIP_R,-0.725088983098196
1_R,-1.1314891815145274
2_R,-1.44323434509535
3a_R,0.6377244119148958
6d_R,-1.2808256615149074
6mp_R,-1.0059348554670937
6v_R,-0.46686861518389194
p24pr_R,0.5882134885114061
33pr_R,-0.13485641461784795
a24pr_R,0.668698046107078
p32pr_R,0.18755218035746435
a24_R,1.1786624331074116
d32_R,0.7589749326495282
8BM_R,0.5679464303100085
p32_R,1.1354039807975043
10r_R,1.4743109602705553
47m_R,1.1848123911652848
8Av_R,-0.766764732534773
8Ad_R,-0.7283150052746863
9m_R,1.4252892488484994
8BL_R,-0.19165165317441768
9p_R,0.37328086343378003
10d_R,2.2775879345784915
8C_R,-1.0501159931198916
44_R,-0.03226716313111529
45_R,0.5097080087239921
47l_R,0.804963487721814
a47r_R,1.3542924697804295
6r_R,0.3189848513900907
IFJa_R,-0.44849333594743124
IFJp_R,-0.6002571751112863
IFSp_R,0.17293632249005983
IFSa_R,1.011899697927065
p9-46v_R,-0.0616412700770596
46_R,0.5984811117644409
a9-46v_R,1.2496130951593574
9-46d_R,0.7627045250943778
9a_R,1.1799005438232493
10v_R,1.765001194966581
a10p_R,1.5706477776262948
10pp_R,1.6582435640345907
11l_R,0.3353913699020457
13l_R,0.4098442468541166
OFC_R,-1.6058682486779123
47s_R,0.4702756304289097
LIPd_R,-0.6467700409650101
6a_R,-1.2703369413615218
i6-8_R,-0.6066962917014866
s6-8_R,-1.3224142995345707
43_R,-0.6114645328650896
OP4_R,-0.37462724615313
OP1_R,-0.741221421906722
