region,ak
V1_L,0.5659387444797669
MST_L,0.5237049065214188
V6_L,0.5309721616165886
V2_L,0.5594092811169948
V3_L,0.5397502074872698
V4_L,0.5321556325185683
V8_L,0.5449349386732738
4_L,0.5837737096571253
3b_L,0.5400577140743819
FEF_L,0.5368761068622424
PEF_L,0.514502397547533
55b_L,0.5225963746453789
V3A_L,0.5222262319347138
RSC_L,0.6368528972107723
POS2_L,0.5291335204786519
V7_L,0.5276090303447412
IPS1_L,0.5215701193252098
FFC_L,0.5434834870616667
V3B_L,0.5179362747769907
LO1_L,0.5073549316951562
LO2_L,0.5116863832878121
PIT_L,0.5216700020215808
MT_L,0.5195684271408485
A1_L,0.6269548141564741
PSL_L,0.4952161151160248
SFL_L,0.5202950529053965
PCV_L,0.5183942843606985
STV_L,0.4954433694165707
7Pm_L,0.5018086565567946
7m_L,0.5311976910374399
POS1_L,0.5845391361686073
23d_L,0.5742026216202862
v23ab_L,0.5834594870335774
d23ab_L,0.5839419969306681
31pv_L,0.558978493749015
5m_L,0.5681693598781578
5mv_L,0.5406067620583509
23c_L,0.5427649576800313
5L_L,0.508418823399789
24dd_L,0.5750740150862315
24dv_L,0.5558961723863636
7AL_L,0.4986594870861157
SCEF_L,0.5441551935847919
6ma_L,0.519318214796212
7Am_L,0.4960710965164909
7Pl_L,0.501294987951311
7PC_L,0.5099775260992258
LIPv_L,0.5257617020176119
VIP_L,0.5047216215701354
MIP_L,0.5182971680858597
1_L,0.5343848975174406
2_L,0.5319847962393015
3a_L,0.5574676690771777
6d_L,0.5430699537639645
6mp_L,0.5433574862230548
6v_L,0.510208713409493
p24pr_L,0.5519742117237403
33pr_L,0.5780225944905457
a24pr_L,0.5422662161196512
p32pr_L,0.5489101388646196
a24_L,0.5699332816747478
d32_L,0.5216690532873463
8BM_L,0.5229865276096093
p32_L,0.5566427019088187
10r_L,0.5900898559102954
47m_L,0.582558948876511
8Av_L,0.5149489582565218
8Ad_L,0.5193403782213931
9m_L,0.5026152562760922
8BL_L,0.4999448407494402
9p_L,0.4967577668451045
10d_L,0.5047449703642386
8C_L,0.5262372982978853
44_L,0.5247248761226938
45_L,0.542234126188035
47l_L,0.5468576885228239
a47r_L,0.5243284637600829
6r_L,0.5155620523102038
IFJa_L,0.5437156438879579
IFJp_L,0.5325902746022186
IFSp_L,0.5308295259604363
IFSa_L,0.5197008074370115
p9-46v_L,0.516025341709453
46_L,0.5016095678357302
a9-46v_L,0.5062572043726046
9-46d_L,0.5045426633157827
