region,ak
9a_L,0.4928286260568987
10v_L,0.6189619816149738
a10p_L,0.5184786066482179
10pp_L,0.570959506214258
11l_L,0.57659267150157
13l_L,0.6225673532992428
OFC_L,0.6555369562354028
47s_L,0.5901071791248973
LIPd_L,0.5287624160093769
6a_L,0.5399436270357059
i6-8_L,0.5305832480781834
s6-8_L,0.5210259840311544
43_L,0.5299389053841207
OP4_L,0.5217473301305822
OP1_L,0.5547946639695804
OP2-3_L,0.580983799119793
52_L,0.590863071919582
RI_L,0.575744649693236
PFcm_L,0.5294109451161289
PoI2_L,0.5625684746372321
TA2_L,0.5510821132445264
FOP4_L,0.5564445932401167
MI_L,0.54962359749347
Pir_L,0.6076325786604013
AVI_L,0.5709909472368908
AAIC_L,0.5644832525613479
FOP1_L,0.5487155344066215
FOP3_L,0.5584604560988831
FOP2_L,0.5611490402972988
PFt_L,0.4943169336862305
AIP_L,0.5235520755090517
EC_L,0.6456353086740219
PreS_L,0.657273768013626
H_L,0.6162387764931739
ProS_L,0.6037192642110898
PeEc_L,0.6308855765521033
STGa_L,0.5265999248538968
PBelt_L,0.5612902132147264
A5_L,0.519437000411018
PHA1_L,0.6214207323708041
PHA3_L,0.5946685873650341
STSda_L,0.5341615931926386
STSdp_L,0.5278757084403348
STSvp_L,0.509625050877675
TGd_L,0.5809462092373364
TE1a_L,0.5303509620200249
TE1p_L,0.4991260652012436
TE2a_L,0.569798718162709
TF_L,0.61304211883736
TE2p_L,0.5608263577798211
PHT_L,0.4870912465128948
PH_L,0.5079108663508953
TPOJ1_L,0.5170726557272056
TPOJ2_L,0.503776494959588
TPOJ3_L,0.4963540720047834
DVT_L,0.5289177488212996
PGp_L,0.4835631274742191
IP2_L,0.5108344993404674
IP1_L,0.5082106283927008
IP0_L,0.5047234019761647
PFop_L,0.4917765055208193
PF_L,0.4860986073662385
PFm_L,0.4861851319042753
PGi_L,0.4975714959315342
PGs_L,0.4849107684182782
V6A_L,0.5071345464950071
VMV1_L,0.6141057295342539
VMV3_L,0.5791454597044365
PHA2_L,0.5898294291833064
V4t_L,0.5089271901824878
FST_L,0.5023267914309435
V3CD_L,0.4991115100292516
LO3_L,0.4980798798580776
VMV2_L,0.5831029641189119
31pd_L,0.5409252881957094
31a_L,0.5396412242713766
VVC_L,0.5912297821684305
25_L,0.6588776079793601
s32_L,0.6460315479171825
pOFC_L,0.6446936420985518
PoI1_L,0.5737814675581878
Ig_L,0.5849465804198327
FOP5_L,0.5717901074281784
p10p_L,0.5139246980388719
p47r_L,0.5107072786583191
TGv_L,0.6115903909423606
MBelt_L,0.6059460027662984
LBelt_L,0.5986430809077976
A4_L,0.5242479093309967
STSva_L,0.53470008712322
TE1m_L,0.5203151800613098
PI_L,0.5718408219324275
a32pr_L,0.5347604418199599
p24_L,0.5284020404805747
V1_R,0.5706693218668768
MST_R,0.5218228716544578
V6_R,0.5355342689689188
V2_R,0.5641674751905336
V3_R,0.5360245994566224
V4_R,0.5293378240898735
V8_R,0.5468871451832187
4_R,0.5884369826788057
3b_R,0.5466735262467994
FEF_R,0.5394495782807798
PEF_R,0.5250246867933428
55b_R,0.5249340035586199
V3A_R,0.5193846878287113
RSC_R,0.6390263899962294
POS2_R,0.5273194321513921
V7_R,0.518972944826245
IPS1_R,0.5159872117709982
FFC_R,0.5567930079573131
V3B_R,0.5132642343060305
LO1_R,0.5052280991369601
LO2_R,0.5084753874117347
PIT_R,0.5168727610750037
MT_R,0.5112560299764752
A1_R,0.617294657427021
PSL_R,0.4813227373527304
SFL_R,0.5213707806144816
PCV_R,0.5215184459814205
STV_R,0.4965430548552879
7Pm_R,0.50149257710651
7m_R,0.5363184122664088
POS1_R,0.5874076806763793
23d_R,0.5737882496481974
v23ab_R,0.59454256830485
d23ab_R,0.5803319909148811
31pv_R,0.5607982544710074
5m_R,0.5662955987928902
5mv_R,0.541114662969522
23c_R,0.546339022740706
5L_R,0.5088812054441127
24dd_R,0.5765531074660359
24dv_R,0.5618763734539022
7AL_R,0.4961200470189015
SCEF_R,0.5489367300825616
6ma_R,0.5253394188500806
7Am_R,0.4950934801672545
7Pl_R,0.4962666714673847
7PC_R,0.5023746936230287
LIPv_R,0.5213671694146975
VIP_R,0.5014512356513773
MIP_R,0.5063857014507708
1_R,0.5321305934863991
2_R,0.5354346271849261
3a_R,0.5664543170188078
6d_R,0.5474436901504235
6mp_R,0.5443343827849483
6v_R,0.513858028402912
p24pr_R,0.5536860833397308
33pr_R,0.577690731595317
a24pr_R,0.5445335420625947
p32pr_R,0.5503850134840502
a24_R,0.5701053998751513
d32_R,0.5304849855968022
8BM_R,0.5298621664811297
p32_R,0.5620796487637476
10r_R,0.5940358699966932
47m_R,0.5978781837183595
8Av_R,0.5243349906065038
8Ad_R,0.5266695585326252
9m_R,0.5132769971405966
8BL_R,0.4999320773963054
9p_R,0.4967394708802978
10d_R,0.5104945379605891
8C_R,0.5380397401741746
44_R,0.5296788886350613
45_R,0.539919150637274
47l_R,0.5541445760690042
a47r_R,0.5356093510222003
6r_R,0.5224492177226929
IFJa_R,0.5501592629268912
IFJp_R,0.5486497504799603
IFSp_R,0.5400731878746053
IFSa_R,0.5298935851174567
p9-46v_R,0.5242727641356182
46_R,0.5160396985631652
a9-46v_R,0.5221942317069177
9-46d_R,0.5118121134251618
9a_R,0.4919385756915206
10v_R,0.6135255294294251
a10p_R,0.5343780169702846
10pp_R,0.5838763902052293
11l_R,0.591099665160659
13l_R,0.6370847372544948
OFC_R,0.6578486646640367
47s_R,0.5971451738635294
LIPd_R,0.5185621920100236
6a_R,0.5464037010040821
i6-8_R,0.5347740046435634
s6-8_R,0.5215400369814708
43_R,0.5272468951125331
OP4_R,0.5180220104277713
OP1_R,0.5558432982499668
OP2-3_R,0.575504252918564
52_R,0.587292501740756
RI_R,0.5648042357050345
PFcm_R,0.5254352843556613
PoI2_R,0.5545178406364166
TA2_R,0.5490322537294808
FOP4_R,0.5575267608774576
MI_R,0.5467501011107296
Pir_R,0.6007244631844226
AVI_R,0.5734245473097116
AAIC_R,0.5612072863123562
FOP1_R,0.5492812620919825
FOP3_R,0.5562978644187271
FOP2_R,0.5565906161837052
PFt_R,0.4927533697098266
AIP_R,0.5138186083132168
EC_R,0.6384028737503511
PreS_R,0.6578237857720443
H_R,0.6151034065023653
ProS_R,0.6103467220921333
PeEc_R,0.6258832141236317
STGa_R,0.5283485825005962
PBelt_R,0.5484624299056052
A5_R,0.5182162139442728
PHA1_R,0.6261639073367811
PHA3_R,0.5907422510303164
STSda_R,0.53586948818771
STSdp_R,0.5385589659094943
STSvp_R,0.5036235015262023
TGd_R,0.5849337186640937
TE1a_R,0.5293115959127618
TE1p_R,0.503361847371069
TE2a_R,0.566065013306252
TF_R,0.6120556302300306
TE2p_R,0.5696621561328962
PHT_R,0.4854751269948987
PH_R,0.5091388118875502
TPOJ1_R,0.5116532621342829
TPOJ2_R,0.5005964557713971
TPOJ3_R,0.500313173131361
DVT_R,0.5297333087679493
PGp_R,0.4771643872221452
IP2_R,0.5027467012249254
IP1_R,0.498554430459507
IP0_R,0.5001467429274248
PFop_R,0.4909247849212012
PF_R,0.4844433624355277
PFm_R,0.4823303361843805
PGi_R,0.4881598216579057
PGs_R,0.4789954614011026
V6A_R,0.5054383957749528
VMV1_R,0.6231427915106988
VMV3_R,0.5813475791832391
PHA2_R,0.5984235704975007
V4t_R,0.5063826228524216
FST_R,0.502702639475632
V3CD_R,0.4966512483496419
LO3_R,0.4954389838102415
VMV2_R,0.5834705974133185
31pd_R,0.5428681092848027
31a_R,0.5462612252075344
VVC_R,0.6049418688066357
25_R,0.6509245944996428
s32_R,0.6444059480119111
pOFC_R,0.6496503398947655
PoI1_R,0.56659872306775
Ig_R,0.5759108286439134
FOP5_R,0.5714834325770548
p10p_R,0.5194408846236002
p47r_R,0.5242082918868981
TGv_R,0.61655097864735
MBelt_R,0.6041016061464561
LBelt_R,0.5839030480626708
A4_R,0.5161162537345828
STSva_R,0.5378048102213085
TE1m_R,0.5197839032556196
PI_R,0.5634314135533949
a32pr_R,0.5360778820748366
p24_R,0.5325612404738798
