region,rk
V1_L,0.6068775152241468
MST_L,0.5578873343435082
V6_L,0.5739001339831915
V2_L,0.6011764994386501
V3_L,0.5783123221298634
V4_L,0.5688678062114605
V8_L,0.5845234312875023
4_L,0.6278944875117849
3b_L,0.5706762001868182
FEF_L,0.5761408726009034
PEF_L,0.5434890910692147
55b_L,0.5534829715477008
V3A_L,0.5662802610039204
RSC_L,0.6993489328274066
POS2_L,0.5711233969824627
V7_L,0.5626272742794496
IPS1_L,0.5527748133166002
FFC_L,0.5781871371895038
V3B_L,0.563158590326908
LO1_L,0.5543289082101488
LO2_L,0.5434400009633815
PIT_L,0.5541240625246712
MT_L,0.5478704376648277
A1_L,0.6675638768779082
PSL_L,0.5280248300899701
SFL_L,0.5423537478074091
PCV_L,0.5576035594556916
STV_L,0.5331129365777325
7Pm_L,0.5457427066375373
7m_L,0.5731234400456229
POS1_L,0.6255070913486453
23d_L,0.6142162485116531
v23ab_L,0.6279480622565562
d23ab_L,0.6307212667340225
31pv_L,0.6034480616205161
5m_L,0.604769617461074
5mv_L,0.5734668139676546
23c_L,0.5781280118512115
5L_L,0.5463267930960556
24dd_L,0.6114040462273626
24dv_L,0.5916567067964917
7AL_L,0.5388470571815618
SCEF_L,0.5786580020603379
6ma_L,0.5450401786301213
7Am_L,0.5385465920256178
7Pl_L,0.5440556605591486
7PC_L,0.542412153291576
LIPv_L,0.5666993977653869
VIP_L,0.5427236518182882
MIP_L,0.5579285000702403
1_L,0.5678788693497366
2_L,0.5763238420278942
3a_L,0.5934743245542337
6d_L,0.5662619063311504
6mp_L,0.5715269585294295
6v_L,0.5371409680472348
p24pr_L,0.5874209986306334
33pr_L,0.6285152574235906
a24pr_L,0.567765919867544
p32pr_L,0.5833679947787096
a24_L,0.6052920758655644
d32_L,0.5635036730688705
8BM_L,0.5564800638126439
p32_L,0.5999992118343216
10r_L,0.6323868604071365
47m_L,0.622524940387545
8Av_L,0.5387539001314346
8Ad_L,0.5439714406664394
9m_L,0.5344216161122298
8BL_L,0.5152038546557658
9p_L,0.5165067968837231
10d_L,0.528174556255977
8C_L,0.5595862918036203
44_L,0.5586849788623016
45_L,0.5766061285141963
47l_L,0.5808889790107938
a47r_L,0.5538799744343572
6r_L,0.548294720694999
IFJa_L,0.5808318696717104
IFJp_L,0.5632232834229802
IFSp_L,0.5611440391012913
IFSa_L,0.5463670519749926
p9-46v_L,0.5474732921526221
46_L,0.5286560121161678
a9-46v_L,0.5337446997996045
9-46d_L,0.5320971812450994
9a_L,0.5122444733455443
10v_L,0.664595982605869
a10p_L,0.5432635259828162
10pp_L,0.5973558280894851
11l_L,0.6117486356561119
13l_L,0.6686732145593095
OFC_L,0.7241442398968378
47s_L,0.6372182197029415
LIPd_L,0.5652324003679706
6a_L,0.5676756662003422
i6-8_L,0.5609036852790028
s6-8_L,0.5414818539884668
43_L,0.5658558327184813
OP4_L,0.5636458625555224
OP1_L,0.5987226266165786
OP2-3_L,0.6245464540055764
52_L,0.634920454165963
RI_L,0.6124934886136175
PFcm_L,0.5701512435746735
PoI2_L,0.6038467826233954
TA2_L,0.5949811973505541
FOP4_L,0.5978998218814473
MI_L,0.5839961725545498
Pir_L,0.6752153791652513
AVI_L,0.6118451486945518
AAIC_L,0.6162450450235377
FOP1_L,0.5931916760302445
FOP3_L,0.5940547672237175
FOP2_L,0.6015776046202461
PFt_L,0.5295648674523462
AIP_L,0.5624919367605139
EC_L,0.7134158777090932
PreS_L,0.731529687323919
H_L,0.6622098275338975
ProS_L,0.6478784818307244
PeEc_L,0.6770450502610682
STGa_L,0.554455784830215
PBelt_L,0.5924235700370301
A5_L,0.5481578497866374
PHA1_L,0.6679977481103054
PHA3_L,0.6363635495773932
STSda_L,0.558281285777525
STSdp_L,0.5593944332049305
STSvp_L,0.537717000447576
TGd_L,0.6186001091330486
TE1a_L,0.5572363074989543
TE1p_L,0.5300321037651425
TE2a_L,0.6027392751170881
TF_L,0.6575785735936897
TE2p_L,0.605231081467333
PHT_L,0.5204200110249144
PH_L,0.5425360723981634
TPOJ1_L,0.5538013707428104
TPOJ2_L,0.5389115320160274
TPOJ3_L,0.5303007390248298
DVT_L,0.5735619613471032
PGp_L,0.5205989172295652
IP2_L,0.550393880728037
IP1_L,0.5470493539413941
IP0_L,0.5526118561213247
PFop_L,0.5256718669878742
PF_L,0.523377689200483
PFm_L,0.5233504592384296
PGi_L,0.5338612735285027
PGs_L,0.5181565167794158
V6A_L,0.5477570137225807
VMV1_L,0.6515218966518146
VMV3_L,0.6155652439857446
PHA2_L,0.6231606385198019
V4t_L,0.5376215583300397
FST_L,0.5378206695410205
V3CD_L,0.538066266315494
LO3_L,0.5372387535719431
VMV2_L,0.6148475654841379
31pd_L,0.580470785756176
31a_L,0.5782962577658193
VVC_L,0.6291837246583356
25_L,0.7203382807139581
s32_L,0.6973367923859823
pOFC_L,0.7026368972928235
PoI1_L,0.6142316891548881
Ig_L,0.6258766698546743
FOP5_L,0.6153862321441331
p10p_L,0.5395831419964973
p47r_L,0.5376871851009695
TGv_L,0.651289551607976
MBelt_L,0.6519592599224111
LBelt_L,0.6329554706917235
A4_L,0.5545654768804784
STSva_L,0.5583472045269526
TE1m_L,0.5497011909787983
PI_L,0.6192231932834862
a32pr_L,0.5714089502838569
p24_L,0.5596623198929113
V1_R,0.6123639486058383
MST_R,0.5602470212796886
V6_R,0.5791139648464652
V2_R,0.6082293845355404
V3_R,0.5778905002043562
V4_R,0.5690789868154935
V8_R,0.5833721062263133
4_R,0.632143927286441
3b_R,0.5789203263247343
FEF_R,0.5723557577970761
PEF_R,0.5503851964788069
55b_R,0.547335829763601
V3A_R,0.5643276365960956
RSC_R,0.7013733030315805
POS2_R,0.5660836894796131
V7_R,0.5576167111806491
IPS1_R,0.5550584121545312
FFC_R,0.590317550540076
V3B_R,0.5586157521256396
LO1_R,0.551983877504088
LO2_R,0.5472368929764093
PIT_R,0.5528290234309641
MT_R,0.5468489496920179
A1_R,0.6556311533606329
PSL_R,0.514840089056464
SFL_R,0.5458702563423483
PCV_R,0.5597229039738837
STV_R,0.5352743927950596
7Pm_R,0.5415711375894119
7m_R,0.5758336705177249
POS1_R,0.6289335148036848
23d_R,0.6134953006518158
v23ab_R,0.6383466002686211
d23ab_R,0.6230819847071731
31pv_R,0.5998435131818536
5m_R,0.605328988899463
5mv_R,0.5742227931419559
23c_R,0.5816942893371824
5L_R,0.5437116417928919
24dd_R,0.6121544509155002
24dv_R,0.5946021957663415
7AL_R,0.5312805882832079
SCEF_R,0.5802846698609121
6ma_R,0.5535415591124438
7Am_R,0.5352239245187727
7Pl_R,0.5373122718884098
7PC_R,0.5337379387979275
LIPv_R,0.5641711825327012
VIP_R,0.5367315583735671
MIP_R,0.544796212924437
1_R,0.5560729936305756
2_R,0.579227146225163
3a_R,0.6062969219296837
6d_R,0.5682014265327573
6mp_R,0.5721547775468989
6v_R,0.5357026006118293
p24pr_R,0.5904513901977422
33pr_R,0.6244382433158424
a24pr_R,0.5744549373391189
p32pr_R,0.5805850478224648
a24_R,0.6065352002817912
d32_R,0.568605252004216
8BM_R,0.5600622538897542
p32_R,0.6045546472656032
10r_R,0.6357866770892239
47m_R,0.6335269741727368
8Av_R,0.5464351230117858
8Ad_R,0.5513175205952372
9m_R,0.5487737938711352
8BL_R,0.5163010962188492
9p_R,0.5185947260775325
10d_R,0.5345450188700268
8C_R,0.5706382703492694
44_R,0.5584705121745764
45_R,0.5622401733770824
47l_R,0.5752697836368075
a47r_R,0.5595339988268291
6r_R,0.5507273338309125
IFJa_R,0.5877802933430671
