region,msd-limited
STV_R,0.0001640039005243
7Pm_R,0.0001682789002627
7m_R,0.000168602857129
POS1_R,0.0001582746188974
23d_R,0.0001712304465895
v23ab_R,0.0001651207009474
d23ab_R,0.0001646066301394
31pv_R,0.0001654636622959
5m_R,0.0001616708013486
5mv_R,0.0001702699889944
23c_R,0.0001655242641194
5L_R,0.0001613648148421
24dd_R,0.0001671935097811
24dv_R,0.0001700400215358
7AL_R,0.000159450042195
SCEF_R,0.0001677237491545
6ma_R,0.0001574452910161
7Am_R,0.0001646818981095
7Pl_R,0.0001616686384744
7PC_R,0.000157637069446
LIPv_R,0.0001585339681413
VIP_R,0.0001583288850922
MIP_R,0.0001606351232676
1_R,0.0001566591720758
2_R,0.0001578045674252
3a_R,0.0001670699919031
6d_R,0.0001577394194975
6mp_R,0.0001594428695169
6v_R,0.0001620743096968
p24pr_R,0.0001719814361099
33pr_R,0.0001703972027206
a24pr_R,0.0001716388057959
p32pr_R,0.000170992798261
a24_R,0.0001718266735521
d32_R,0.0001726105132465
8BM_R,0.0001691825952406
p32_R,0.0001728562971839
10r_R,0.0001734663958873
47m_R,0.0001705817483104
8Av_R,0.000160416335075
8Ad_R,0.0001622747376867
9m_R,0.0001727778009753
8BL_R,0.0001615622718692
9p_R,0.0001647314143077
10d_R,0.0001720448849834
8C_R,0.0001597917646266
44_R,0.0001636148851027
45_R,0.0001670998285868
47l_R,0.0001688828373578
a47r_R,0.0001720213261371
6r_R,0.0001654279182709
IFJa_R,0.0001635895852433
IFJp_R,0.0001630889590114
IFSp_R,0.0001659187491819
IFSa_R,0.0001704887906577
p9-46v_R,0.0001642730964198
46_R,0.0001685901913173
a9-46v_R,0.000171567537254
9-46d_R,0.0001691955267283
9a_R,0.0001670896017367
10v_R,0.0001734289029678
a10p_R,0.0001719388450219
10pp_R,0.0001704189714552
11l_R,0.0001675542551923
13l_R,0.0001718333720716
OFC_R,0.0001576732170224
47s_R,0.0001686853593661
LIPd_R,0.0001619200357081
6a_R,0.0001612442193182
i6-8_R,0.0001622810746514
s6-8_R,0.000157845948089
43_R,0.0001622945987483
OP4_R,0.0001636111786667
OP1_R,0.0001615931911465
OP2-3_R,0.0001614657806011
52_R,0.0001700059137193
RI_R,0.0001647185688427
PFcm_R,0.0001607292939731
PoI2_R,0.000163377556839
TA2_R,0.0001702297995087
FOP4_R,0.0001682960950484
MI_R,0.0001640025772338
Pir_R,0.0001681543360832
AVI_R,0.0001643787247305
AAIC_R,0.0001676745999712
FOP1_R,0.0001662959228084
FOP3_R,0.0001656037055832
FOP2_R,0.0001655844222338
PFt_R,0.0001645987362924
AIP_R,0.0001617975258645
EC_R,0.0001695549442517
PreS_R,0.0001702605696115
H_R,0.0001676117901166
ProS_R,0.0001658905212015
PeEc_R,0.000164638449041
STGa_R,0.000165891448834
PBelt_R,0.0001683343043225
A5_R,0.0001590407983149
PHA1_R,0.0001625670679976
PHA3_R,0.0001621361392524
STSda_R,0.0001584068254851
STSdp_R,0.0001603314060023
STSvp_R,0.000166901876649
TGd_R,0.000170900588273
TE1a_R,0.0001662942662549
TE1p_R,0.0001628569957651
TE2a_R,0.0001669475092225
TF_R,0.0001617074647386
TE2p_R,0.0001634139045659
PHT_R,0.0001632219874589
PH_R,0.000160337726913
TPOJ1_R,0.0001628648108375
TPOJ2_R,0.0001642975159351
TPOJ3_R,0.000163199828953
DVT_R,0.0001679749660527
PGp_R,0.0001623226688632
IP2_R,0.0001662055278704
IP1_R,0.000166073346982
IP0_R,0.0001727630053955
PFop_R,0.0001617622972295
PF_R,0.0001600226188945
PFm_R,0.0001624201969095
PGi_R,0.0001629626297094
PGs_R,0.0001611302782184
V6A_R,0.0001631175609429
VMV1_R,0.0001594425986269
VMV3_R,0.0001638044872382
PHA2_R,0.0001574675180006
V4t_R,0.0001619970302443
FST_R,0.0001627088911604
V3CD_R,0.0001654276753059
LO3_R,0.0001646955866688
VMV2_R,0.0001611707258309
31pd_R,0.0001695813074436
31a_R,0.0001664674887018
VVC_R,0.0001591576312743
25_R,0.0001613593472337
s32_R,0.0001658959422433
pOFC_R,0.0001702204754491
PoI1_R,0.0001625385797992
Ig_R,0.0001582557007767
FOP5_R,0.0001671398414009
p10p_R,0.0001697447134228
p47r_R,0.0001701340455272
TGv_R,0.000169023101495
MBelt_R,0.0001686291400407
LBelt_R,0.0001678422190601
A4_R,0.0001647210942657
STSva_R,0.0001666106786167
TE1m_R,0.0001642822634702
PI_R,0.0001730334645331
a32pr_R,0.0001714171538132
p24_R,0.0001724423617382
