region,icvf
TGv_L,0.3010309981645609
MBelt_L,0.3010310758335874
LBelt_L,0.2931385161428817
A4_L,0.243774559019921
STSva_L,0.2326598764298169
TE1m_L,0.235358596385148
PI_L,0.2620082238500615
a32pr_L,0.234826090058675
p24_L,0.2225403779924782
V1_R,0.2875924117012107
MST_R,0.2430868370375677
V6_R,0.2586617376840014
V2_R,0.2798130453114728
V3_R,0.2625769064207243
V4_R,0.2558779777733533
V8_R,0.2676855506558478
4_R,0.3040431713321768
3b_R,0.2822558085127443
FEF_R,0.2615541407668165
PEF_R,0.2421740470354736
55b_R,0.2491297379450277
V3A_R,0.25154742686112
RSC_R,0.3337207246967961
POS2_R,0.2553292490452136
V7_R,0.2456182201301936
IPS1_R,0.2398323448745448
FFC_R,0.2688492505440166
V3B_R,0.2373964601193348
LO1_R,0.2387202118038196
LO2_R,0.2434617963192909
PIT_R,0.2515550728087406
MT_R,0.2406474939404099
A1_R,0.3106029713802204
PSL_R,0.21991356900891
SFL_R,0.2512492839738641
PCV_R,0.2490906367817228
STV_R,0.2286670763043304
7Pm_R,0.239519790730392
7m_R,0.2532740768335605
POS1_R,0.2850519018240928
23d_R,0.2705327445576106
v23ab_R,0.2880420861581593
d23ab_R,0.2759495818308303
31pv_R,0.2607897078792937
5m_R,0.2975813703470066
5mv_R,0.262022749856901
23c_R,0.2520338850893118
5L_R,0.2555175309309073
24dd_R,0.2829481208623355
24dv_R,0.2630950536619616
7AL_R,0.2425183577603561
SCEF_R,0.2683057284378862
6ma_R,0.2563382092885208
7Am_R,0.2401376253857501
7Pl_R,0.2399683555464856
7PC_R,0.2476909998120132
LIPv_R,0.2568277564144505
VIP_R,0.2454826603278259
MIP_R,0.2426436608799247
1_R,0.2694993433411494
2_R,0.2623549222416219
3a_R,0.2766940447387523
6d_R,0.2726083099208414
6mp_R,0.2722396572053562
6v_R,0.2361815783360026
p24pr_R,0.2515767146482198
33pr_R,0.2703392612300892
a24pr_R,0.2418910141066559
p32pr_R,0.2525470388717089
a24_R,0.2489148190593229
d32_R,0.235758245490807
8BM_R,0.2473338566142741
p32_R,0.2478602456137998
10r_R,0.2744698363691744
47m_R,0.2894151459935573
8Av_R,0.2452497304603432
8Ad_R,0.2387755029185337
9m_R,0.2249644455754341
8BL_R,0.2274072154277284
9p_R,0.2168655302262783
10d_R,0.2180075993289479
8C_R,0.2504908272783259
44_R,0.2413407204946747
45_R,0.2440068073648732
47l_R,0.2502921552610003
a47r_R,0.2339730979457459
6r_R,0.2351318392252245
IFJa_R,0.2551319145204981
IFJp_R,0.2524744070996425
IFSp_R,0.2468700272422135
IFSa_R,0.2326339359833657
p9-46v_R,0.2368538413123893
46_R,0.2272205351048441
a9-46v_R,0.2265930669690382
9-46d_R,0.2201073733657604
9a_R,0.2084284033546514
10v_R,0.2977615059827493
a10p_R,0.2281956579552904
10pp_R,0.2739032511137503
11l_R,0.2739362195139839
13l_R,0.330131389110701
OFC_R,0.3568676597632124
47s_R,0.2858307197486457
LIPd_R,0.2466950262037367
6a_R,0.2575094655157434
i6-8_R,0.2546379166873233
s6-8_R,0.2455925944134021
43_R,0.2406083245149494
OP4_R,0.2389704205537065
OP1_R,0.2644497107220971
OP2-3_R,0.2725704181465989
52_R,0.2748525290180598
RI_R,0.268547800139607
PFcm_R,0.2472032850252095
PoI2_R,0.251729976860427
TA2_R,0.2531342875132478
FOP4_R,0.2521071599728629
MI_R,0.2417728380368048
Pir_R,0.2945639175955078
AVI_R,0.2606872853624554
AAIC_R,0.2527893176576121
FOP1_R,0.2550760236368232
FOP3_R,0.2472454951936855
FOP2_R,0.2553894229186191
PFt_R,0.2278146711264106
AIP_R,0.2429559690849975
EC_R,0.3473402789129727
PreS_R,0.3543003039427547
H_R,0.2915455621151383
ProS_R,0.2955033499818261
PeEc_R,0.3132088151578527
STGa_R,0.2309054828231748
PBelt_R,0.2567103134035146
A5_R,0.2383730978234468
PHA1_R,0.3044475342617438
PHA3_R,0.275283749684804
STSda_R,0.2394667411512475
STSdp_R,0.2440752870497856
STSvp_R,0.2226409061374912
TGd_R,0.2722110417647332
TE1a_R,0.2344867515199654
TE1p_R,0.2275923219448353
TE2a_R,0.2644735528781852
TF_R,0.304278289885552
TE2p_R,0.2742694617934033
PHT_R,0.218651715166224
PH_R,0.2357227663000978
TPOJ1_R,0.2337764507010904
TPOJ2_R,0.2299562863267219
TPOJ3_R,0.2297917754484005
DVT_R,0.254017218023914
PGp_R,0.2206598762546945
IP2_R,0.2366480493618687
IP1_R,0.2346382245097023
IP0_R,0.2326891478121402
PFop_R,0.2254581069693231
PF_R,0.2260751797507225
PFm_R,0.227399594590668
PGi_R,0.2240181055794839
PGs_R,0.2243528620649927
V6A_R,0.2440024644113524
VMV1_R,0.3068141128169691
VMV3_R,0.2759946325199389
PHA2_R,0.2785655383687015
V4t_R,0.2392016500270246
FST_R,0.2300437210674251
V3CD_R,0.232535335703207
LO3_R,0.2315511058138312
VMV2_R,0.2742026872032384
31pd_R,0.2529660589351037
31a_R,0.2563407953689392
VVC_R,0.296318891757563
25_R,0.3239566656396827
s32_R,0.3164356948396634
pOFC_R,0.3382735851729395
PoI1_R,0.2577844056747628
Ig_R,0.2697808501570596
FOP5_R,0.2643135130864572
p10p_R,0.2201929675482273
p47r_R,0.226546251344125
TGv_R,0.3075535265739665
MBelt_R,0.3031915143956756
LBelt_R,0.2790202165604523
A4_R,0.2370903962349338
STSva_R,0.2357864901163121
TE1m_R,0.2322862928406041
PI_R,0.2531067267957535
a32pr_R,0.2382765830016
p24_R,0.2283521502192915
