region,icvf
V1_L,0.2846208359973712
MST_L,0.2478832860982198
V6_L,0.2519702472824926
V2_L,0.2771382552089018
V3_L,0.2663184062277388
V4_L,0.2612693175477209
V8_L,0.2690493568433346
4_L,0.3016946221051171
3b_L,0.2649398774369401
FEF_L,0.2555122376945465
PEF_L,0.2357377989572682
55b_L,0.2470965841347259
V3A_L,0.2556986169007859
RSC_L,0.3316472055368401
POS2_L,0.2557978004464453
V7_L,0.2585205972661372
IPS1_L,0.2469797920806214
FFC_L,0.2602676538394759
V3B_L,0.2427191358755762
LO1_L,0.2433721931722114
LO2_L,0.2487804617233289
PIT_L,0.2561944781530216
MT_L,0.2476255761073814
A1_L,0.3212164297123567
PSL_L,0.2270957078752222
SFL_L,0.2496525721619691
PCV_L,0.2451459320182885
STV_L,0.2308855380145459
7Pm_L,0.2379094185330439
7m_L,0.2492983218879731
POS1_L,0.2871620000127154
23d_L,0.2675137479461404
v23ab_L,0.282351867368243
d23ab_L,0.2798834696192576
31pv_L,0.2604430888627381
5m_L,0.2908079978938448
5mv_L,0.253552867295212
23c_L,0.2482177055606691
5L_L,0.2537044569324624
24dd_L,0.2775275833464424
24dv_L,0.2559879520626026
7AL_L,0.246866253052746
SCEF_L,0.262282036110216
6ma_L,0.2552351051072203
7Am_L,0.2401695767343023
7Pl_L,0.2447079099386119
7PC_L,0.2528648315340611
LIPv_L,0.265540199447924
VIP_L,0.2505849057473324
MIP_L,0.2502503716844191
1_L,0.2727903245951532
2_L,0.2632113917192629
3a_L,0.2712161254085968
6d_L,0.2707737501584587
6mp_L,0.2731096394903992
6v_L,0.233674072182442
p24pr_L,0.2486037809479124
33pr_L,0.2680580893795294
a24pr_L,0.2363018777909981
p32pr_L,0.2487655261256555
a24_L,0.247505107935117
d32_L,0.2299681402831027
8BM_L,0.2436801978811811
p32_L,0.2429575910983171
10r_L,0.2693317296227736
47m_L,0.2777844505553533
8Av_L,0.2371618444097398
8Ad_L,0.2322944367425798
9m_L,0.2215561904967733
8BL_L,0.2297868048135303
9p_L,0.2169972310743634
10d_L,0.2160589757833408
8C_L,0.2435431852724102
44_L,0.2391751948614999
45_L,0.2481620616613975
47l_L,0.2468092913877482
a47r_L,0.228055985901917
6r_L,0.2318191645150567
IFJa_L,0.2516332386894125
IFJp_L,0.2429984362009753
IFSp_L,0.2413865269297986
IFSa_L,0.2292293960371859
p9-46v_L,0.2325196415100247
46_L,0.2183523610194118
a9-46v_L,0.2175489430690581
9-46d_L,0.2160876512309321
9a_L,0.21013609136101
10v_L,0.3036147157399517
a10p_L,0.2181114057357005
10pp_L,0.2654753058952002
11l_L,0.2658976925649686
13l_L,0.3156957071002831
OFC_L,0.3614869043427956
47s_L,0.2788346903401542
LIPd_L,0.2539888295236367
6a_L,0.2543120143661707
i6-8_L,0.2468309193275093
s6-8_L,0.2435256529962239
43_L,0.2439081474130015
OP4_L,0.2434124600402082
OP1_L,0.266648304843282
OP2-3_L,0.2823707835200236
52_L,0.2767759876376092
RI_L,0.2789931984427177
PFcm_L,0.2505134281668184
PoI2_L,0.2563849693865589
TA2_L,0.2554093850963644
FOP4_L,0.2536781505327796
MI_L,0.2428518173298369
Pir_L,0.2978357463710271
AVI_L,0.2616250059587707
AAIC_L,0.2590302787012678
FOP1_L,0.2543246370472695
FOP3_L,0.2523974646175205
FOP2_L,0.2617131398633378
PFt_L,0.2254833329160809
AIP_L,0.2477394903619184
EC_L,0.3444179455875159
PreS_L,0.3537762831137407
H_L,0.293184599647963
ProS_L,0.2970628304313932
PeEc_L,0.3114673074057226
STGa_L,0.2308213178051372
PBelt_L,0.2646686513542977
A5_L,0.2393697770005975
PHA1_L,0.2989097274700306
PHA3_L,0.283317061123392
STSda_L,0.2398867659893198
STSdp_L,0.2416996159653858
STSvp_L,0.2259375656770967
TGd_L,0.2675555555877564
TE1a_L,0.2356321237415577
TE1p_L,0.2277265305312471
TE2a_L,0.2691866921749967
TF_L,0.3037904995672221
TE2p_L,0.2704690648845134
PHT_L,0.2229571318675379
PH_L,0.2354288443726332
TPOJ1_L,0.2415875843075618
TPOJ2_L,0.2326755743154261
TPOJ3_L,0.2297480550866892
DVT_L,0.2514304209016672
PGp_L,0.2248862710891487
IP2_L,0.2364836679953232
IP1_L,0.2377257894250928
IP0_L,0.2348737931683269
PFop_L,0.2233267148058115
PF_L,0.2251488079803677
PFm_L,0.2273306305617727
PGi_L,0.2296316402958022
PGs_L,0.2258279075871628
V6A_L,0.2452408960858245
VMV1_L,0.3026569997102593
VMV3_L,0.280406392372364
PHA2_L,0.2745812640048515
V4t_L,0.2436269859371229
FST_L,0.2324781998085861
V3CD_L,0.236434658909004
LO3_L,0.2356249314481129
VMV2_L,0.279813662398899
31pd_L,0.2518494452808493
31a_L,0.2503785168750527
VVC_L,0.2891004653158281
25_L,0.3315395982704328
s32_L,0.3128242092526478
pOFC_L,0.3347013865339618
PoI1_L,0.2608684788149126
Ig_L,0.2791952989523446
FOP5_L,0.2663126554438181
p10p_L,0.220789435726423
p47r_L,0.2201164719717742
