region,rtpp
V1_L,53.458522419854006
MST_L,53.24941411308599
V6_L,53.03329705569702
V2_L,53.76271195785637
V3_L,53.83190977204092
V4_L,53.69518300768064
V8_L,54.38860495987412
4_L,53.96361506195884
3b_L,52.12616228410159
FEF_L,53.08017790073349
PEF_L,52.27447755270954
55b_L,52.74280805110916
V3A_L,52.80712507887543
RSC_L,55.31500753464069
POS2_L,53.241951422750425
V7_L,52.32927091530709
IPS1_L,52.18244112398237
FFC_L,53.78231484284826
V3B_L,52.846319440153394
LO1_L,53.1645852893885
LO2_L,53.52580428006219
PIT_L,53.69157832155249
MT_L,53.166008801520135
A1_L,53.29370482167387
PSL_L,52.164493031626975
SFL_L,53.67894126931097
PCV_L,53.59727514993654
STV_L,52.44180065325134
7Pm_L,53.08915229415922
7m_L,53.71599882672275
POS1_L,54.47534796936816
23d_L,54.30697170831433
v23ab_L,54.38772740193068
d23ab_L,54.6968312018675
31pv_L,54.15464970579716
5m_L,54.71465568690071
5mv_L,54.05854056479279
23c_L,53.10165257776249
5L_L,53.68663369356997
24dd_L,54.69856187310028
24dv_L,54.21408653946247
7AL_L,52.744242818615184
SCEF_L,54.47259575194209
6ma_L,53.05585317996992
7Am_L,53.12048338118605
7Pl_L,52.716566112135865
7PC_L,52.69600823938698
LIPv_L,52.415165140706335
VIP_L,52.90386616500816
MIP_L,52.72108382851391
1_L,53.09527844100911
2_L,52.52714044317928
3a_L,51.91889468656366
6d_L,53.52077701943554
6mp_L,53.8000871109913
6v_L,52.16599345756961
p24pr_L,53.60366899155686
33pr_L,54.46726954397239
a24pr_L,53.586452195158586
p32pr_L,54.39478056256989
a24_L,53.22152238105603
d32_L,53.28314060503489
8BM_L,54.46004638460371
p32_L,53.16675468983724
10r_L,53.80979788845907
47m_L,52.261407197780514
8Av_L,52.50306453465108
8Ad_L,52.39393888354915
9m_L,52.86481271228902
8BL_L,52.60180104141466
9p_L,51.5250725621321
10d_L,51.37273867699483
8C_L,52.47337961706649
44_L,51.90187610947953
45_L,52.19987365102349
47l_L,51.72118183598034
a47r_L,51.249306896013984
6r_L,51.96135802691112
IFJa_L,52.9240556523154
IFJp_L,52.80043657912572
IFSp_L,52.42043196624665
IFSa_L,51.76615771302697
p9-46v_L,52.04202598790495
46_L,51.812114177255005
a9-46v_L,51.165416970351416
9-46d_L,51.71971215127152
9a_L,51.08495130585396
10v_L,53.74130178460975
a10p_L,51.15801104935407
10pp_L,51.96735959211411
11l_L,52.61879125220776
13l_L,54.09982330388463
OFC_L,55.17278967101422
47s_L,52.35551374753796
LIPd_L,52.30379794172735
6a_L,52.80682711180942
i6-8_L,53.17058874999688
s6-8_L,52.45739066510785
43_L,52.12844978527298
OP4_L,52.699561157510495
OP1_L,53.82389157193096
OP2-3_L,54.067122944396296
52_L,52.562449254467474
RI_L,53.40350264876872
PFcm_L,52.93521727758507
PoI2_L,51.322004401067375
TA2_L,52.63761750963836
FOP4_L,53.197669014766
MI_L,51.36211177361015
Pir_L,51.28062773114807
AVI_L,52.11389398062318
AAIC_L,50.44471486502974
FOP1_L,52.925456129073766
FOP3_L,53.12299585197127
FOP2_L,54.01846190098665
PFt_L,52.18951348420962
AIP_L,52.47070302339287
EC_L,54.06161690043784
PreS_L,52.89266070281395
H_L,53.36611762098966
ProS_L,54.2229885974103
PeEc_L,54.247558457210985
STGa_L,51.36692068656124
PBelt_L,52.96672215876657
A5_L,51.93405524442002
PHA1_L,53.9988890222746
PHA3_L,54.6313700757357
STSda_L,51.997122288202746
STSdp_L,52.911979957874806
STSvp_L,52.52889696919799
TGd_L,52.42659029955724
TE1a_L,52.12932678746367
TE1p_L,52.68004399622552
TE2a_L,53.30930430741389
TF_L,54.70214771506319
TE2p_L,54.1505094552955
PHT_L,52.55825576611559
PH_L,53.39628004460338
TPOJ1_L,53.04417760981509
TPOJ2_L,52.9107962153395
TPOJ3_L,52.41129569622474
DVT_L,53.69139519880081
PGp_L,52.16969643270063
IP2_L,52.75749549063205
IP1_L,52.96933845340545
IP0_L,53.42212817752378
PFop_L,51.93250855824614
PF_L,51.86117795664616
PFm_L,52.271083943481
PGi_L,52.50743370778464
PGs_L,52.18961544929624
V6A_L,52.88907191509195
VMV1_L,54.74066014686235
VMV3_L,54.72099642312287
PHA2_L,54.40076147729273
V4t_L,53.2731963306962
FST_L,53.07768145912754
V3CD_L,52.72862736472069
LO3_L,52.84451593864596
VMV2_L,54.61268629291578
31pd_L,53.91467557771759
31a_L,53.981544209733954
VVC_L,54.6776801971031
25_L,55.285357502131504
s32_L,55.21520302138984
pOFC_L,54.27530779154051
PoI1_L,51.86808209894717
Ig_L,53.2502076776959
FOP5_L,53.567946183323485
p10p_L,50.76321341559562
p47r_L,51.07045791311009
TGv_L,53.94436123780896
MBelt_L,53.52108718938008
LBelt_L,53.27018324030323
A4_L,52.4188730359197
STSva_L,52.45118395376598
TE1m_L,52.42380228622768
PI_L,52.6060273525428
a32pr_L,53.842165993400265
p24_L,52.78305766113824
V1_R,53.21198904825178
MST_R,53.54929363672245
V6_R,52.316904574797455
V2_R,53.45861640072546
V3_R,53.60370511676478
V4_R,53.82410638661382
V8_R,54.03073299049278
4_R,54.48790517709932
3b_R,51.3920819109928
FEF_R,53.73547369494624
PEF_R,52.96797262106915
55b_R,53.706891830691234
V3A_R,53.31123360043517
RSC_R,54.16794125671041
POS2_R,53.37823732028146
V7_R,53.87995175962238
IPS1_R,53.74535934722286
FFC_R,54.60452061984989
V3B_R,53.040415077763846
LO1_R,53.17203959871031
LO2_R,53.632543343537286
PIT_R,53.91391691768657
MT_R,53.4699030334977
A1_R,53.52640048703488
PSL_R,52.41876168231656
SFL_R,53.21201928434738
PCV_R,52.596339216760185
STV_R,52.839040298443805
7Pm_R,52.26058207934055
7m_R,52.73556184105412
POS1_R,54.3854527602381
23d_R,52.99779200978479
v23ab_R,53.78385048825986
d23ab_R,53.84429172419865
31pv_R,53.54918321741516
5m_R,53.68759594851071
5mv_R,52.57842516744064
23c_R,53.08851316643874
5L_R,53.129971253878736
24dd_R,53.33824788130668
24dv_R,53.04462668062615
7AL_R,53.43902932603667
SCEF_R,52.83070115670043
6ma_R,53.85947207675962
7Am_R,52.56880675861418
7Pl_R,53.036764642332734
7PC_R,53.73023840112043
LIPv_R,53.76104553975728
VIP_R,53.56069658670434
MIP_R,53.51213523219426
1_R,53.87945638817353
2_R,54.05858669651235
3a_R,52.870847351862906
6d_R,53.96725881017914
6mp_R,53.75907376636552
6v_R,52.90549501445818
p24pr_R,52.362318358668304
33pr_R,52.528780671759776
a24pr_R,52.29934296387595
p32pr_R,52.94163066302247
a24_R,52.420753021871946
d32_R,51.88057137952224
8BM_R,52.31932282384821
p32_R,52.2761141797981
10r_R,52.8244999438644
47m_R,53.02432329108117
8Av_R,53.54423808410109
8Ad_R,53.44798215179343
9m_R,51.270940145505485
8BL_R,52.78556100385876
9p_R,52.34166518601938
10d_R,51.07468638158593
8C_R,53.73917750105293
44_R,52.73604332013602
45_R,52.70781964687692
47l_R,52.56070411212193
a47r_R,51.95356009037515
6r_R,52.44147506388141
IFJa_R,53.38407059938597
IFJp_R,53.42277280465276
IFSp_R,52.95197170795164
IFSa_R,52.07068661170834
p9-46v_R,52.93658192093273
46_R,52.30392972220802
a9-46v_R,51.84000349836792
9-46d_R,52.07726525486733
9a_R,51.71327152731536
10v_R,52.76682308833568
a10p_R,51.88711703334034
10pp_R,52.594935128561886
11l_R,53.611061031643096
13l_R,54.4725188591053
OFC_R,55.2772877487825
47s_R,53.16815782615201
LIPd_R,53.39601045393108
6a_R,53.88173949007379
i6-8_R,53.47793039772418
s6-8_R,53.85627375639073
43_R,53.21873580861245
OP4_R,53.00014062247922
OP1_R,53.62743043570991
OP2-3_R,54.03964982805399
52_R,52.65129553920936
RI_R,53.068915450522695
PFcm_R,53.38976610936533
PoI2_R,52.72817165096983
TA2_R,51.7694263793613
FOP4_R,52.86081980992006
MI_R,52.39344968457057
Pir_R,51.72297832623914
AVI_R,53.19545647787974
AAIC_R,51.77831949147953
FOP1_R,52.78647948398245
FOP3_R,53.36098940515959
FOP2_R,53.37757281093656
PFt_R,52.73034001162914
AIP_R,53.45037970077504
EC_R,53.992772324450605
PreS_R,52.455231775535424
H_R,53.8467597019867
ProS_R,53.63697811894711
PeEc_R,54.80104945787159
STGa_R,52.33331461731193
PBelt_R,52.73860324104592
A5_R,53.75231020560911
PHA1_R,54.374373644617656
PHA3_R,54.76860614172438
STSda_R,54.134442557589885
STSdp_R,53.92366422787406
STSvp_R,52.34140081853144
TGd_R,52.7464419805629
TE1a_R,52.71653598114028
TE1p_R,52.98948360006679
TE2a_R,53.42004635804838
TF_R,55.064037759846514
TE2p_R,54.15928524634174
PHT_R,52.79483880823633
PH_R,53.702231398744
TPOJ1_R,53.239108134678574
TPOJ2_R,52.98574857378395
TPOJ3_R,53.11689036639166
DVT_R,52.52854061184787
PGp_R,52.76914700941929
IP2_R,52.59324077425519
IP1_R,52.65133487355173
IP0_R,51.98473144562012
PFop_R,52.93056442975222
PF_R,53.0744049641891
PFm_R,52.811577452194335
PGi_R,52.86952488568632
PGs_R,52.95530986053024
V6A_R,52.78872882254221
VMV1_R,54.719604955227474
VMV3_R,54.22706763257528
PHA2_R,55.373415560214994
V4t_R,53.46900394593006
FST_R,53.30326031035951
V3CD_R,52.958709252307486
LO3_R,52.91516863897693
VMV2_R,54.60054073746623
31pd_R,52.81284532807898
31a_R,53.1443437040324
VVC_R,54.8668767766116
25_R,54.66252543507083
s32_R,54.67415264924245
pOFC_R,54.06887382973692
PoI1_R,53.11833555865903
Ig_R,54.11317305403151
FOP5_R,53.22478836338247
p10p_R,52.0017971068511
p47r_R,51.94727241190288
TGv_R,53.95757721868421
MBelt_R,52.87942836870656
LBelt_R,53.21907542933401
A4_R,52.77498312724675
STSva_R,52.98383056847996
TE1m_R,52.95271485287834
PI_R,51.84813659955093
a32pr_R,52.49869924167987
p24_R,51.62319135653829
