region,myl
FEF_R,0.9125187506468692
PEF_R,0.8653104970305396
55b_R,0.8863731594841573
V3A_R,0.979449048977158
RSC_R,1.0231057744443746
POS2_R,0.9246267283521225
V7_R,0.9660738739514884
IPS1_R,0.9347866219431892
FFC_R,0.8956148370356414
V3B_R,0.948464164685218
LO1_R,0.9148571958887326
LO2_R,0.9234954802776498
PIT_R,0.911834649667661
MT_R,0.9401666266156226
A1_R,1.0403264208631984
PSL_R,0.863249206841402
SFL_R,0.8506006204427412
PCV_R,0.8695839501550429
STV_R,0.8762376851687332
7Pm_R,0.8681422898777712
7m_R,0.8919983344375347
POS1_R,0.9460174867152584
23d_R,0.8768575996638432
v23ab_R,0.9315842576296188
d23ab_R,0.908553598428665
31pv_R,0.8944266929637724
5m_R,0.933018773704248
5mv_R,0.8512201340245544
