region,thick
V1_R,1.906998335612718
MST_R,2.4744928511112354
V6_R,2.197432683348341
V2_R,2.03321121421067
V3_R,2.185747537877883
V4_R,2.324813941152933
V8_R,2.622583522563616
4_R,2.774042881533751
3b_R,1.7634687991276827
FEF_R,2.6556310189776235
PEF_R,2.6061348166432534
55b_R,2.812338537535316
V3A_R,2.2047886916239854
RSC_R,2.298748986425001
POS2_R,2.43456685197837
V7_R,2.3789864663860283
IPS1_R,2.309089922953748
FFC_R,2.88669955260461
V3B_R,2.306349399695102
LO1_R,2.359752823289832
LO2_R,2.646404540915207
PIT_R,2.6483126153454912
MT_R,2.5297606608401555
A1_R,2.6121325313012944
PSL_R,2.859429979588425
SFL_R,3.0813239406756336
PCV_R,2.5533337323925567
STV_R,2.78017057922258
7Pm_R,2.5122957208610166
7m_R,2.7379428109994426
POS1_R,2.895225161003137
23d_R,3.10248889676956
v23ab_R,2.99897950684492
d23ab_R,3.22225021310352
31pv_R,2.7362356407157127
5m_R,2.3651263564855327
5mv_R,2.3895490529426784
23c_R,2.614328324530278
5L_R,2.305384115878634
24dd_R,2.8505327004873964
24dv_R,2.7950538634922437
7AL_R,2.292656206347792
SCEF_R,2.979342386628505
6ma_R,2.842341014837034
7Am_R,2.403535982285465
7Pl_R,2.376819569521441
7PC_R,2.39380191650294
LIPv_R,2.2283193211665564
VIP_R,2.3640331170040687
MIP_R,2.335723207574817
1_R,2.288107103866853
2_R,2.231620009037785
3a_R,2.0027682250737024
6d_R,2.803964093276869
6mp_R,2.7413615574014565
6v_R,2.9688997175253378
p24pr_R,2.953623493121336
33pr_R,2.2810588514346875
a24pr_R,3.044465787953139
p32pr_R,2.8872410168980838
a24_R,3.0722171330159838
d32_R,3.0138043808372856
8BM_R,3.167241972358041
p32_R,2.7306662319763912
10r_R,2.5584321875750247
47m_R,2.744027087789074
8Av_R,2.7756052107814906
8Ad_R,2.6574161374342027
9m_R,2.9072432555975745
8BL_R,2.9573624918986017
9p_R,2.5801471921855867
10d_R,2.6170845438218637
8C_R,2.6102147381022176
44_R,2.8238001500182257
45_R,2.7229040252473844
47l_R,2.8422077642387595
a47r_R,2.656978967647296
6r_R,2.756959402153419
IFJa_R,2.624005451925097
IFJp_R,2.645822077984544
IFSp_R,2.5128108850943924
IFSa_R,2.5520066651045137
p9-46v_R,2.5357501082086142
46_R,2.5601473827220715
a9-46v_R,2.507257183261165
9-46d_R,2.464177115508152
9a_R,2.4877277021691784
10v_R,2.8539361416637385
a10p_R,2.483516832340256
10pp_R,2.7234693808267147
11l_R,2.804991052554492
13l_R,2.845362627315369
OFC_R,2.3982479580998275
47s_R,3.17094294094679
LIPd_R,2.304833749719224
6a_R,2.633570895104632
i6-8_R,2.793339568608908
s6-8_R,2.8634099086925158
43_R,2.887131218717912
OP4_R,2.8355234322591203
OP1_R,2.908558267687221
OP2-3_R,2.6915927169089384
52_R,2.5351376685335367
RI_R,2.5423899554379306
PFcm_R,2.7239550009591813
PoI2_R,3.380915476629629
TA2_R,3.022739093575791
FOP4_R,2.953863146806309
MI_R,3.331493515142368
Pir_R,2.968465057430732
AVI_R,3.0550879714187387
AAIC_R,3.659960500705376
FOP1_R,2.9884874990904957
FOP3_R,2.741630114308794
FOP2_R,2.7641559487735794
PFt_R,2.563527771044019
AIP_R,2.382507258059223
EC_R,2.7278496615921197
PreS_R,1.9481780015268408
H_R,2.8536347859214024
ProS_R,2.324354036136196
PeEc_R,3.333563671592837
STGa_R,3.3220992158081923
PBelt_R,2.792091208898156
A5_R,3.082181324262141
PHA1_R,3.0417825599242976
PHA3_R,2.671431361651372
STSda_R,2.8882352741193
STSdp_R,2.7818500743101846
STSvp_R,2.9989489970408805
TGd_R,3.4391403596094103
TE1a_R,3.2460495976460946
TE1p_R,2.965883557086507
TE2a_R,2.943726020096264
TF_R,2.9142006226226247
TE2p_R,2.796029735788879
PHT_R,2.855063036586235
PH_R,2.699312430758391
TPOJ1_R,2.790786854211042
TPOJ2_R,2.665520461923267
TPOJ3_R,2.5212927005247106
DVT_R,2.3722007818831075
PGp_R,2.670647296108667
IP2_R,2.454326061360967
IP1_R,2.4371874192886844
IP0_R,2.480673070393183
PFop_R,2.7812979206936648
PF_R,2.7368571265285424
PFm_R,2.63366433075905
PGi_R,2.681076659905495
PGs_R,2.6975991226669804
V6A_R,2.3381832622193
VMV1_R,2.649121850552743
VMV3_R,2.638853294216247
PHA2_R,2.441552620815105
V4t_R,2.614904357958585
FST_R,2.5826153606656104
V3CD_R,2.3983753832383408
LO3_R,2.47765191083914
VMV2_R,2.4490806407695103
31pd_R,2.515412302535166
31a_R,2.6962839881944607
VVC_R,2.995442077018534
25_R,3.0746688657322783
s32_R,2.785766183973428
pOFC_R,2.9345169617436486
PoI1_R,3.2701624750654608
Ig_R,2.912353680219065
FOP5_R,2.7410955478180634
p10p_R,2.388794789325179
p47r_R,2.555524323979504
TGv_R,3.328643908424869
MBelt_R,2.645423260290192
LBelt_R,2.670856263719356
A4_R,3.03983966971477
STSva_R,2.811801980832121
TE1m_R,3.0530438938034976
PI_R,2.7169721322854445
a32pr_R,2.957955959240428
p24_R,3.080475013093973
