region,F3
V1_L,-0.9859279917548767
MST_L,-0.8423982769725995
V6_L,-1.452045739381457
V2_L,-0.7473511873951015
V3_L,-0.6860317200297472
V4_L,-0.4898994886242051
V8_L,0.5631276082175626
4_L,0.18352490807191965
3b_L,-2.4475083710653434
FEF_L,-0.5129742547734907
PEF_L,-1.0384426494057
55b_L,0.026640142307798716
V3A_L,-0.864988887492833
RSC_L,3.0326015723270308
POS2_L,0.02794163721638745
V7_L,-1.1507206290120653
IPS1_L,-1.8318144410312693
FFC_L,0.10830653146261252
V3B_L,-1.112931733653682
LO1_L,-0.2194685870935151
LO2_L,-0.11104973637843765
PIT_L,0.05241875232498319
MT_L,-0.9369270123757899
A1_L,-1.3795082288045795
PSL_L,-0.4017828404111126
SFL_L,0.619553708472229
PCV_L,0.16804370115130784
STV_L,0.3205122203889616
7Pm_L,0.31273840089504495
7m_L,0.3258652991636134
POS1_L,1.4476127207289273
23d_L,0.10779087383784962
v23ab_L,1.2011865589470145
d23ab_L,1.102606222508024
31pv_L,-0.07171073020130757
5m_L,0.06442026524939366
5mv_L,-1.1576471492442024
23c_L,-0.8503055799294185
5L_L,-0.1385259473796241
24dd_L,0.18453278470172685
24dv_L,-0.4021772246328387
7AL_L,-0.18097658294282334
SCEF_L,0.843001205444712
6ma_L,0.05194711681698043
7Am_L,0.2750799576694881
7Pl_L,0.13872451650722292
7PC_L,-0.436918630132679
LIPv_L,-0.5496679346835793
VIP_L,-0.013510651345240828
MIP_L,-0.8148828799756338
1_L,-0.4544236288442466
2_L,-0.7910403381721454
3a_L,-2.7603822495797745
6d_L,-0.7861467816937494
6mp_L,-0.5050730291588871
6v_L,0.44292667202935
p24pr_L,0.27715025084240885
33pr_L,2.118499031078948
a24pr_L,-0.4755176495220835
p32pr_L,-0.24092765888801942
a24_L,0.6921960553090626
d32_L,1.061834094396266
8BM_L,1.467657528732473
p32_L,0.5307100998890409
10r_L,0.0001580299612241071
47m_L,0.1572215559472712
8Av_L,-0.224830710268997
8Ad_L,-1.013609219649734
9m_L,1.5280673986034923
8BL_L,0.3101097967240405
9p_L,-0.5888790987263696
10d_L,0.02767571208184704
8C_L,-0.19118872942713722
44_L,0.768478932149122
45_L,0.41947599852696704
47l_L,0.5188216478903153
a47r_L,0.3109164246873227
6r_L,0.11742368627136487
IFJa_L,-0.6874455133297641
IFJp_L,-0.982797869238528
IFSp_L,-0.8781073732290037
IFSa_L,-0.7554614448677337
p9-46v_L,-0.04192692934560035
46_L,-0.2886768822902597
a9-46v_L,-0.3416116551013397
9-46d_L,-0.72107558333779
9a_L,-0.6949382972794282
10v_L,0.3936168608808816
a10p_L,-1.1401301259338303
10pp_L,-0.6530978497391998
11l_L,-0.31371567858762184
13l_L,-0.853482224907952
OFC_L,1.5422057892221608
47s_L,1.47603083505287
LIPd_L,-1.3400317399385915
6a_L,-1.3732113843522853
i6-8_L,-0.6033972484137048
s6-8_L,-0.37519396688502565
43_L,0.7151866312771801
OP4_L,0.8190863498820462
OP1_L,0.8478097394991155
OP2-3_L,0.6157484454762687
52_L,-1.037749767861796
RI_L,-0.9348405610502472
PFcm_L,0.20195003541070514
PoI2_L,1.910961078841417
TA2_L,1.0874829763739036
FOP4_L,0.7919745964147809
MI_L,1.164217161897472
Pir_L,4.853825221771867
AVI_L,1.0248637503377298
AAIC_L,3.8965815447409233
FOP1_L,1.6080111365013903
FOP3_L,0.13513028409011543
FOP2_L,0.357360418936768
