,F3
V1_L,-1.020172785325043
MST_L,-0.9154580250922851
V6_L,-0.07304931062297623
V2_L,-0.9822048163647007
V3_L,-1.356178216471637
V4_L,-1.4499403601550651
V8_L,-1.6976279102780154
4_L,-1.324876465379174
3b_L,0.5541518657917406
FEF_L,-0.5328056903843781
PEF_L,0.11714730633527976
55b_L,-0.7297838257423384
V3A_L,-1.1213397423701768
RSC_L,-0.45826860069268194
POS2_L,-1.073540566280987
V7_L,-1.1736169561289067
IPS1_L,-0.7568716554021979
FFC_L,-0.9695803342321078
V3B_L,-0.5016097688800936
LO1_L,-1.0090568322158973
LO2_L,-1.5218720148939713
PIT_L,-1.6183392736097302
MT_L,-1.2785341927676626
A1_L,0.41834000764187734
PSL_L,-0.5457465279977816
SFL_L,-0.47820642706002975
PCV_L,-0.7818995812595962
STV_L,-0.8489118438925067
7Pm_L,-0.8086740685080169
7m_L,-0.6640388647765764
POS1_L,-0.6619506023270672
23d_L,0.6224460721950251
v23ab_L,-0.23981536853218977
d23ab_L,-0.25232833689278344
31pv_L,-0.11737628266381585
5m_L,-1.956578884810283
5mv_L,-0.15997627662301883
23c_L,0.2575162882729952
5L_L,-1.1413076650788816
24dd_L,-0.9487925725146859
24dv_L,0.46453405015173144
7AL_L,-0.9104085500545778
SCEF_L,-0.7339049476108873
6ma_L,-0.49701376545144893
7Am_L,-0.8695084448535124
7Pl_L,-0.8945741741990674
7PC_L,-1.0105428318089695
LIPv_L,-1.0130325294386793
VIP_L,-1.057220429013142
MIP_L,-0.9814339750945832
1_L,-1.1820796474095188
2_L,-0.8789606306351646
3a_L,0.642922297361335
6d_L,-0.758213092873074
6mp_L,-0.6413048648879947
6v_L,-0.2647768276985658
p24pr_L,1.2946712062566803
33pr_L,1.438101984219904
a24pr_L,1.9333491943950225
p32pr_L,0.8635962446885906
a24_L,2.329617654378403
d32_L,1.1718154662363296
8BM_L,-0.1881559045524701
p32_L,1.9056515357756123
10r_L,1.9328244208419632
47m_L,0.9060547941959509
8Av_L,-0.2380037601018048
8Ad_L,0.46448110800133396
9m_L,0.9927021000560515
8BL_L,0.06566323164267321
9p_L,0.8044047671877749
10d_L,1.8024166488048305
8C_L,-0.20921808287086638
44_L,0.2567073338171195
45_L,0.45543446787527075
47l_L,0.9587676222823438
a47r_L,1.1595946589500872
6r_L,0.5856299600294453
IFJa_L,0.39351042365609595
IFJp_L,0.370480919613468
IFSp_L,0.6272125978148524
IFSa_L,0.897859499132321
p9-46v_L,0.24323183038123314
46_L,0.6875247848896363
a9-46v_L,1.157751524736858
9-46d_L,1.237601888085507
9a_L,1.359258325501255
10v_L,1.5856853396096775
a10p_L,2.0505424104770005
10pp_L,1.4801946536461381
11l_L,1.1535829696026392
13l_L,0.11735378858839239
OFC_L,-2.3632476366988655
47s_L,1.4473688360175143
LIPd_L,-0.6665184865072307
6a_L,-0.23566556116349732
i6-8_L,-0.057578582238272585
s6-8_L,-0.2842939032910397
43_L,0.24851379016911276
OP4_L,-0.3194199495490136
OP1_L,-0.6122023460491545
OP2-3_L,-0.238127596307385
52_L,1.5805440106757074
RI_L,-0.08425920916765628
PFcm_L,-0.6739923902336281
PoI2_L,1.417540675886861
TA2_L,1.2613764725721348
FOP4_L,0.9501609731177618
MI_L,1.2943264471286178
Pir_L,1.5831419157483209
AVI_L,1.0265350439991665
AAIC_L,1.6741271522360364
FOP1_L,0.6525178367534057
FOP3_L,0.7808507546577792
FOP2_L,0.4234257982226879
PFt_L,-0.31187680075580626
AIP_L,-0.49326027146085805
EC_L,1.1537412656711012
PreS_L,0.8555322745173501
H_L,1.9033622012624845
ProS_L,-0.014752778497730544
PeEc_L,1.0027716279660377
STGa_L,0.8814402482141109
PBelt_L,0.35208185981702445
A5_L,-0.39202560512158724
PHA1_L,0.892799125453487
PHA3_L,0.32936845296351946
STSda_L,0.19954794315380858
STSdp_L,-0.38047468383908595
STSvp_L,-0.030056457319674282
TGd_L,1.0565343587416567
TE1a_L,0.5053464906987156
TE1p_L,-0.6693414215906743
TE2a_L,-0.12267229457521941
TF_L,-0.2162479714896995
TE2p_L,-1.0168146371366407
PHT_L,-0.7557895084595885
PH_L,-0.841050807695149
TPOJ1_L,-0.8781711581814604
TPOJ2_L,-0.6935499183930797
TPOJ3_L,-0.5289896946071069
DVT_L,-0.45883854089965537
PGp_L,-0.6734652520144174
IP2_L,-0.192547824386553
IP1_L,-0.46046846806921904
IP0_L,-0.5447655293798425
PFop_L,-0.5277682350191889
PF_L,-0.6864336514618263
PFm_L,-0.6242146410181358
PGi_L,-0.7111550410497746
PGs_L,-0.6220090669999573
V6A_L,-0.7130722727542633
VMV1_L,-0.3043685786411505
VMV3_L,-0.9446592951195316
PHA2_L,0.35208921340082144
V4t_L,-1.4008941477102952
FST_L,-0.7827381830280846
V3CD_L,-0.9689478262517845
LO3_L,-0.9151105700945951
VMV2_L,-0.5320605303659834
31pd_L,-0.3030027993681959
31a_L,-0.28421442093824845
VVC_L,-0.8708225992079669
25_L,0.8048446096874395
s32_L,1.5468268538009768
pOFC_L,-0.24656366545190606
PoI1_L,1.3451671302976775
Ig_L,0.5560389221796175
FOP5_L,0.508855077339206
p10p_L,1.7990717845168813
p47r_L,0.9998795575055993
TGv_L,0.8200078577707091
MBelt_L,1.016851589191609
LBelt_L,0.41001529234138534
A4_L,-0.23214180526840214
STSva_L,0.8191320729200474
TE1m_L,-0.14548171670702043
PI_L,1.7727514165149523
a32pr_L,1.3197350486104353
p24_L,2.3778795949145155
V1_R,-0.8224995045410806
MST_R,-1.0443384825741098
V6_R,-0.28979662228106806
V2_R,-0.8481847569284007
V3_R,-1.421767978781957
V4_R,-1.521014610342639
V8_R,-1.562635836058291
4_R,-1.6093846634412616
3b_R,0.17434547542371528
FEF_R,-0.7416187857224669
PEF_R,-0.07828848397227169
55b_R,-0.7307645757204171
V3A_R,-1.3692451081506785
RSC_R,-0.07441620743300113
POS2_R,-1.2688442865374587
V7_R,-1.2187044236567894
IPS1_R,-0.9111869230391824
FFC_R,-0.994559142880564
V3B_R,-1.0783047782891517
LO1_R,-1.494283995720085
LO2_R,-1.7285749744847467
PIT_R,-1.7365226550852177
MT_R,-1.3245945259537122
A1_R,-0.19592596518439181
PSL_R,-1.0525248902987234
SFL_R,-0.21701785906198534
PCV_R,-0.7833224296752986
STV_R,-1.0028646797631318
7Pm_R,-1.0952800188163385
7m_R,-0.7556874061788011
POS1_R,-0.5933779649044157
23d_R,0.70691582412063
v23ab_R,-0.35833403926417273
d23ab_R,-0.1898830615971075
31pv_R,-0.1913542377455888
5m_R,-1.9300112591969627
5mv_R,-0.6277718702415926
23c_R,0.35500913642692017
5L_R,-1.2939078136684685
24dd_R,-0.6895560649515609
24dv_R,0.3147967076350915
7AL_R,-1.1771714729764982
SCEF_R,-0.5109963906358433
6ma_R,-0.5064480280798304
7Am_R,-1.2288360626977197
7Pl_R,-1.2024078967738732
7PC_R,-1.284181008332618
LIPv_R,-1.1071367940793841
VIP_R,-1.2137068864643767
MIP_R,-1.2346076496945408
1_R,-1.1101374661921937
2_R,-1.0786379254781955
3a_R,0.409097209061039
6d_R,-0.797092072331448
6mp_R,-0.5079325734306219
6v_R,-0.22565208142270804
p24pr_R,1.2510153318640294
33pr_R,0.9773571903367545
a24pr_R,1.689943726260685
p32pr_R,0.7269964856028517
a24_R,2.525434979322864
d32_R,1.5126257655430042
8BM_R,0.18425934649246783
p32_R,2.3452752642957435
10r_R,2.3237890612917353
47m_R,1.180139326131784
8Av_R,-0.24934346863236484
8Ad_R,0.3368979739641518
9m_R,1.6433004507391917
8BL_R,0.377663560416797
9p_R,0.997141328405067
10d_R,2.0841968508263644
8C_R,-0.2800539139206773
44_R,0.16326371929801442
45_R,0.453760301278692
47l_R,0.9464726587542389
a47r_R,1.4473972167723528
6r_R,0.3493415692994702
IFJa_R,0.07871241365959171
IFJp_R,-0.03246259912448875
IFSp_R,0.36772971466547266
IFSa_R,0.9684555018162535
p9-46v_R,0.3253972336854311
46_R,0.905180673720859
a9-46v_R,1.1247801100826624
9-46d_R,1.3377289445883869
9a_R,1.615835380116047
10v_R,1.816321209591453
a10p_R,2.034337729071096
10pp_R,0.9869853055067825
11l_R,1.2392253673610578
13l_R,0.3252422017497794
OFC_R,-1.4681481542695034
47s_R,1.2340400298615293
LIPd_R,-0.8747310848459997
6a_R,-0.19706978798775954
i6-8_R,-0.1566219666826616
s6-8_R,-0.2908214132684709
43_R,0.06303560828174218
OP4_R,-0.30434155120082934
OP1_R,-0.5243194880230128
OP2-3_R,-0.02075402620588575
52_R,1.3739179788522036
RI_R,-0.16342716831263665
PFcm_R,-0.9259420036782948
PoI2_R,1.4954802903809712
TA2_R,1.180172285523162
FOP4_R,1.4023005449812231
