region,rd
lh.bankssts,0.0007384866239476017
lh.caudalanteriorcingulate,0.0007452133543984509
lh.caudalmiddlefrontal,0.0007558189036323389
lh.cuneus,0.0007544464701826867
lh.entorhinal,0.0007680299352589701
lh.fusiform,0.0007272964934967106
lh.inferiorparietal,0.0007431080780153915
lh.inferiortemporal,0.0007361347493719801
lh.isthmuscingulate,0.0006961989852739036
lh.lateraloccipital,0.0007264403484460186
lh.lateralorbitofrontal,0.0007760330678750932
lh.lingual,0.0007294237098629899
lh.medialorbitofrontal,0.0007449974021488967
lh.middletemporal,0.0007637684837895526
lh.parahippocampal,0.0007409929585194002
lh.paracentral,0.0007037997635111153
lh.parsopercularis,0.0007571223763773228
lh.parsorbitalis,0.0007975750170886789
lh.parstriangularis,0.0007776921329375227
lh.pericalcarine,0.0007394597597480081
lh.postcentral,0.0007683310961194515
lh.posteriorcingulate,0.0007372984537506585
lh.precentral,0.0007517199114085439
lh.precuneus,0.0007219232254413919
lh.rostralanteriorcingulate,0.0007533407857242349
lh.rostralmiddlefrontal,0.0007962562485879887
lh.superiorfrontal,0.0007414727049605387
lh.superiorparietal,0.0007548816260897726
lh.superiortemporal,0.0007737942383648792
lh.supramarginal,0.0007508115437373042
lh.frontalpole,0.0008149050671062275
lh.temporalpole,0.0007908955529730675
lh.transversetemporal,0.0007660929625791904
lh.insula,0.0007772832799927206
rh.bankssts,0.0007307730428681813
rh.caudalanteriorcingulate,0.000784660530151809
rh.caudalmiddlefrontal,0.0007382172404017267
rh.cuneus,0.0007615229196143453
rh.entorhinal,0.0007591426737891367
rh.fusiform,0.0007172901603549342
rh.inferiorparietal,0.000735213183590557
rh.inferiortemporal,0.0007464414756900067
rh.isthmuscingulate,0.000720100929206161
rh.lateraloccipital,0.0007234899747692343
rh.lateralorbitofrontal,0.0007576692083572305
rh.lingual,0.0007413037842148818
rh.medialorbitofrontal,0.0007589762426010719
rh.middletemporal,0.0007493673504352777
rh.parahippocampal,0.0007320379283662767
rh.paracentral,0.0007540897936633409
rh.parsopercularis,0.0007522277130277203
rh.parsorbitalis,0.0007738009133875488
rh.parstriangularis,0.0007679556825661959
rh.pericalcarine,0.0007528953585935851
rh.postcentral,0.0007623039460400027
rh.posteriorcingulate,0.0007645864013191285
rh.precentral,0.0007312169944191574
rh.precuneus,0.0007493359582981524
rh.rostralanteriorcingulate,0.0007839681985241681
rh.rostralmiddlefrontal,0.0007829179295093414
rh.superiorfrontal,0.0007585368887643165
rh.superiorparietal,0.0007311596734172786
rh.superiortemporal,0.0007567111384722299
rh.supramarginal,0.0007352248672076728
rh.frontalpole,0.0008125206325965031
rh.temporalpole,0.0007746805078286158
rh.transversetemporal,0.0007834363795031079
rh.insula,0.0007457886616384378
