,dki-fa,dki-ad,dki-rd,dki-md,mk,ak,rk,kfa,mkt,icvf,odi,isovf,msd,qiv,rtop,rtap,rtpp,thick,myl
5HTT,11.300714594884813,7.279944405754227,4.771548852408033,6.840089616208829,8.745876291729727,8.553748211848502,7.9796917270840035,4.238729672771275,7.866244061212318,3.816692520465569,2.9407253098854373,3.0786528086656784,1.6588103186218741,3.223773010996234,3.1688050170381015,2.876944298608702,2.3195412296065276,7.845212932380269,1.4942551198298832
