,dki-fa,dki-ad,dki-rd,dki-md,mk,ak,rk,kfa,mkt,icvf,odi,isovf,msd,qiv,rtop,rtap,rtpp,thick,myl
MOR,4.387557562552892,7.361434867757121,7.041277974237468,7.420059832606986,2.9008386661140975,1.8394502797695504,2.131238120087473,4.81740053432689,2.6108113448958727,4.833670289066865,2.2836436574581205,1.8163111122250515,3.001478767802319,7.843447016335251,2.033465962125566,2.4839409810898205,2.1213085991916727,20.25343099033583,12.819233442021156
