,dki-fa,dki-ad,dki-rd,dki-md,mk,ak,rk,kfa,mkt,icvf,odi,isovf,msd,qiv,rtop,rtap,rtpp,myl
scz_ct,4.279948529267611,4.211065396009389,8.281921939670978,5.425922684783625,5.422604891250769,6.063464219933091,8.414214819261232,12.15406976335673,6.054779278827812,7.951130726854667,5.598601980891543,4.078178847467074,2.109805487986107,4.278551217542293,5.497383254916726,3.981994716721189,4.012441151553628,2.1839210937055453
