,dki-fa,dki-ad,dki-rd,dki-md,mk,ak,rk,kfa,mkt,icvf,odi,isovf,msd,qiv,rtop,rtap,rtpp,thick,myl
VAChT,2.6077203968743046,5.192116650791656,6.393051247560807,6.315235948351905,7.960537256383745,6.530461525424339,9.996239849860109,7.879780662782727,7.299325110239506,4.046093012324833,1.8028443506772418,3.78303674301171,4.590300467966885,7.643350622062312,2.5301083956972095,2.3817297955007577,2.130047170492464,4.890215648900271,6.027805145097215
