,dki-fa,dki-ad,dki-rd,dki-md,mk,ak,rk,kfa,mkt,icvf,odi,isovf,msd,qiv,rtop,rtap,rtpp,thick,myl
H3,4.748470433056654,9.274110668937386,7.943437873839862,9.329408132551839,2.458377629160346,2.583842514336306,2.5163866667100887,6.714032723937439,2.487612270179279,3.301711384540776,3.8779564782199376,1.8110238323702281,3.5975668639402576,8.96061781131559,2.210055739535291,2.8897133872857044,3.633459231468007,18.217797233960276,3.444419124654743
