,dki-fa,dki-ad,dki-rd,dki-md,mk,ak,rk,kfa,mkt,icvf,odi,isovf,msd,qiv,rtop,rtap,rtpp,thick,myl
CB1,5.927955482936064,8.435622539826314,6.385655021239389,9.537427009215616,1.6099923240869518,1.566561660844062,1.5408978000104407,3.649140372416221,1.6354253707866255,4.977257268943721,4.376429985953885,1.4733653095232215,4.6314707549999685,6.729503693800317,2.125019845265456,2.380387507290618,3.679622377926255,13.454701984198342,15.883563690736537
