,dki-fa,dki-ad,dki-rd,dki-md,mk,ak,rk,kfa,mkt,icvf,odi,isovf,msd,qiv,rtop,rtap,rtpp,myl
adhd_ct,3.4977183637494864,5.886000709218214,8.820085865460518,9.097576808703302,3.7176125514149816,10.727163011653074,6.60643077538206,4.358487372209739,5.011206637568918,7.7949179277243275,4.816606841277233,2.4145915960898057,3.060214311969249,7.292874505315497,2.72100620258553,3.552368697617009,2.7468887493377183,7.878249072723327
