,dki-fa,dki-ad,dki-rd,dki-md,mk,ak,rk,kfa,mkt,icvf,odi,isovf,msd,qiv,rtop,rtap,rtpp,thick,myl
KOR,6.864686084671416,7.859236107142444,5.939033279492646,6.920110820348208,1.869774245202411,3.485754349027748,2.9215543405058324,2.609022067296908,1.7961623733242567,5.627209110027639,9.302465984973868,2.2275816755085227,4.754437178108209,6.3220077171382965,2.795330929366613,2.4318100749625144,8.379986896553746,15.949832808003027,1.9440039583457096
