,dki-fa,dki-ad,dki-rd,dki-md,mk,ak,rk,kfa,mkt,icvf,odi,isovf,msd,qiv,rtop,rtap,rtpp,thick,myl
megdelta,4.035397347261278,11.004950075559256,9.283453398531904,10.625649556623458,5.196362084705393,6.362820371542289,4.002155278503185,4.6181511842412535,5.488383494655275,4.7836101414953145,2.374022206516809,3.010171563359092,3.8518127322076388,7.362967502186717,1.9742427467562456,2.2871209188627475,2.581247079940459,5.0788961039464695,6.078586213105216
