,dki-fa,dki-ad,dki-rd,dki-md,mk,ak,rk,kfa,mkt,icvf,odi,isovf,msd,qiv,rtop,rtap,rtpp,myl
ocd_ct,2.7266018845314886,4.742854673099757,5.028600339957831,3.6961991171530526,5.363819275283906,3.7058126284440216,3.8537604888332653,4.201548149930824,7.246111938735649,10.845261533757089,1.9488016265792485,6.850021924465321,5.556954683392145,3.2644144621752784,8.014426205628192,7.632639009761875,10.741582702007916,4.580589356263137
