,dki-fa,dki-ad,dki-rd,dki-md,mk,ak,rk,kfa,mkt,icvf,odi,isovf,msd,qiv,rtop,rtap,rtpp,myl
asd_ct,9.997661611207402,6.824530611583611,4.575682788333837,5.7389402403623295,7.160484391658732,2.663446585579774,3.1501979388449928,5.65767656886052,9.187264319569248,8.214093776470568,3.90078181354299,2.751722866407871,3.1423191431574566,4.519721307203285,4.379299469190285,6.303563576760285,6.304040420956611,5.52857257031017
