,dki-fa,dki-ad,dki-rd,dki-md,mk,ak,rk,kfa,mkt,icvf,odi,isovf,msd,qiv,rtop,rtap,rtpp,thick,myl
D2,10.061736652568372,9.21863528219985,6.068751760357582,9.273771713826164,2.042810624035378,2.1977643445399537,2.495344782870843,2.8580471748951637,2.2206586079708908,2.97351806215531,3.4643138656864636,3.0435030778746635,3.537841382923448,4.129482487488602,2.567652527810953,3.410019911561915,1.9062054233884986,22.36744301817932,6.162499299666628
